"","temperature","treatment","cage","survival","sex","Label_new","femur","thorax","tibia","wing"
"743",18,"P",3,1,"M","18_P_3_1_M_7",0.636,0.908,0.652,1.843
"744",18,"P",3,1,"M","18_P_3_1_M_8",0.627,0.921,0.628,NA
"745",18,"P",3,1,"M","18_P_3_1_M_12",0.663,0.925,0.626,1.765
"746",18,"P",3,1,"M","18_P_3_1_M_19",0.64,0.917,0.648,1.779
"747",18,"P",3,1,"M","18_P_3_1_M_21",0.671,0.945,0.639,1.81
"748",18,"P",3,2,"F","18_P_3_2_F_4",0.715,1.103,0.678,1.94
"749",18,"P",3,2,"M","18_P_3_2_M_1",0.718,1.005,0.726,1.891
"750",18,"P",3,2,"M","18_P_3_2_M_2",0.689,0.953,0.686,1.857
"751",18,"P",3,2,"M","18_P_3_2_M_3",0.659,0.917,0.632,1.714
"752",18,"P",3,2,"M","18_P_3_2_M_5",0.642,0.891,0.613,1.742
"753",18,"P",3,2,"M","18_P_3_2_M_6",0.632,0.903,0.611,1.689
"754",18,"P",3,3,"F","18_P_3_3_F_1",0.72,1.048,0.685,1.934
"755",18,"P",3,3,"F","18_P_3_3_F_3",NA,1.029,NA,1.93
"756",18,"P",3,3,"F","18_P_3_3_F_4",0.723,1.078,0.679,2.042
"757",18,"P",3,3,"F","18_P_3_3_F_5",0.687,1.016,0.668,1.932
"758",18,"P",3,3,"F","18_P_3_3_F_7",0.689,1.046,0.67,1.953
"759",18,"P",3,3,"F","18_P_3_3_F_9",0.698,1.066,0.689,1.965
"760",18,"P",3,3,"F","18_P_3_3_F_10",0.716,1.095,0.72,1.971
"761",18,"P",3,3,"F","18_P_3_3_F_11",NA,1.027,NA,1.898
"762",18,"P",3,3,"F","18_P_3_3_F_12",0.666,1.021,0.657,NA
"763",18,"P",3,3,"M","18_P_3_3_M_2",0.685,0.966,0.661,1.838
"764",18,"P",3,3,"M","18_P_3_3_M_6",0.651,0.916,0.656,1.784
"765",18,"P",3,3,"M","18_P_3_3_M_8",0.669,0.85,0.667,1.837
"766",18,"P",3,4,"F","18_P_3_4_F_2",0.684,1.015,0.637,1.95
"767",18,"P",3,4,"F","18_P_3_4_F_4",0.654,1.051,0.656,1.978
"768",18,"P",3,4,"M","18_P_3_4_M_1",0.654,0.907,0.645,1.778
"769",18,"P",3,4,"M","18_P_3_4_M_3",0.67,0.937,0.619,1.753
"770",18,"P",3,5,"F","18_P_3_5_F_4",0.688,1.049,0.668,1.946
"771",18,"P",3,5,"F","18_P_3_5_F_5",0.681,0.983,0.693,1.981
"772",18,"P",3,5,"F","18_P_3_5_F_6",0.653,1.019,0.621,1.947
"773",18,"P",3,5,"F","18_P_3_5_F_7",0.697,1.038,0.693,1.928
"774",18,"P",3,5,"F","18_P_3_5_F_8",0.702,1.046,0.695,2.038
"775",18,"P",3,5,"M","18_P_3_5_M_1",0.648,0.915,0.629,1.811
"776",18,"P",3,5,"M","18_P_3_5_M_2",0.634,0.935,0.626,1.705
"777",18,"P",3,5,"M","18_P_3_5_M_3",NA,1.017,NA,1.795
"778",18,"P",3,6,"F","18_P_3_6_F_2",0.67,1.058,0.681,2.008
"779",18,"P",3,6,"F","18_P_3_6_F_3",0.702,1.099,0.647,1.947
"780",18,"P",3,6,"F","18_P_3_6_F_4",0.727,1.077,0.674,1.99
"781",18,"P",3,6,"F","18_P_3_6_F_5",0.72,1.044,0.709,2.039
"782",18,"P",3,6,"F","18_P_3_6_F_8",0.679,0.984,0.672,1.956
"783",18,"P",3,6,"F","18_P_3_6_F_10",0.674,1.042,0.663,1.97
"784",18,"P",3,6,"F","18_P_3_6_F_15",0.696,1.056,0.675,1.968
"785",18,"P",3,6,"F","18_P_3_6_F_16",0.672,1.02,0.641,1.919
"786",18,"P",3,6,"F","18_P_3_6_F_17",0.733,1.107,0.709,2.084
"787",18,"P",3,6,"F","18_P_3_6_F_19",0.69,0.991,0.665,1.947
"788",18,"P",3,6,"F","18_P_3_6_F_21",0.676,1.034,0.667,1.945
"789",18,"P",3,6,"F","18_P_3_6_F_22",0.707,1.055,0.652,2.083
"790",18,"P",3,6,"F","18_P_3_6_F_23",0.724,1.094,0.711,2.064
"791",18,"P",3,6,"F","18_P_3_6_F_27",0.66,1.006,0.604,1.835
"792",18,"P",3,6,"F","18_P_3_6_F_29",0.662,0.982,0.634,1.88
"793",18,"P",3,6,"F","18_P_3_6_F_33",0.656,0.996,0.632,1.911
"794",18,"P",3,6,"F","18_P_3_6_F_36",0.677,1.003,0.63,1.958
"795",18,"P",3,6,"F","18_P_3_6_F_37",0.697,0.987,0.654,1.883
"796",18,"P",3,6,"F","18_P_3_6_F_39",0.719,1.125,0.697,2.118
"797",18,"P",3,6,"F","18_P_3_6_F_41",0.682,1.041,0.659,1.971
"798",18,"P",3,6,"F","18_P_3_6_F_42",0.724,1.068,0.713,2.095
"799",18,"P",3,6,"F","18_P_3_6_F_43",0.689,0.985,0.678,2.002
"800",18,"P",3,6,"F","18_P_3_6_F_44",0.702,1.056,0.68,2.013
"801",18,"P",3,6,"F","18_P_3_6_F_45",0.688,0.958,0.664,1.973
"802",18,"P",3,6,"F","18_P_3_6_F_46",0.693,1.055,0.648,2.003
"803",18,"P",3,6,"F","18_P_3_6_F_47",0.673,0.983,0.657,1.936
"804",18,"P",3,6,"F","18_P_3_6_F_49",0.675,1.037,0.674,1.949
"805",18,"P",3,6,"F","18_P_3_6_F_53",0.67,1.012,0.638,2.01
"806",18,"P",3,6,"F","18_P_3_6_F_54",0.661,1.037,0.654,1.953
"807",18,"P",3,6,"F","18_P_3_6_F_55",0.704,1.075,0.691,2.022
"808",18,"P",3,6,"F","18_P_3_6_F_56",0.696,1.05,0.7,1.942
"809",18,"P",3,6,"F","18_P_3_6_F_58",0.688,1.04,0.666,1.93
"810",18,"P",3,6,"F","18_P_3_6_F_63",0.704,1.066,0.709,2.013
"811",18,"P",3,6,"F","18_P_3_6_F_64",0.697,1.032,0.666,1.989
"812",18,"P",3,6,"F","18_P_3_6_F_70",0.675,1.034,0.676,1.948
"813",18,"P",3,6,"F","18_P_3_6_F_71",0.679,1.038,0.664,1.944
"814",18,"P",3,6,"F","18_P_3_6_F_72",0.701,1.097,0.663,2.041
"815",18,"P",3,6,"F","18_P_3_6_F_73",0.642,0.889,0.621,1.755
"816",18,"P",3,6,"F","18_P_3_6_F_74",0.701,1.068,0.646,1.991
"817",18,"P",3,6,"F","18_P_3_6_F_75",0.684,1.023,0.675,1.979
"818",18,"P",3,6,"F","18_P_3_6_F_76",0.707,1.052,0.694,1.98
"819",18,"P",3,6,"F","18_P_3_6_F_78",0.691,1.054,0.694,1.985
"820",18,"P",3,6,"F","18_P_3_6_F_79",0.667,1.053,0.645,1.971
"821",18,"P",3,6,"F","18_P_3_6_F_80",0.637,0.939,0.604,1.874
"822",18,"P",3,6,"F","18_P_3_6_F_82",0.686,1.062,0.701,2.021
"823",18,"P",3,6,"F","18_P_3_6_F_86",0.712,1.011,0.714,2.057
"824",18,"P",3,6,"F","18_P_3_6_F_87",0.746,1.211,0.723,2.137
"825",18,"P",3,6,"F","18_P_3_6_F_89",0.7,1.071,0.666,2.051
"826",18,"P",3,6,"F","18_P_3_6_F_93",0.687,1.054,0.688,1.983
"827",18,"P",3,6,"F","18_P_3_6_F_97",0.693,1.024,0.675,1.95
"828",18,"P",3,6,"F","18_P_3_6_F_98",0.695,1.075,0.675,2.038
"829",18,"P",3,6,"F","18_P_3_6_F_100",0.696,1.004,0.63,1.92
"830",18,"P",3,6,"F","18_P_3_6_F_101",0.721,1.069,0.693,1.997
"831",18,"P",3,6,"F","18_P_3_6_F_105",0.693,1.063,0.689,1.973
"832",18,"P",3,6,"F","18_P_3_6_F_108",0.661,0.996,0.657,1.881
"833",18,"P",3,6,"F","18_P_3_6_F_109",0.664,1.011,0.647,1.996
"834",18,"P",3,6,"F","18_P_3_6_F_111",0.728,1.186,0.717,2.066
"835",18,"P",3,6,"F","18_P_3_6_F_113",0.674,1.015,0.672,1.964
"836",18,"P",3,6,"F","18_P_3_6_F_114",0.663,1.001,0.676,1.934
"837",18,"P",3,6,"F","18_P_3_6_F_115",0.711,1.05,0.693,1.961
"838",18,"P",3,6,"F","18_P_3_6_F_116",0.725,1.068,0.702,2.063
"839",18,"P",3,6,"F","18_P_3_6_F_117",0.714,1.081,0.707,2.07
"840",18,"P",3,6,"F","18_P_3_6_F_118",0.657,1.033,0.669,1.87
"841",18,"P",3,6,"F","18_P_3_6_F_124",0.707,1.036,0.717,1.968
"842",18,"P",3,6,"F","18_P_3_6_F_126",0.697,1.022,0.679,1.994
"843",18,"P",3,6,"F","18_P_3_6_F_130",0.704,1.054,0.695,1.97
"844",18,"P",3,6,"F","18_P_3_6_F_133",0.69,1.044,0.681,1.921
"845",18,"P",3,6,"F","18_P_3_6_F_135",0.731,1.081,0.713,2.068
"846",18,"P",3,6,"F","18_P_3_6_F_136",0.723,1.135,0.702,2.079
"847",18,"P",3,6,"F","18_P_3_6_F_138",0.714,1.092,0.722,2.03
"848",18,"P",3,6,"F","18_P_3_6_F_139",0.703,1.013,0.696,1.996
"849",18,"P",3,6,"F","18_P_3_6_F_142",0.677,1.023,0.68,2.02
"850",18,"P",3,6,"F","18_P_3_6_F_146",0.705,1.087,0.715,2.075
"851",18,"P",3,6,"F","18_P_3_6_F_147",0.677,1.022,0.663,1.983
"852",18,"P",3,6,"F","18_P_3_6_F_148",0.672,1.035,0.656,NA
"853",18,"P",3,6,"M","18_P_3_6_M_1",0.647,0.901,0.649,1.664
"854",18,"P",3,6,"M","18_P_3_6_M_6",0.67,0.969,0.681,1.799
"855",18,"P",3,6,"M","18_P_3_6_M_7",0.672,0.93,0.641,1.727
"856",18,"P",3,6,"M","18_P_3_6_M_9",0.638,0.917,0.642,1.741
"857",18,"P",3,6,"M","18_P_3_6_M_11",0.653,0.853,0.637,1.781
"858",18,"P",3,6,"M","18_P_3_6_M_12",0.651,0.92,0.612,1.728
"859",18,"P",3,6,"M","18_P_3_6_M_13",0.645,0.866,0.621,1.728
"860",18,"P",3,6,"M","18_P_3_6_M_14",0.673,0.951,0.679,1.801
"861",18,"P",3,6,"M","18_P_3_6_M_18",0.626,0.895,0.613,1.694
"862",18,"P",3,6,"M","18_P_3_6_M_20",0.652,0.931,0.63,1.734
"863",18,"P",3,6,"M","18_P_3_6_M_24",0.636,0.871,0.647,1.76
"864",18,"P",3,6,"M","18_P_3_6_M_25",0.657,0.885,0.665,1.778
"865",18,"P",3,6,"M","18_P_3_6_M_26",0.672,0.903,0.655,1.766
"866",18,"P",3,6,"M","18_P_3_6_M_28",0.661,0.895,0.652,1.796
"867",18,"P",3,6,"M","18_P_3_6_M_30",0.639,0.905,0.63,1.672
"868",18,"P",3,6,"M","18_P_3_6_M_31",0.593,0.849,0.593,1.635
"869",18,"P",3,6,"M","18_P_3_6_M_32",0.649,0.893,0.613,1.754
"870",18,"P",3,6,"M","18_P_3_6_M_34",0.622,0.939,0.628,1.75
"871",18,"P",3,6,"M","18_P_3_6_M_35",0.645,0.911,0.648,1.751
"872",18,"P",3,6,"M","18_P_3_6_M_38",0.631,0.91,0.594,1.729
"873",18,"P",3,6,"M","18_P_3_6_M_40",0.691,0.965,0.65,1.857
"874",18,"P",3,6,"M","18_P_3_6_M_48",0.653,0.895,0.641,1.845
"875",18,"P",3,6,"M","18_P_3_6_M_50",0.675,0.971,0.649,1.795
"876",18,"P",3,6,"M","18_P_3_6_M_51",0.674,0.929,0.629,1.811
"877",18,"P",3,6,"M","18_P_3_6_M_52",0.669,0.888,0.649,1.838
"878",18,"P",3,6,"M","18_P_3_6_M_57",0.632,0.893,0.626,1.657
"879",18,"P",3,6,"M","18_P_3_6_M_59",0.675,0.929,0.661,1.828
"880",18,"P",3,6,"M","18_P_3_6_M_60",0.667,0.937,0.665,1.841
"881",18,"P",3,6,"M","18_P_3_6_M_61",0.653,0.883,0.645,1.772
"882",18,"P",3,6,"M","18_P_3_6_M_62",0.596,0.889,0.599,1.66
"883",18,"P",3,6,"M","18_P_3_6_M_65",0.662,0.946,0.633,1.777
"884",18,"P",3,6,"M","18_P_3_6_M_66",0.626,0.885,0.628,1.714
"885",18,"P",3,6,"M","18_P_3_6_M_67",0.644,0.903,0.631,1.74
"886",18,"P",3,6,"M","18_P_3_6_M_68",0.626,0.896,0.606,1.679
"887",18,"P",3,6,"M","18_P_3_6_M_69",0.67,0.927,0.653,1.811
"888",18,"P",3,6,"M","18_P_3_6_M_77",0.684,0.918,0.632,1.841
"889",18,"P",3,6,"M","18_P_3_6_M_81",0.653,0.983,0.608,1.858
"890",18,"P",3,6,"M","18_P_3_6_M_83",0.661,0.927,0.642,1.782
"891",18,"P",3,6,"M","18_P_3_6_M_84",0.657,0.933,0.643,1.789
"892",18,"P",3,6,"M","18_P_3_6_M_85",0.636,0.926,0.639,1.746
"893",18,"P",3,6,"M","18_P_3_6_M_88",0.626,0.917,0.64,1.763
"894",18,"P",3,6,"M","18_P_3_6_M_90",0.652,0.89,0.633,1.754
"895",18,"P",3,6,"M","18_P_3_6_M_91",0.666,0.936,0.626,1.758
"896",18,"P",3,6,"M","18_P_3_6_M_92",0.663,0.954,0.642,1.785
"897",18,"P",3,6,"M","18_P_3_6_M_94",0.647,0.944,0.596,1.766
"898",18,"P",3,6,"M","18_P_3_6_M_95",0.661,0.954,0.643,1.743
"899",18,"P",3,6,"M","18_P_3_6_M_96",0.653,0.892,0.648,1.749
"900",18,"P",3,6,"M","18_P_3_6_M_99",0.669,0.94,0.676,1.833
"901",18,"P",3,6,"M","18_P_3_6_M_102",0.675,0.932,0.667,1.765
"902",18,"P",3,6,"M","18_P_3_6_M_103",0.676,0.968,0.643,1.706
"903",18,"P",3,6,"M","18_P_3_6_M_104",0.64,0.937,0.625,1.733
"904",18,"P",3,6,"M","18_P_3_6_M_106",0.622,0.977,0.663,1.769
"905",18,"P",3,6,"M","18_P_3_6_M_107",0.673,0.961,0.659,1.792
"906",18,"P",3,6,"M","18_P_3_6_M_110",0.643,0.919,0.624,1.708
"907",18,"P",3,6,"M","18_P_3_6_M_112",0.563,0.792,0.528,1.525
"908",18,"P",3,6,"M","18_P_3_6_M_119",0.609,0.899,0.61,1.683
"909",18,"P",3,6,"M","18_P_3_6_M_120",0.635,0.891,0.613,1.733
"910",18,"P",3,6,"M","18_P_3_6_M_121",0.635,0.881,0.629,1.771
"911",18,"P",3,6,"M","18_P_3_6_M_122",0.636,0.882,0.592,1.737
"912",18,"P",3,6,"M","18_P_3_6_M_123",0.675,0.952,0.616,1.824
"913",18,"P",3,6,"M","18_P_3_6_M_125",0.598,0.879,0.595,1.64
"914",18,"P",3,6,"M","18_P_3_6_M_127",0.649,0.86,0.631,1.756
"915",18,"P",3,6,"M","18_P_3_6_M_128",0.671,0.928,0.662,1.796
"916",18,"P",3,6,"M","18_P_3_6_M_129",0.661,0.916,0.653,1.739
"917",18,"P",3,6,"M","18_P_3_6_M_131",0.662,0.948,0.646,1.792
"918",18,"P",3,6,"M","18_P_3_6_M_132",0.663,0.944,0.625,1.815
"919",18,"P",3,6,"M","18_P_3_6_M_134",0.654,0.9,0.668,1.773
"920",18,"P",3,6,"M","18_P_3_6_M_137",0.651,0.912,0.625,1.785
"921",18,"P",3,6,"M","18_P_3_6_M_140",0.683,0.951,0.683,1.857
"922",18,"P",3,6,"M","18_P_3_6_M_141",0.649,0.927,0.613,1.794
"923",18,"P",3,6,"M","18_P_3_6_M_143",0.688,0.964,0.682,1.83
"924",18,"P",3,6,"M","18_P_3_6_M_144",0.662,0.938,0.621,1.784
"925",18,"P",3,6,"M","18_P_3_6_M_145",0.647,0.923,0.633,1.765
"926",21,"NP",1,6,"F","21_NP_1_6_F_1",0.652,1.039,0.633,1.906
"927",21,"NP",1,6,"F","21_NP_1_6_F_2",0.71,1.082,0.711,1.983
"928",21,"NP",1,6,"F","21_NP_1_6_F_3",0.711,1.103,0.703,1.883
"929",21,"NP",1,6,"F","21_NP_1_6_F_5",0.726,1.098,0.684,1.926
"930",21,"NP",1,6,"F","21_NP_1_6_F_6",0.644,0.99,0.64,1.785
"931",21,"NP",1,6,"F","21_NP_1_6_F_7",0.65,1.005,0.655,1.832
"932",21,"NP",1,6,"F","21_NP_1_6_F_8",0.729,1.176,0.742,2.077
"933",21,"NP",1,6,"F","21_NP_1_6_F_9",0.663,1.079,0.68,1.907
"934",21,"NP",1,6,"F","21_NP_1_6_F_10",0.722,1.12,0.721,2.031
"935",21,"NP",1,6,"F","21_NP_1_6_F_11",0.633,1.054,0.651,1.904
"936",21,"NP",1,6,"F","21_NP_1_6_F_13",0.696,1.032,0.668,1.909
"937",21,"NP",1,6,"F","21_NP_1_6_F_14",0.689,1.052,0.657,1.9
"938",21,"NP",1,6,"F","21_NP_1_6_F_15",0.648,0.936,0.641,1.88
"939",21,"NP",1,6,"F","21_NP_1_6_F_16",0.724,1.028,0.695,1.913
"940",21,"NP",1,6,"F","21_NP_1_6_F_20",0.672,0.999,0.663,1.846
"941",21,"NP",1,6,"F","21_NP_1_6_F_21",0.679,1.036,0.624,1.844
"942",21,"NP",1,6,"F","21_NP_1_6_F_23",0.692,1.076,0.654,1.973
"943",21,"NP",1,6,"F","21_NP_1_6_F_27",0.685,1.001,0.604,1.905
"944",21,"NP",1,6,"F","21_NP_1_6_F_31",0.761,1.18,0.729,2.109
"945",21,"NP",1,6,"F","21_NP_1_6_F_35",0.687,1.042,0.678,1.947
"946",21,"NP",1,6,"F","21_NP_1_6_F_42",0.697,1.087,0.664,2.007
"947",21,"NP",1,6,"F","21_NP_1_6_F_43",0.672,1.007,0.673,1.854
"948",21,"NP",1,6,"F","21_NP_1_6_F_47",0.682,1.078,0.649,1.965
"949",21,"NP",1,6,"F","21_NP_1_6_F_48",0.671,1.085,0.68,1.909
"950",21,"NP",1,6,"F","21_NP_1_6_F_50",0.658,1.063,0.645,1.855
"951",21,"NP",1,6,"F","21_NP_1_6_F_51",0.739,1.106,0.748,2.033
"952",21,"NP",1,6,"F","21_NP_1_6_F_52",0.674,1.07,0.681,1.889
"953",21,"NP",1,6,"F","21_NP_1_6_F_53",0.678,0.996,0.662,1.852
"954",21,"NP",1,6,"F","21_NP_1_6_F_54",0.718,1.12,0.73,1.978
"955",21,"NP",1,6,"F","21_NP_1_6_F_57",0.708,1.095,0.704,1.964
"956",21,"NP",1,6,"F","21_NP_1_6_F_58",0.731,1.084,0.691,2.017
"957",21,"NP",1,6,"F","21_NP_1_6_F_61",0.718,1.09,0.698,1.989
"958",21,"NP",1,6,"F","21_NP_1_6_F_63",0.7,1.057,0.689,1.994
"959",21,"NP",1,6,"F","21_NP_1_6_F_64",0.662,1.036,0.679,1.872
"960",21,"NP",1,6,"F","21_NP_1_6_F_66",0.735,1.131,0.699,2.011
"961",21,"NP",1,6,"F","21_NP_1_6_F_68",0.731,1.103,0.735,1.988
"962",21,"NP",1,6,"F","21_NP_1_6_F_69",0.634,1.003,0.634,1.778
"963",21,"NP",1,6,"F","21_NP_1_6_F_70",0.7,1.061,0.693,2.019
"964",21,"NP",1,6,"F","21_NP_1_6_F_71",0.698,1.167,0.737,2.089
"965",21,"NP",1,6,"F","21_NP_1_6_F_72",0.743,1.172,0.704,2.067
"966",21,"NP",1,6,"F","21_NP_1_6_F_74",0.719,1.131,0.717,2.023
"967",21,"NP",1,6,"F","21_NP_1_6_F_79",0.718,1.126,0.72,1.997
"968",21,"NP",1,6,"F","21_NP_1_6_F_81",0.733,1.154,0.696,2.048
"969",21,"NP",1,6,"F","21_NP_1_6_F_82",0.721,1.135,0.705,2.07
"970",21,"NP",1,6,"F","21_NP_1_6_F_84",0.681,1.031,0.658,1.894
"971",21,"NP",1,6,"F","21_NP_1_6_F_86",0.701,1.074,0.676,1.961
"972",21,"NP",1,6,"F","21_NP_1_6_F_88",0.656,0.981,0.634,1.877
"973",21,"NP",1,6,"F","21_NP_1_6_F_90",0.656,1.001,0.652,1.885
"974",21,"NP",1,6,"F","21_NP_1_6_F_93",0.691,1.103,0.679,2.01
"975",21,"NP",1,6,"F","21_NP_1_6_F_97",0.666,1.056,0.659,1.933
"976",21,"NP",1,6,"F","21_NP_1_6_F_98",0.664,1.031,0.664,1.891
"977",21,"NP",1,6,"F","21_NP_1_6_F_103",0.687,1.07,0.666,1.879
"978",21,"NP",1,6,"F","21_NP_1_6_F_104",0.714,1.062,0.669,1.946
"979",21,"NP",1,6,"F","21_NP_1_6_F_105",0.679,1.076,0.689,1.966
"980",21,"NP",1,6,"F","21_NP_1_6_F_106",0.742,1.146,0.721,2.11
"981",21,"NP",1,6,"F","21_NP_1_6_F_110",0.691,1.047,0.653,1.929
"982",21,"NP",1,6,"M","21_NP_1_6_M_4",0.611,0.877,0.582,1.588
"983",21,"NP",1,6,"M","21_NP_1_6_M_12",0.674,1.002,0.682,1.756
"984",21,"NP",1,6,"M","21_NP_1_6_M_17",0.677,0.968,0.665,1.793
"985",21,"NP",1,6,"M","21_NP_1_6_M_18",0.685,1.028,0.662,1.779
"986",21,"NP",1,6,"M","21_NP_1_6_M_19",0.613,0.868,0.596,1.635
"987",21,"NP",1,6,"M","21_NP_1_6_M_22",0.671,0.942,0.644,1.711
"988",21,"NP",1,6,"M","21_NP_1_6_M_24",0.604,0.923,0.646,1.722
"989",21,"NP",1,6,"M","21_NP_1_6_M_25",0.617,0.847,0.624,1.668
"990",21,"NP",1,6,"M","21_NP_1_6_M_26",0.652,NA,0.606,1.667
"991",21,"NP",1,6,"M","21_NP_1_6_M_28",0.597,0.879,0.605,1.662
"992",21,"NP",1,6,"M","21_NP_1_6_M_29",0.601,0.874,0.609,1.62
"993",21,"NP",1,6,"M","21_NP_1_6_M_30",0.683,0.968,0.649,1.716
"994",21,"NP",1,6,"M","21_NP_1_6_M_32",0.625,0.889,0.625,1.662
"995",21,"NP",1,6,"M","21_NP_1_6_M_33",0.555,0.747,0.535,1.415
"996",21,"NP",1,6,"M","21_NP_1_6_M_34",0.617,0.903,0.618,1.649
"997",21,"NP",1,6,"M","21_NP_1_6_M_36",0.676,0.966,0.67,1.769
"998",21,"NP",1,6,"M","21_NP_1_6_M_37",0.638,0.891,0.62,1.683
"999",21,"NP",1,6,"M","21_NP_1_6_M_38",0.61,0.934,0.613,1.672
"1000",21,"NP",1,6,"M","21_NP_1_6_M_39",0.66,0.923,0.658,1.708
"1001",21,"NP",1,6,"M","21_NP_1_6_M_40",0.617,0.875,0.596,1.638
"1002",21,"NP",1,6,"M","21_NP_1_6_M_41",0.64,0.949,0.648,1.688
"1003",21,"NP",1,6,"M","21_NP_1_6_M_44",0.601,0.905,0.6,1.639
"1004",21,"NP",1,6,"M","21_NP_1_6_M_45",0.667,0.96,0.668,1.766
"1005",21,"NP",1,6,"M","21_NP_1_6_M_46",0.662,0.964,0.669,1.722
"1006",21,"NP",1,6,"M","21_NP_1_6_M_49",0.631,0.861,0.605,1.594
"1007",21,"NP",1,6,"M","21_NP_1_6_M_55",0.666,0.984,0.681,1.763
"1008",21,"NP",1,6,"M","21_NP_1_6_M_56",0.666,0.924,0.644,1.793
"1009",21,"NP",1,6,"M","21_NP_1_6_M_59",0.726,0.982,0.699,1.744
"1010",21,"NP",1,6,"M","21_NP_1_6_M_60",0.643,0.931,0.632,1.657
"1011",21,"NP",1,6,"M","21_NP_1_6_M_62",0.645,0.947,0.629,1.715
"1012",21,"NP",1,6,"M","21_NP_1_6_M_65",0.663,0.946,0.677,1.67
"1013",21,"NP",1,6,"M","21_NP_1_6_M_67",0.67,0.996,0.654,1.761
"1014",21,"NP",1,6,"M","21_NP_1_6_M_73",0.662,0.949,0.652,1.676
"1015",21,"NP",1,6,"M","21_NP_1_6_M_75",0.62,0.888,0.596,1.629
"1016",21,"NP",1,6,"M","21_NP_1_6_M_76",0.668,0.919,0.631,1.681
"1017",21,"NP",1,6,"M","21_NP_1_6_M_77",0.582,0.836,0.601,1.629
"1018",21,"NP",1,6,"M","21_NP_1_6_M_78",0.68,0.984,0.676,1.792
"1019",21,"NP",1,6,"M","21_NP_1_6_M_80",0.623,0.903,0.602,1.706
"1020",21,"NP",1,6,"M","21_NP_1_6_M_83",0.629,0.85,0.633,1.703
"1021",21,"NP",1,6,"M","21_NP_1_6_M_85",0.628,0.958,0.615,1.665
"1022",21,"NP",1,6,"M","21_NP_1_6_M_87",0.657,1.002,0.647,1.688
"1023",21,"NP",1,6,"M","21_NP_1_6_M_89",0.636,0.925,0.62,1.615
"1024",21,"NP",1,6,"M","21_NP_1_6_M_91",0.584,0.858,0.617,1.676
"1025",21,"NP",1,6,"M","21_NP_1_6_M_92",0.667,0.972,0.67,1.757
"1026",21,"NP",1,6,"M","21_NP_1_6_M_94",0.567,0.82,0.571,1.486
"1027",21,"NP",1,6,"M","21_NP_1_6_M_95",0.644,0.933,0.65,1.728
"1028",21,"NP",1,6,"M","21_NP_1_6_M_96",0.655,0.91,0.611,1.636
"1029",21,"NP",1,6,"M","21_NP_1_6_M_99",0.622,0.894,0.635,1.645
"1030",21,"NP",1,6,"M","21_NP_1_6_M_100",0.641,0.943,0.642,1.711
"1031",21,"NP",1,6,"M","21_NP_1_6_M_101",0.635,0.969,0.653,1.708
"1032",21,"NP",1,6,"M","21_NP_1_6_M_102",0.664,0.947,0.658,1.652
"1033",21,"NP",1,6,"M","21_NP_1_6_M_107",0.609,0.85,0.602,1.603
"1034",21,"NP",1,6,"M","21_NP_1_6_M_108",0.668,0.951,0.637,1.724
"1035",21,"NP",1,6,"M","21_NP_1_6_M_109",0.688,0.963,0.69,1.797
"1036",21,"NP",1,6,"M","21_NP_1_6_M_111",0.654,0.963,0.648,1.726
"1037",21,"NP",2,6,"F","21_NP_2_6_F_1",0.712,1.043,0.695,2.004
"1038",21,"NP",2,6,"F","21_NP_2_6_F_4",0.683,1.014,0.665,1.907
"1039",21,"NP",2,6,"F","21_NP_2_6_F_5",0.689,1.026,0.682,1.923
"1040",21,"NP",2,6,"F","21_NP_2_6_F_12",0.683,1.018,0.66,1.905
"1041",21,"NP",2,6,"F","21_NP_2_6_F_14",0.685,1.018,0.657,1.891
"1042",21,"NP",2,6,"F","21_NP_2_6_F_18",0.679,1.036,0.681,1.899
"1043",21,"NP",2,6,"F","21_NP_2_6_F_20",0.682,1.041,0.693,1.894
"1044",21,"NP",2,6,"F","21_NP_2_6_F_21",0.682,1.011,0.655,1.861
"1045",21,"NP",2,6,"F","21_NP_2_6_F_24",0.665,0.898,0.666,1.635
"1046",21,"NP",2,6,"F","21_NP_2_6_F_27",0.685,1.018,0.695,1.965
"1047",21,"NP",2,6,"F","21_NP_2_6_F_28",0.653,0.99,0.63,1.864
"1048",21,"NP",2,6,"F","21_NP_2_6_F_30",0.661,1.005,0.662,1.931
"1049",21,"NP",2,6,"F","21_NP_2_6_F_31",0.672,0.983,0.657,1.866
"1050",21,"NP",2,6,"F","21_NP_2_6_F_32",0.664,1.001,0.644,1.908
"1051",21,"NP",2,6,"F","21_NP_2_6_F_38",0.68,1.045,0.674,1.875
"1052",21,"NP",2,6,"F","21_NP_2_6_F_40",0.695,NA,0.684,1.91
"1053",21,"NP",2,6,"F","21_NP_2_6_F_41",0.697,0.988,0.662,1.833
"1054",21,"NP",2,6,"F","21_NP_2_6_F_42",0.681,1.045,0.673,1.909
"1055",21,"NP",2,6,"F","21_NP_2_6_F_43",0.668,0.998,0.686,1.894
"1056",21,"NP",2,6,"F","21_NP_2_6_F_44",0.723,1.049,0.721,1.952
"1057",21,"NP",2,6,"F","21_NP_2_6_F_46",0.69,1.029,0.68,1.895
"1058",21,"NP",2,6,"F","21_NP_2_6_F_47",0.64,0.965,0.642,NA
"1059",21,"NP",2,6,"F","21_NP_2_6_F_49",0.654,1.03,0.671,1.902
