"","temperature","treatment","cage","survival","sex","Label_new","femur","thorax","tibia","wing"
"1",18,"NP",1,6,"F","18_NP_1_6_F_1",0.722,1.1,0.697,2.08
"2",18,"NP",1,6,"F","18_NP_1_6_F_3",0.693,1.055,0.64,1.983
"3",18,"NP",1,6,"F","18_NP_1_6_F_4",0.708,1.101,0.698,2.047
"4",18,"NP",1,6,"F","18_NP_1_6_F_5",0.688,1.031,0.666,1.957
"5",18,"NP",1,6,"F","18_NP_1_6_F_8",0.725,1.081,0.682,2.051
"6",18,"NP",1,6,"F","18_NP_1_6_F_9",0.715,1.072,0.693,2.059
"7",18,"NP",1,6,"F","18_NP_1_6_F_10",0.729,1.073,0.738,2.091
"8",18,"NP",1,6,"F","18_NP_1_6_F_11",0.696,1.048,0.667,2.037
"9",18,"NP",1,6,"F","18_NP_1_6_F_12",0.697,1.022,0.676,1.957
"10",18,"NP",1,6,"F","18_NP_1_6_F_13",0.713,1.029,0.709,2.056
"11",18,"NP",1,6,"F","18_NP_1_6_F_14",0.752,1.165,0.754,2.165
"12",18,"NP",1,6,"F","18_NP_1_6_F_15",0.71,1.066,0.699,1.979
"13",18,"NP",1,6,"F","18_NP_1_6_F_17",0.699,1.06,0.702,2.036
"14",18,"NP",1,6,"F","18_NP_1_6_F_19",0.704,1.031,0.707,2.012
"15",18,"NP",1,6,"F","18_NP_1_6_F_22",0.718,1.077,0.729,2.092
"16",18,"NP",1,6,"F","18_NP_1_6_F_23",0.694,1.051,0.681,1.996
"17",18,"NP",1,6,"F","18_NP_1_6_F_25",0.617,1.083,0.678,2.092
"18",18,"NP",1,6,"F","18_NP_1_6_F_27",0.682,1.032,0.652,1.972
"19",18,"NP",1,6,"F","18_NP_1_6_F_28",0.745,1.125,0.731,2.107
"20",18,"NP",1,6,"F","18_NP_1_6_F_30",0.709,1.051,0.685,1.998
"21",18,"NP",1,6,"F","18_NP_1_6_F_32",0.693,1.084,0.692,2.024
"22",18,"NP",1,6,"F","18_NP_1_6_F_34",0.682,0.98,0.664,1.94
"23",18,"NP",1,6,"F","18_NP_1_6_F_37",0.716,1.086,0.683,2.055
"24",18,"NP",1,6,"F","18_NP_1_6_F_41",0.675,1.038,0.68,1.966
"25",18,"NP",1,6,"F","18_NP_1_6_F_42",0.703,1.071,0.694,2.068
"26",18,"NP",1,6,"F","18_NP_1_6_F_44",0.696,1.042,0.685,2.014
"27",18,"NP",1,6,"F","18_NP_1_6_F_46",0.75,1.166,0.749,2.19
"28",18,"NP",1,6,"F","18_NP_1_6_F_48",0.726,1.099,0.693,1.998
"29",18,"NP",1,6,"F","18_NP_1_6_F_49",0.678,1.06,0.684,2.024
"30",18,"NP",1,6,"F","18_NP_1_6_F_50",0.712,1.061,0.709,2.072
"31",18,"NP",1,6,"F","18_NP_1_6_F_52",0.679,1.057,0.664,1.996
"32",18,"NP",1,6,"F","18_NP_1_6_F_54",0.713,1.022,0.713,1.988
"33",18,"NP",1,6,"F","18_NP_1_6_F_57",0.729,1.105,0.709,2.085
"34",18,"NP",1,6,"F","18_NP_1_6_F_58",0.732,1.16,0.692,2.106
"35",18,"NP",1,6,"F","18_NP_1_6_F_59",0.686,1.008,0.69,1.923
"36",18,"NP",1,6,"F","18_NP_1_6_F_60",0.742,1.123,0.751,2.064
"37",18,"NP",1,6,"F","18_NP_1_6_F_62",0.693,1.049,0.678,1.985
"38",18,"NP",1,6,"F","18_NP_1_6_F_67",0.7,1.069,0.686,2.065
"39",18,"NP",1,6,"F","18_NP_1_6_F_68",0.717,1.043,0.683,2.053
"40",18,"NP",1,6,"F","18_NP_1_6_F_69",0.675,1.023,0.68,1.983
"41",18,"NP",1,6,"F","18_NP_1_6_F_70",0.697,1.02,0.666,2.004
"42",18,"NP",1,6,"F","18_NP_1_6_F_76",0.722,1.084,0.713,2.069
"43",18,"NP",1,6,"F","18_NP_1_6_F_79",0.706,1.071,0.694,2.061
"44",18,"NP",1,6,"F","18_NP_1_6_F_80",0.71,1.078,0.696,2.047
"45",18,"NP",1,6,"F","18_NP_1_6_F_81",0.685,1.043,0.7,2.04
"46",18,"NP",1,6,"F","18_NP_1_6_F_83",0.697,1.075,0.702,1.972
"47",18,"NP",1,6,"F","18_NP_1_6_F_85",0.733,1.089,0.719,2.066
"48",18,"NP",1,6,"F","18_NP_1_6_F_87",0.748,1.154,0.719,2.133
"49",18,"NP",1,6,"F","18_NP_1_6_F_88",0.725,1.048,0.7,1.995
"50",18,"NP",1,6,"F","18_NP_1_6_F_91",0.735,1.068,0.733,2.154
"51",18,"NP",1,6,"F","18_NP_1_6_F_92",0.686,1.023,0.673,2.034
"52",18,"NP",1,6,"F","18_NP_1_6_F_94",0.687,1.04,0.72,1.968
"53",18,"NP",1,6,"F","18_NP_1_6_F_95",0.699,1.053,0.691,2.011
"54",18,"NP",1,6,"F","18_NP_1_6_F_96",0.702,1.01,0.699,1.953
"55",18,"NP",1,6,"F","18_NP_1_6_F_97",0.713,1.08,0.705,2.035
"56",18,"NP",1,6,"F","18_NP_1_6_F_103",0.717,1.066,0.706,2.055
"57",18,"NP",1,6,"F","18_NP_1_6_F_104",0.707,1.045,0.705,2.076
"58",18,"NP",1,6,"F","18_NP_1_6_F_105",0.738,1.116,0.742,2.037
"59",18,"NP",1,6,"F","18_NP_1_6_F_107",0.682,0.96,0.635,1.841
"60",18,"NP",1,6,"F","18_NP_1_6_F_108",0.694,1.035,0.694,2.023
"61",18,"NP",1,6,"F","18_NP_1_6_F_109",0.712,1.096,0.705,2.023
"62",18,"NP",1,6,"F","18_NP_1_6_F_110",0.712,1.08,0.711,2.018
"63",18,"NP",1,6,"F","18_NP_1_6_F_111",0.744,1.105,0.775,2.136
"64",18,"NP",1,6,"F","18_NP_1_6_F_112",0.688,1.014,0.688,1.978
"65",18,"NP",1,6,"F","18_NP_1_6_F_115",0.715,1.085,0.715,2.045
"66",18,"NP",1,6,"F","18_NP_1_6_F_116",0.77,1.116,0.746,2.109
"67",18,"NP",1,6,"F","18_NP_1_6_F_118",0.726,1.064,0.716,2.046
"68",18,"NP",1,6,"M","18_NP_1_6_M_2",0.635,0.93,0.624,1.744
"69",18,"NP",1,6,"M","18_NP_1_6_M_6",0.636,0.928,0.656,1.726
"70",18,"NP",1,6,"M","18_NP_1_6_M_7",0.724,1.084,0.725,2.089
"71",18,"NP",1,6,"M","18_NP_1_6_M_16",0.663,0.909,0.649,1.782
"72",18,"NP",1,6,"M","18_NP_1_6_M_18",0.664,0.909,0.653,1.791
"73",18,"NP",1,6,"M","18_NP_1_6_M_20",0.672,0.936,0.676,1.86
"74",18,"NP",1,6,"M","18_NP_1_6_M_21",0.656,0.934,0.649,1.774
"75",18,"NP",1,6,"M","18_NP_1_6_M_24",0.673,0.972,0.667,1.88
"76",18,"NP",1,6,"M","18_NP_1_6_M_26",0.627,0.925,0.628,1.757
"77",18,"NP",1,6,"M","18_NP_1_6_M_29",0.653,0.875,0.625,1.705
"78",18,"NP",1,6,"M","18_NP_1_6_M_31",0.704,0.969,0.675,1.877
"79",18,"NP",1,6,"M","18_NP_1_6_M_33",0.663,0.947,0.643,1.866
"80",18,"NP",1,6,"M","18_NP_1_6_M_35",0.647,0.935,0.624,1.814
"81",18,"NP",1,6,"M","18_NP_1_6_M_36",0.619,0.861,0.594,1.761
"82",18,"NP",1,6,"M","18_NP_1_6_M_38",0.655,0.935,0.666,1.802
"83",18,"NP",1,6,"M","18_NP_1_6_M_39",0.692,0.893,0.664,1.741
"84",18,"NP",1,6,"M","18_NP_1_6_M_40",0.664,0.953,0.631,1.822
"85",18,"NP",1,6,"M","18_NP_1_6_M_43",0.678,0.955,0.64,1.853
"86",18,"NP",1,6,"M","18_NP_1_6_M_45",0.644,0.912,0.645,1.802
"87",18,"NP",1,6,"M","18_NP_1_6_M_47",0.653,0.94,0.628,1.792
"88",18,"NP",1,6,"M","18_NP_1_6_M_51",0.66,0.918,0.652,2.07
"89",18,"NP",1,6,"M","18_NP_1_6_M_53",0.638,0.928,0.622,1.797
"90",18,"NP",1,6,"M","18_NP_1_6_M_55",0.69,0.977,0.682,1.836
"91",18,"NP",1,6,"M","18_NP_1_6_M_56",0.7,1.015,0.686,1.814
"92",18,"NP",1,6,"M","18_NP_1_6_M_61",0.668,0.921,0.641,1.798
"93",18,"NP",1,6,"M","18_NP_1_6_M_63",0.647,0.937,0.659,1.833
"94",18,"NP",1,6,"M","18_NP_1_6_M_64",0.638,0.942,0.627,1.775
"95",18,"NP",1,6,"M","18_NP_1_6_M_65",0.7,1.008,0.661,1.867
"96",18,"NP",1,6,"M","18_NP_1_6_M_66",0.657,0.913,0.666,1.763
"97",18,"NP",1,6,"M","18_NP_1_6_M_71",0.663,0.944,0.627,1.815
"98",18,"NP",1,6,"M","18_NP_1_6_M_72",0.668,0.958,0.649,1.815
"99",18,"NP",1,6,"M","18_NP_1_6_M_73",0.648,0.917,0.636,1.792
"100",18,"NP",1,6,"M","18_NP_1_6_M_74",0.664,0.992,0.674,1.812
"101",18,"NP",1,6,"M","18_NP_1_6_M_75",0.663,0.933,0.663,1.793
"102",18,"NP",1,6,"M","18_NP_1_6_M_77",0.663,0.943,0.662,1.766
"103",18,"NP",1,6,"M","18_NP_1_6_M_78",0.627,0.92,0.645,1.773
"104",18,"NP",1,6,"M","18_NP_1_6_M_82",0.71,1.055,0.686,1.868
"105",18,"NP",1,6,"M","18_NP_1_6_M_84",0.661,0.953,0.667,1.797
"106",18,"NP",1,6,"M","18_NP_1_6_M_86",0.681,0.941,0.661,1.848
"107",18,"NP",1,6,"M","18_NP_1_6_M_89",0.665,0.932,0.66,1.789
"108",18,"NP",1,6,"M","18_NP_1_6_M_90",0.668,0.924,0.659,1.803
"109",18,"NP",1,6,"M","18_NP_1_6_M_93",0.653,0.932,0.624,1.721
"110",18,"NP",1,6,"M","18_NP_1_6_M_98",0.676,0.954,0.666,1.791
"111",18,"NP",1,6,"M","18_NP_1_6_M_99",0.678,0.989,0.654,1.799
"112",18,"NP",1,6,"M","18_NP_1_6_M_100",0.673,0.964,0.671,1.824
"113",18,"NP",1,6,"M","18_NP_1_6_M_101",0.691,0.986,0.669,1.851
"114",18,"NP",1,6,"M","18_NP_1_6_M_102",0.637,0.925,0.636,1.827
"115",18,"NP",1,6,"M","18_NP_1_6_M_106",0.651,0.905,0.663,1.836
"116",18,"NP",1,6,"M","18_NP_1_6_M_113",0.662,0.932,0.624,1.75
"117",18,"NP",1,6,"M","18_NP_1_6_M_114",0.624,0.906,0.641,1.734
"118",18,"NP",1,6,"M","18_NP_1_6_M_117",0.708,0.988,0.625,1.928
"119",18,"NP",1,6,"M","18_NP_1_6_M_119",0.67,0.948,0.661,1.786
"120",18,"NP",1,6,"M","18_NP_1_6_M_120",0.645,0.982,0.631,1.737
"121",18,"NP",2,6,"F","18_NP_2_6_F_1",0.7,1.051,0.688,2.052
"122",18,"NP",2,6,"F","18_NP_2_6_F_4",0.69,1.006,0.616,1.943
"123",18,"NP",2,6,"F","18_NP_2_6_F_5",0.691,1.03,0.634,1.993
"124",18,"NP",2,6,"F","18_NP_2_6_F_7",0.704,1.044,0.695,2.014
"125",18,"NP",2,6,"F","18_NP_2_6_F_9",0.683,1.008,0.645,1.963
"126",18,"NP",2,6,"F","18_NP_2_6_F_10",0.677,0.988,0.66,1.895
"127",18,"NP",2,6,"F","18_NP_2_6_F_11",0.66,0.962,0.639,1.853
"128",18,"NP",2,6,"F","18_NP_2_6_F_13",0.702,1.084,0.671,2
"129",18,"NP",2,6,"F","18_NP_2_6_F_14",0.65,0.977,0.651,1.821
"130",18,"NP",2,6,"F","18_NP_2_6_F_15",0.69,1.02,0.672,1.945
"131",18,"NP",2,6,"F","18_NP_2_6_F_18",0.679,1.041,0.672,1.985
"132",18,"NP",2,6,"F","18_NP_2_6_F_19",0.71,1.086,0.695,2.019
"133",18,"NP",2,6,"F","18_NP_2_6_F_21",0.718,1.061,0.712,2.105
"134",18,"NP",2,6,"F","18_NP_2_6_F_22",0.632,0.973,0.643,1.895
"135",18,"NP",2,6,"F","18_NP_2_6_F_23",0.682,0.99,0.653,1.944
"136",18,"NP",2,6,"F","18_NP_2_6_F_25",0.688,1.047,0.665,1.959
"137",18,"NP",2,6,"F","18_NP_2_6_F_26",0.693,1.052,0.663,1.975
"138",18,"NP",2,6,"F","18_NP_2_6_F_28",0.696,1.068,0.64,2.011
"139",18,"NP",2,6,"F","18_NP_2_6_F_29",0.708,1.02,0.698,2.006
"140",18,"NP",2,6,"F","18_NP_2_6_F_30",0.7,1.088,0.672,2.008
"141",18,"NP",2,6,"F","18_NP_2_6_F_32",0.716,1.065,0.701,2.016
"142",18,"NP",2,6,"F","18_NP_2_6_F_33",0.68,1.035,0.682,1.919
"143",18,"NP",2,6,"F","18_NP_2_6_F_36",0.658,1.03,0.687,1.913
"144",18,"NP",2,6,"F","18_NP_2_6_F_40",0.67,1.037,0.652,1.938
"145",18,"NP",2,6,"F","18_NP_2_6_F_41",0.705,1.057,0.68,1.984
"146",18,"NP",2,6,"F","18_NP_2_6_F_43",0.737,1.122,0.726,2.113
"147",18,"NP",2,6,"F","18_NP_2_6_F_44",0.709,1.059,0.691,2.057
"148",18,"NP",2,6,"F","18_NP_2_6_F_45",0.684,1.029,0.644,1.987
"149",18,"NP",2,6,"F","18_NP_2_6_F_46",0.714,1.083,0.686,2.092
"150",18,"NP",2,6,"F","18_NP_2_6_F_47",0.683,1.002,0.694,1.945
"151",18,"NP",2,6,"F","18_NP_2_6_F_48",0.684,1.033,0.669,1.97
"152",18,"NP",2,6,"F","18_NP_2_6_F_50",0.688,1.063,0.708,2.023
"153",18,"NP",2,6,"F","18_NP_2_6_F_53",0.651,0.964,0.622,1.868
"154",18,"NP",2,6,"F","18_NP_2_6_F_54",0.671,0.998,0.624,1.907
"155",18,"NP",2,6,"F","18_NP_2_6_F_55",0.685,1.015,0.665,1.901
"156",18,"NP",2,6,"F","18_NP_2_6_F_58",0.711,1.087,0.713,2.018
"157",18,"NP",2,6,"F","18_NP_2_6_F_60",0.671,1.016,0.648,1.946
"158",18,"NP",2,6,"F","18_NP_2_6_F_62",0.726,1.079,0.677,2.058
"159",18,"NP",2,6,"F","18_NP_2_6_F_64",0.65,0.988,0.645,2.003
"160",18,"NP",2,6,"F","18_NP_2_6_F_65",0.675,1.09,0.646,1.923
"161",18,"NP",2,6,"F","18_NP_2_6_F_66",0.688,1.032,0.636,1.98
"162",18,"NP",2,6,"F","18_NP_2_6_F_70",0.676,0.992,0.665,1.931
"163",18,"NP",2,6,"F","18_NP_2_6_F_71",0.683,1.012,0.664,1.946
"164",18,"NP",2,6,"F","18_NP_2_6_F_74",0.655,0.997,0.645,1.93
"165",18,"NP",2,6,"F","18_NP_2_6_F_75",0.698,1.083,0.666,1.994
"166",18,"NP",2,6,"F","18_NP_2_6_F_76",0.677,1.045,0.663,1.961
"167",18,"NP",2,6,"F","18_NP_2_6_F_78",0.712,1.097,0.708,2.042
"168",18,"NP",2,6,"F","18_NP_2_6_F_80",0.685,1.06,0.682,1.927
"169",18,"NP",2,6,"F","18_NP_2_6_F_82",0.675,1.029,0.662,1.91
"170",18,"NP",2,6,"F","18_NP_2_6_F_84",0.727,1.025,0.699,1.908
"171",18,"NP",2,6,"F","18_NP_2_6_F_86",0.705,1.052,0.663,2.041
"172",18,"NP",2,6,"F","18_NP_2_6_F_88",0.723,1.085,0.724,2.035
"173",18,"NP",2,6,"F","18_NP_2_6_F_89",0.669,0.996,0.653,NA
"174",18,"NP",2,6,"F","18_NP_2_6_F_91",0.699,1.053,0.686,2.013
"175",18,"NP",2,6,"F","18_NP_2_6_F_92",0.666,1.016,0.647,1.844
"176",18,"NP",2,6,"F","18_NP_2_6_F_93",0.673,1.018,0.66,1.932
"177",18,"NP",2,6,"F","18_NP_2_6_F_94",0.665,0.961,0.648,1.931
"178",18,"NP",2,6,"F","18_NP_2_6_F_95",0.692,1.032,0.659,1.959
"179",18,"NP",2,6,"F","18_NP_2_6_F_96",0.702,1.06,0.695,2.02
"180",18,"NP",2,6,"F","18_NP_2_6_F_97",0.683,1.029,0.664,1.939
"181",18,"NP",2,6,"F","18_NP_2_6_F_99",0.687,1.023,0.672,2.017
"182",18,"NP",2,6,"F","18_NP_2_6_F_103",0.679,1.034,0.672,1.963
"183",18,"NP",2,6,"F","18_NP_2_6_F_108",0.694,1.045,0.665,1.934
"184",18,"NP",2,6,"F","18_NP_2_6_F_110",0.696,1.079,0.685,2.003
"185",18,"NP",2,6,"F","18_NP_2_6_F_111",0.694,1.034,0.679,1.994
"186",18,"NP",2,6,"F","18_NP_2_6_F_112",0.688,1.031,0.662,1.979
"187",18,"NP",2,6,"F","18_NP_2_6_F_113",0.69,1.008,0.67,1.946
"188",18,"NP",2,6,"F","18_NP_2_6_F_114",0.712,1.058,0.709,2.1
"189",18,"NP",2,6,"F","18_NP_2_6_F_115",0.686,1.051,0.656,1.953
"190",18,"NP",2,6,"M","18_NP_2_6_M_2",0.606,0.91,0.605,1.728
"191",18,"NP",2,6,"M","18_NP_2_6_M_3",0.655,0.928,0.647,1.749
"192",18,"NP",2,6,"M","18_NP_2_6_M_6",0.678,0.963,0.637,1.785
"193",18,"NP",2,6,"M","18_NP_2_6_M_8",0.597,0.837,0.604,1.599
"194",18,"NP",2,6,"M","18_NP_2_6_M_12",0.638,0.926,0.621,1.742
"195",18,"NP",2,6,"M","18_NP_2_6_M_16",0.668,0.916,0.653,1.791
"196",18,"NP",2,6,"M","18_NP_2_6_M_17",0.642,0.905,0.646,1.832
"197",18,"NP",2,6,"M","18_NP_2_6_M_20",0.608,0.879,0.615,1.72
"198",18,"NP",2,6,"M","18_NP_2_6_M_24",0.661,0.902,0.633,1.663
"199",18,"NP",2,6,"M","18_NP_2_6_M_27",0.678,0.941,0.657,1.784
"200",18,"NP",2,6,"M","18_NP_2_6_M_31",0.673,0.912,0.613,1.722
"201",18,"NP",2,6,"M","18_NP_2_6_M_34",0.644,0.925,0.599,1.779
"202",18,"NP",2,6,"M","18_NP_2_6_M_35",0.677,0.961,0.675,1.814
"203",18,"NP",2,6,"M","18_NP_2_6_M_37",0.681,0.944,0.666,1.803
"204",18,"NP",2,6,"M","18_NP_2_6_M_38",0.667,0.936,0.65,1.76
"205",18,"NP",2,6,"M","18_NP_2_6_M_39",0.616,0.84,0.608,1.687
"206",18,"NP",2,6,"M","18_NP_2_6_M_42",0.668,0.903,0.665,1.73
"207",18,"NP",2,6,"M","18_NP_2_6_M_49",0.667,0.963,0.646,1.81
"208",18,"NP",2,6,"M","18_NP_2_6_M_51",0.63,0.913,0.603,1.694
"209",18,"NP",2,6,"M","18_NP_2_6_M_52",0.7,0.974,0.689,1.911
"210",18,"NP",2,6,"M","18_NP_2_6_M_56",0.67,0.964,0.642,1.796
"211",18,"NP",2,6,"M","18_NP_2_6_M_57",0.681,0.997,0.665,1.759
"212",18,"NP",2,6,"M","18_NP_2_6_M_59",0.681,0.941,0.659,1.756
"213",18,"NP",2,6,"M","18_NP_2_6_M_61",0.642,0.914,0.627,1.692
"214",18,"NP",2,6,"M","18_NP_2_6_M_63",0.675,0.928,0.655,1.766
"215",18,"NP",2,6,"M","18_NP_2_6_M_67",0.675,0.949,0.62,1.778
"216",18,"NP",2,6,"M","18_NP_2_6_M_68",0.686,0.983,0.649,1.816
"217",18,"NP",2,6,"M","18_NP_2_6_M_69",0.683,1.009,0.677,1.851
"218",18,"NP",2,6,"M","18_NP_2_6_M_72",0.608,0.844,0.539,1.554
"219",18,"NP",2,6,"M","18_NP_2_6_M_73",0.623,0.873,0.627,1.678
"220",18,"NP",2,6,"M","18_NP_2_6_M_77",0.675,0.96,0.651,1.867
"221",18,"NP",2,6,"M","18_NP_2_6_M_79",0.682,0.939,0.658,1.776
"222",18,"NP",2,6,"M","18_NP_2_6_M_81",0.623,0.868,0.611,1.691
"223",18,"NP",2,6,"M","18_NP_2_6_M_83",0.652,0.949,0.636,1.803
"224",18,"NP",2,6,"M","18_NP_2_6_M_85",0.661,0.92,0.657,1.756
"225",18,"NP",2,6,"M","18_NP_2_6_M_87",0.587,0.832,0.591,1.616
"226",18,"NP",2,6,"M","18_NP_2_6_M_90",0.654,0.969,0.653,1.804
"227",18,"NP",2,6,"M","18_NP_2_6_M_98",0.661,0.914,0.672,1.777
"228",18,"NP",2,6,"M","18_NP_2_6_M_100",0.69,1.015,0.682,1.829
"229",18,"NP",2,6,"M","18_NP_2_6_M_101",0.661,0.937,0.652,1.823
"230",18,"NP",2,6,"M","18_NP_2_6_M_102",0.718,1.004,0.698,1.918
"231",18,"NP",2,6,"M","18_NP_2_6_M_104",0.634,0.968,0.62,1.702
"232",18,"NP",2,6,"M","18_NP_2_6_M_105",0.634,0.908,0.654,1.725
"233",18,"NP",2,6,"M","18_NP_2_6_M_106",0.642,0.871,0.63,1.736
"234",18,"NP",2,6,"M","18_NP_2_6_M_107",0.66,0.935,0.618,1.813
"235",18,"NP",2,6,"M","18_NP_2_6_M_109",0.652,0.867,0.628,1.778
"236",18,"NP",3,2,"F","18_NP_3_2_F_2",0.656,1.026,0.674,1.963
"237",18,"NP",3,2,"M","18_NP_3_2_M_1",0.655,0.96,0.657,1.885
"238",18,"NP",3,6,"F","18_NP_3_6_F_1",0.743,1.076,0.728,2.06
"239",18,"NP",3,6,"F","18_NP_3_6_F_2",0.713,1.053,0.717,2.018
"240",18,"NP",3,6,"F","18_NP_3_6_F_3",0.666,1.035,0.667,1.901
"241",18,"NP",3,6,"F","18_NP_3_6_F_4",0.718,1.067,0.732,2.071
"242",18,"NP",3,6,"F","18_NP_3_6_F_5",0.732,1.13,0.731,2.014
"243",18,"NP",3,6,"F","18_NP_3_6_F_7",0.678,0.989,0.676,1.938
"244",18,"NP",3,6,"F","18_NP_3_6_F_8",0.698,1.076,0.705,2.023
"245",18,"NP",3,6,"F","18_NP_3_6_F_11",0.73,1.095,0.737,2.033
"246",18,"NP",3,6,"F","18_NP_3_6_F_14",0.695,1.066,0.702,2.008
"247",18,"NP",3,6,"F","18_NP_3_6_F_18",0.693,1.015,0.711,1.991
"248",18,"NP",3,6,"F","18_NP_3_6_F_19",0.689,1.052,0.699,1.995
"249",18,"NP",3,6,"F","18_NP_3_6_F_20",0.741,1.122,0.746,2.054
"250",18,"NP",3,6,"F","18_NP_3_6_F_22",0.719,1.074,0.728,2.047
"251",18,"NP",3,6,"F","18_NP_3_6_F_24",0.694,1.063,0.689,2.028
"252",18,"NP",3,6,"F","18_NP_3_6_F_27",0.73,1.122,0.763,2.077
"253",18,"NP",3,6,"F","18_NP_3_6_F_28",0.705,1.049,0.686,2.065
"254",18,"NP",3,6,"F","18_NP_3_6_F_29",0.66,0.98,0.668,1.906
"255",18,"NP",3,6,"F","18_NP_3_6_F_30",0.73,1.088,0.724,2.055
"256",18,"NP",3,6,"F","18_NP_3_6_F_32",0.694,1.044,0.666,1.931
"257",18,"NP",3,6,"F","18_NP_3_6_F_33",0.695,1.069,0.72,2.026
"258",18,"NP",3,6,"F","18_NP_3_6_F_37",0.674,1.001,0.658,1.939
"259",18,"NP",3,6,"F","18_NP_3_6_F_38",0.675,1.018,0.658,1.921
"260",18,"NP",3,6,"F","18_NP_3_6_F_39",0.705,1.059,0.709,2.012
"261",18,"NP",3,6,"F","18_NP_3_6_F_40",0.733,1.099,0.74,2.111
"262",18,"NP",3,6,"F","18_NP_3_6_F_41",0.692,1.038,0.712,2.041
"263",18,"NP",3,6,"F","18_NP_3_6_F_44",0.696,1.08,0.676,2.012
"264",18,"NP",3,6,"F","18_NP_3_6_F_45",0.69,1.021,0.689,1.908
"265",18,"NP",3,6,"F","18_NP_3_6_F_46",0.696,1.109,0.718,1.983
"266",18,"NP",3,6,"F","18_NP_3_6_F_49",0.728,1.133,0.733,2.076
"267",18,"NP",3,6,"F","18_NP_3_6_F_51",0.679,1.027,0.667,1.92
"268",18,"NP",3,6,"F","18_NP_3_6_F_53",0.685,1.042,0.678,1.957
"269",18,"NP",3,6,"F","18_NP_3_6_F_55",0.692,1.026,0.704,2.03
"270",18,"NP",3,6,"F","18_NP_3_6_F_56",0.711,1.02,0.722,2.093
"271",18,"NP",3,6,"F","18_NP_3_6_F_57",0.739,1.057,0.736,2.053
"272",18,"NP",3,6,"F","18_NP_3_6_F_58",0.727,1.121,0.724,2.057
"273",18,"NP",3,6,"F","18_NP_3_6_F_60",0.696,1.078,0.709,1.97
"274",18,"NP",3,6,"F","18_NP_3_6_F_61",0.693,0.988,0.668,1.901
"275",18,"NP",3,6,"F","18_NP_3_6_F_63",0.717,1.033,0.716,2.066
"276",18,"NP",3,6,"F","18_NP_3_6_F_65",0.669,1.018,0.686,1.931
"277",18,"NP",3,6,"F","18_NP_3_6_F_66",0.697,0.972,0.7,1.96
"278",18,"NP",3,6,"F","18_NP_3_6_F_67",0.678,1.05,0.689,1.972
"279",18,"NP",3,6,"F","18_NP_3_6_F_68",0.72,1.115,0.731,2.081
"280",18,"NP",3,6,"F","18_NP_3_6_F_69",0.711,1.042,0.711,2.007
"281",18,"NP",3,6,"F","18_NP_3_6_F_72",0.747,1.204,0.758,2.15
"282",18,"NP",3,6,"F","18_NP_3_6_F_73",0.708,1.037,0.712,2.013
"283",18,"NP",3,6,"F","18_NP_3_6_F_75",0.688,1.079,0.688,1.937
"284",18,"NP",3,6,"F","18_NP_3_6_F_76",0.703,1.079,0.723,2.03
"285",18,"NP",3,6,"F","18_NP_3_6_F_78",0.669,1.027,0.686,1.918
"286",18,"NP",3,6,"F","18_NP_3_6_F_82",0.683,1.01,0.699,1.916
"287",18,"NP",3,6,"F","18_NP_3_6_F_83",0.68,1.029,0.7,1.934
"288",18,"NP",3,6,"F","18_NP_3_6_F_86",0.686,1.038,0.703,1.971
"289",18,"NP",3,6,"F","18_NP_3_6_F_88",0.709,1.009,0.685,1.958
"290",18,"NP",3,6,"F","18_NP_3_6_F_89",0.714,1.074,0.702,2.042
"291",18,"NP",3,6,"F","18_NP_3_6_F_92",0.697,1.03,0.69,2.012
"292",18,"NP",3,6,"F","18_NP_3_6_F_95",0.703,1.06,0.695,1.971
"293",18,"NP",3,6,"F","18_NP_3_6_F_97",0.688,1.07,0.709,1.982
"294",18,"NP",3,6,"F","18_NP_3_6_F_98",0.71,1.055,0.701,1.999
"295",18,"NP",3,6,"F","18_NP_3_6_F_100",0.707,1.049,0.674,1.959
"296",18,"NP",3,6,"F","18_NP_3_6_F_102",0.694,1.037,0.695,1.969
"297",18,"NP",3,6,"F","18_NP_3_6_F_103",0.716,1.098,0.741,2.067
"298",18,"NP",3,6,"F","18_NP_3_6_F_104",0.731,1.094,0.697,1.986
"299",18,"NP",3,6,"F","18_NP_3_6_F_107",0.667,1.053,0.676,1.964
"300",18,"NP",3,6,"F","18_NP_3_6_F_109",0.688,1.088,0.734,2.041
"301",18,"NP",3,6,"F","18_NP_3_6_F_112",0.717,1.009,0.715,2.021
"302",18,"NP",3,6,"F","18_NP_3_6_F_113",0.705,1.078,0.713,2.023
"303",18,"NP",3,6,"M","18_NP_3_6_M_6",0.687,1.042,0.712,1.861
"304",18,"NP",3,6,"M","18_NP_3_6_M_9",0.696,1.014,0.661,1.849
"305",18,"NP",3,6,"M","18_NP_3_6_M_10",0.676,0.953,0.664,1.788
"306",18,"NP",3,6,"M","18_NP_3_6_M_12",0.678,0.962,0.695,1.876
"307",18,"NP",3,6,"M","18_NP_3_6_M_13",0.643,0.918,0.647,1.819
"308",18,"NP",3,6,"M","18_NP_3_6_M_15",0.654,0.923,0.654,1.776
"309",18,"NP",3,6,"M","18_NP_3_6_M_16",0.609,0.857,0.608,1.599
"310",18,"NP",3,6,"M","18_NP_3_6_M_17",0.654,0.929,0.659,1.705
