Slice,Count,TotalArea,AverageSize,AreaPerc,Mean,Block
sd[1]_DGRP235_R1_24_13-1.tif,1,164210,164210,20.962,255,B2
sd[1]_DGRP235_R1_24_14-1.tif,1,164236,164236,20.966,255,B2
sd[1]_DGRP235_R1_24_15-1.tif,1,200768,200768,25.629,255,B2
sd[1]_DGRP235_R1_24_16-1.tif,1,200711,200711,25.622,255,B2
sd[1]_DGRP235_R1_24_17-1.tif,1,157480,157480,20.103,255,B2
sd[1]_DGRP301_R1_24_01-1.tif,1,258671,258671,33.021,255,B2
sd[1]_DGRP301_R1_24_02-1.tif,1,285155,285155,36.402,255,B2
sd[1]_DGRP301_R1_24_03-1.tif,1,206149,206149,26.316,255,B2
sd[1]_DGRP301_R1_24_04-1.tif,1,256512,256512,32.745,255,B2
sd[1]_DGRP301_R1_24_05-1.tif,1,258867,258867,33.046,255,B2
sd[1]_DGRP301_R1_24_06-1.tif,1,285000,285000,36.382,255,B2
sd[1]_DGRP301_R1_24_07-1.tif,1,282383,282383,36.048,255,B2
sd[1]_DGRP301_R1_24_08-1.tif,1,287614,287614,36.715,255,B2
sd[1]_DGRP301_R1_24_09-1.tif,1,245586,245586,31.35,255,B2
sd[1]_DGRP301_R1_24_10-1.tif,1,270528,270528,34.534,255,B2
sd[1]_DGRP301_R1_24_11-1.tif,1,319013,319013,40.724,255,B2
sd[1]_DGRP301_R1_24_12-1.tif,1,212966,212966,27.186,255,B2
sd[1]_DGRP301_R1_24_13-1.tif,1,249565,249565,31.858,255,B2
sd[1]_DGRP301_R1_24_14-1.tif,1,195639,195639,24.974,255,B2
sd[1]_DGRP301_R1_24_15-1.tif,1,229680,229680,29.32,255,B2
sd[1]_DGRP301_R1_24_16-1.tif,1,246763,246763,31.501,255,B2
sd[1]_DGRP301_R1_24_18-1.tif,1,209835,209835,26.787,255,B2
sd[1]_DGRP301_R1_24_19-1.tif,1,309767,309767,39.543,255,B2
sd[1]_DGRP301_R1_24_20-1.tif,1,292957,292957,37.397,255,B2
sd[1]_DGRP307_R1_24_01-1.tif,1,253163,253163,32.318,255,B2
sd[1]_DGRP307_R1_24_02-1.tif,1,310140,310140,39.591,255,B2
sd[1]_DGRP307_R1_24_03-1.tif,1,242597,242597,30.969,255,B2
sd[1]_DGRP307_R1_24_04-1.tif,1,255244,255244,32.583,255,B2
sd[1]_DGRP307_R1_24_05-1.tif,1,292664,292664,37.36,255,B2
sd[1]_DGRP307_R1_24_06-1.tif,1,338556,338556,43.218,255,B2
sd[1]_DGRP307_R1_24_07-1.tif,1,231463,231463,29.547,255,B2
sd[1]_DGRP307_R1_24_08-1.tif,1,326793,326793,41.717,255,B2
sd[1]_DGRP307_R1_24_09-1.tif,1,305119,305119,38.95,255,B2
sd[1]_DGRP307_R1_24_10-1.tif,1,312436,312436,39.884,255,B2
sd[1]_DGRP307_R1_24_11-1.tif,1,304337,304337,38.85,255,B2
sd[1]_DGRP307_R1_24_12-1.tif,1,268282,268282,34.248,255,B2
sd[1]_DGRP307_R1_24_13-1.tif,1,328622,328622,41.95,255,B2
sd[1]_DGRP307_R1_24_14-1.tif,1,330827,330827,42.232,255,B2
sd[1]_DGRP307_R1_24_15-1.tif,1,290895,290895,37.134,255,B2
sd[1]_DGRP307_R1_24_16-1.tif,1,325000,325000,41.488,255,B2
sd[1]_DGRP307_R1_24_17-1.tif,1,307545,307545,39.26,255,B2
sd[1]_DGRP307_R1_24_18-1.tif,1,336003,336003,42.893,255,B2
sd[1]_DGRP307_R1_24_19-1.tif,1,224406,224406,28.647,255,B2
sd[1]_DGRP307_R1_24_20-1.tif,1,332831,332831,42.488,255,B2
sd[1]_DGRP315_R1_24_01-1.tif,1,290275,290275,37.055,255,B2
sd[1]_DGRP315_R1_24_02-1.tif,1,213928,213928,27.309,255,B2
sd[1]_DGRP315_R1_24_03-1.tif,1,298549,298549,38.111,255,B2
sd[1]_DGRP315_R1_24_04-1.tif,1,326460,326460,41.674,255,B2
sd[1]_DGRP315_R1_24_05-1.tif,1,306974,306974,39.187,255,B2
sd[1]_DGRP315_R1_24_06-1.tif,1,247760,247760,31.628,255,B2
sd[1]_DGRP315_R1_24_07-1.tif,1,300123,300123,38.312,255,B2
sd[1]_DGRP315_R1_24_08-1.tif,1,302447,302447,38.609,255,B2
sd[1]_DGRP315_R1_24_09-1.tif,1,268786,268786,34.312,255,B2
sd[1]_DGRP315_R1_24_10-1.tif,1,333079,333079,42.519,255,B2
sd[1]_DGRP315_R1_24_11-1.tif,1,226118,226118,28.865,255,B2
sd[1]_DGRP315_R1_24_12-1.tif,1,303100,303100,38.692,255,B2
sd[1]_DGRP315_R1_24_13-1.tif,1,303630,303630,38.76,255,B2
sd[1]_DGRP315_R1_24_14-1.tif,1,309113,309113,39.46,255,B2
sd[1]_DGRP315_R1_24_15-1.tif,1,276427,276427,35.287,255,B2
sd[1]_DGRP315_R1_24_16-1.tif,1,263440,263440,33.629,255,B2
sd[1]_DGRP315_R1_24_17-1.tif,1,268305,268305,34.251,255,B2
sd[1]_DGRP315_R1_24_18-1.tif,1,300684,300684,38.384,255,B2
sd[1]_DGRP315_R1_24_19-1.tif,1,326163,326163,41.636,255,B2
sd[1]_DGRP315_R1_24_20-1.tif,1,285701,285701,36.471,255,B2
sd[1]_DGRP345_R1_24_01-1.tif,1,310222,310222,39.601,255,B2
sd[1]_DGRP345_R1_24_02-1.tif,1,262371,262371,33.493,255,B2
sd[1]_DGRP345_R1_24_03-1.tif,1,267893,267893,34.198,255,B2
sd[1]_DGRP345_R1_24_04-1.tif,1,304880,304880,38.92,255,B2
sd[1]_DGRP345_R1_24_05-1.tif,1,273220,273220,34.878,255,B2
sd[1]_DGRP345_R1_24_06-1.tif,1,310760,310760,39.67,255,B2
sd[1]_DGRP345_R1_24_07-1.tif,1,323905,323905,41.348,255,B2
sd[1]_DGRP345_R1_24_08-1.tif,1,320750,320750,40.945,255,B2
sd[1]_DGRP345_R1_24_09-1.tif,1,328189,328189,41.895,255,B2
sd[1]_DGRP345_R1_24_10-1.tif,1,269005,269005,34.34,255,B2
sd[1]_DGRP345_R1_24_11-1.tif,1,263581,263581,33.647,255,B2
sd[1]_DGRP345_R1_24_12-1.tif,1,229354,229354,29.278,255,B2
sd[1]_DGRP345_R1_24_13-1.tif,1,334343,334343,42.681,255,B2
sd[1]_DGRP345_R1_24_14-1.tif,1,290585,290585,37.095,255,B2
sd[1]_DGRP345_R1_24_15-1.tif,1,315865,315865,40.322,255,B2
sd[1]_DGRP345_R1_24_16-1.tif,1,302143,302143,38.57,255,B2
sd[1]_DGRP345_R1_24_17-1.tif,1,222054,222054,28.346,255,B2
sd[1]_DGRP345_R1_24_18-1.tif,1,198586,198586,25.351,255,B2
sd[1]_DGRP345_R1_24_19-1.tif,1,250802,250802,32.016,255,B2
sd[1]_DGRP364_R1_24_01-1.tif,1,204648,204648,26.124,255,B2
sd[1]_DGRP364_R1_24_02-1.tif,1,253263,253263,32.33,255,B2
sd[1]_DGRP364_R1_24_03-1.tif,1,320791,320791,40.951,255,B2
sd[1]_DGRP364_R1_24_04-1.tif,1,228960,228960,29.228,255,B2
sd[1]_DGRP364_R1_24_05-1.tif,1,267657,267657,34.168,255,B2
sd[1]_DGRP364_R1_24_06-1.tif,1,169876,169876,21.686,255,B2
sd[1]_DGRP364_R1_24_07-1.tif,1,229188,229188,29.257,255,B2
sd[1]_DGRP364_R1_24_08-1.tif,1,321002,321002,40.978,255,B2
sd[1]_DGRP364_R1_24_09-1.tif,1,253863,253863,32.407,255,B2
sd[1]_DGRP364_R1_24_10-1.tif,1,204193,204193,26.066,255,B2
sd[1]_DGRP364_R1_24_11-1.tif,1,323796,323796,41.334,255,B2
sd[1]_DGRP364_R1_24_12-1.tif,1,216895,216895,27.688,255,B2
sd[1]_DGRP364_R1_24_13-1.tif,1,201628,201628,25.739,255,B2
sd[1]_DGRP364_R1_24_14-1.tif,1,212963,212963,27.186,255,B2
sd[1]_DGRP364_R1_24_15-1.tif,1,207703,207703,26.514,255,B2
sd[1]_DGRP364_R1_24_16-1.tif,1,266833,266833,34.063,255,B2
sd[1]_DGRP364_R1_24_17-1.tif,1,200799,200799,25.633,255,B2
sd[1]_DGRP364_R1_24_18-1.tif,1,206173,206173,26.319,255,B2
sd[1]_DGRP364_R1_24_19-1.tif,1,261590,261590,33.393,255,B2
sd[1]_DGRP364_R1_24_20-1.tif,1,227405,227405,29.029,255,B2
sd[1]_DGRP367_R1_24_01-1.tif,1,305939,305939,39.055,255,B2
sd[1]_DGRP367_R1_24_02-1.tif,1,340928,340928,43.521,255,B2
sd[1]_DGRP367_R1_24_03-1.tif,1,297121,297121,37.929,255,B2
sd[1]_DGRP367_R1_24_04-1.tif,1,321527,321527,41.045,255,B2
sd[1]_DGRP367_R1_24_05-1.tif,1,316284,316284,40.375,255,B2
sd[1]_DGRP367_R1_24_06-1.tif,1,275080,275080,35.115,255,B2
sd[1]_DGRP367_R1_24_07-1.tif,1,326377,326377,41.664,255,B2
sd[1]_DGRP367_R1_24_08-1.tif,1,322925,322925,41.223,255,B2
sd[1]_DGRP367_R1_24_09-1.tif,1,284508,284508,36.319,255,B2
sd[1]_DGRP367_R1_24_10-1.tif,1,340121,340121,43.418,255,B2
sd[1]_DGRP367_R1_24_11-1.tif,1,307447,307447,39.247,255,B2
sd[1]_DGRP367_R1_24_12-1.tif,1,308659,308659,39.402,255,B2
sd[1]_DGRP367_R1_24_13-1.tif,1,303890,303890,38.793,255,B2
sd[1]_DGRP367_R1_24_14-1.tif,1,245424,245424,31.33,255,B2
sd[1]_DGRP367_R1_24_15-1.tif,1,328912,328912,41.987,255,B2
sd[1]_DGRP367_R1_24_16-1.tif,1,266899,266899,34.071,255,B2
sd[1]_DGRP367_R1_24_17-1.tif,1,304103,304103,38.82,255,B2
sd[1]_DGRP367_R1_24_18-1.tif,1,330733,330733,42.22,255,B2
sd[1]_DGRP367_R1_24_19-1.tif,1,290857,290857,37.129,255,B2
sd[1]_DGRP367_R1_24_20-1.tif,1,321999,321999,41.105,255,B2
sd[1]_DGRP375_R1_24_01-1.tif,1,270079,270079,34.477,255,B2
sd[1]_DGRP375_R1_24_02-1.tif,1,369797,369797,47.207,255,B2
sd[1]_DGRP375_R1_24_03-1.tif,1,262483,262483,33.507,255,B2
sd[1]_DGRP375_R1_24_04-1.tif,1,352542,352542,45.004,255,B2
sd[1]_DGRP375_R1_24_05-1.tif,1,252255,252255,32.202,255,B2
sd[1]_DGRP375_R1_24_06-1.tif,1,351789,351789,44.908,255,B2
sd[1]_DGRP375_R1_24_07-1.tif,1,282498,282498,36.062,255,B2
sd[1]_DGRP375_R1_24_08-1.tif,1,213774,213774,27.289,255,B2
sd[1]_DGRP375_R1_24_09-1.tif,1,345235,345235,44.071,255,B2
sd[1]_DGRP375_R1_24_10-1.tif,1,272935,272935,34.842,255,B2
sd[1]_DGRP375_R1_24_11-1.tif,1,271803,271803,34.697,255,B2
sd[1]_DGRP375_R1_24_12-1.tif,1,281594,281594,35.947,255,B2
sd[1]_DGRP375_R1_24_13-1.tif,1,335592,335592,42.84,255,B2
sd[1]_DGRP375_R1_24_14-1.tif,1,287133,287133,36.654,255,B2
sd[1]_DGRP375_R1_24_15-1.tif,1,286791,286791,36.61,255,B2
sd[1]_DGRP375_R1_24_16-1.tif,1,351001,351001,44.807,255,B2
sd[1]_DGRP375_R1_24_17-1.tif,1,272295,272295,34.76,255,B2
sd[1]_DGRP375_R1_24_18-1.tif,1,197772,197772,25.247,255,B2
sd[1]_DGRP375_R1_24_19-1.tif,1,338114,338114,43.162,255,B2
sd[1]_DGRP375_R1_24_20-1.tif,1,324387,324387,41.41,255,B2
sd[1]_DGRP390_R1_24_01-1.tif,1,260824,260824,33.296,255,B2
sd[1]_DGRP390_R1_24_02-1.tif,1,309107,309107,39.459,255,B2
sd[1]_DGRP390_R1_24_03-1.tif,1,322952,322952,41.227,255,B2
sd[1]_DGRP390_R1_24_04-1.tif,1,261671,261671,33.404,255,B2
sd[1]_DGRP390_R1_24_05-1.tif,1,282951,282951,36.12,255,B2
sd[1]_DGRP390_R1_24_06-1.tif,1,210234,210234,26.837,255,B2
sd[1]_DGRP390_R1_24_07-1.tif,1,223291,223291,28.504,255,B2
sd[1]_DGRP390_R1_24_08-1.tif,1,278784,278784,35.588,255,B2
sd[1]_DGRP390_R1_24_09-1.tif,1,249955,249955,31.908,255,B2
sd[1]_DGRP390_R1_24_10-1.tif,1,243041,243041,31.025,255,B2
sd[1]_DGRP390_R1_24_11-1.tif,1,246142,246142,31.421,255,B2
sd[1]_DGRP390_R1_24_12-1.tif,1,232225,232225,29.645,255,B2
sd[1]_DGRP390_R1_24_13-1.tif,1,186814,186814,23.848,255,B2
sd[1]_DGRP390_R1_24_14-1.tif,1,208553,208553,26.623,255,B2
sd[1]_DGRP390_R1_24_15-1.tif,1,298567,298567,38.114,255,B2
sd[1]_DGRP390_R1_24_16-1.tif,1,321941,321941,41.097,255,B2
sd[1]_DGRP390_R1_24_17-1.tif,1,193243,193243,24.668,255,B2
sd[1]_DGRP390_R1_24_18-1.tif,1,259497,259497,33.126,255,B2
sd[1]_DGRP390_R1_24_19-1.tif,1,251225,251225,32.07,255,B2
sd[1]_DGRP390_R1_24_20-1.tif,1,264975,264975,33.825,255,B2
sd[1]_DGRP427_R1_24_01-1.tif,1,327068,327068,41.752,255,B2
sd[1]_DGRP427_R1_24_02-1.tif,1,283643,283643,36.209,255,B2
sd[1]_DGRP427_R1_24_03-1.tif,1,334214,334214,42.664,255,B2
sd[1]_DGRP427_R1_24_04-1.tif,1,290352,290352,37.065,255,B2
sd[1]_DGRP427_R1_24_05-1.tif,1,328041,328041,41.876,255,B2
sd[1]_DGRP427_R1_24_06-1.tif,1,363606,363606,46.416,255,B2
sd[1]_DGRP427_R1_24_07-1.tif,1,307837,307837,39.297,255,B2
sd[1]_DGRP427_R1_24_08-1.tif,1,334694,334694,42.725,255,B2
sd[1]_DGRP427_R1_24_09-1.tif,1,340962,340962,43.526,255,B2
sd[1]_DGRP427_R1_24_10-1.tif,1,322028,322028,41.109,255,B2
sd[1]_DGRP427_R1_24_11-1.tif,1,265595,265595,33.905,255,B2
sd[1]_DGRP427_R1_24_12-1.tif,1,259451,259451,33.12,255,B2
sd[1]_DGRP427_R1_24_13-1.tif,1,320174,320174,40.872,255,B2
sd[1]_DGRP427_R1_24_14-1.tif,1,270586,270586,34.542,255,B2
sd[1]_DGRP427_R1_24_15-1.tif,1,324967,324967,41.484,255,B2
sd[1]_DGRP427_R1_24_16-1.tif,1,291800,291800,37.25,255,B2
sd[1]_DGRP427_R1_24_17-1.tif,1,286104,286104,36.523,255,B2
sd[1]_DGRP427_R1_24_18-1.tif,1,215367,215367,27.493,255,B2
sd[1]_DGRP427_R1_24_19-1.tif,1,298758,298758,38.138,255,B2
sd[1]_DGRP427_R1_24_20-1.tif,1,329237,329237,42.029,255,B2
sd[1]_DGRP437_R1_24_01-1.tif,1,275450,275450,35.163,255,B2
sd[1]_DGRP437_R1_24_02-1.tif,1,294337,294337,37.574,255,B2
sd[1]_DGRP437_R1_24_03-1.tif,1,308379,308379,39.366,255,B2
sd[1]_DGRP437_R1_24_04-1.tif,1,306597,306597,39.139,255,B2
sd[1]_DGRP437_R1_24_05-1.tif,1,300993,300993,38.423,255,B2
sd[1]_DGRP437_R1_24_06-1.tif,1,302017,302017,38.554,255,B2
sd[1]_DGRP437_R1_24_07-1.tif,1,278152,278152,35.508,255,B2
sd[1]_DGRP437_R1_24_08-1.tif,1,307623,307623,39.27,255,B2
sd[1]_DGRP437_R1_24_09-1.tif,1,316562,316562,40.411,255,B2
sd[1]_DGRP437_R1_24_10-1.tif,1,304319,304319,38.848,255,B2
sd[1]_DGRP437_R1_24_11-1.tif,1,309779,309779,39.545,255,B2
sd[1]_DGRP437_R1_24_12-1.tif,1,331974,331974,42.378,255,B2
sd[1]_DGRP437_R1_24_13-1.tif,1,314804,314804,40.186,255,B2
sd[1]_DGRP437_R1_24_14-1.tif,1,190442,190442,24.311,255,B2
sd[1]_DGRP437_R1_24_15-1.tif,1,307756,307756,39.287,255,B2
sd[1]_DGRP437_R1_24_16-1.tif,1,302918,302918,38.669,255,B2
sd[1]_DGRP437_R1_24_17-1.tif,1,324403,324403,41.412,255,B2
sd[1]_DGRP437_R1_24_18-1.tif,1,332986,332986,42.507,255,B2
sd[1]_DGRP437_R1_24_19-1.tif,1,217538,217538,27.77,255,B2
sd[1]_DGRP437_R1_24_20-1.tif,1,207742,207742,26.519,255,B2
sd[1]_DGRP443_R1_24_01-1.tif,1,293068,293068,37.412,255,B2
sd[1]_DGRP443_R1_24_02-1.tif,1,311655,311655,39.784,255,B2
sd[1]_DGRP443_R1_24_03-1.tif,1,229400,229400,29.284,255,B2
sd[1]_DGRP443_R1_24_04-1.tif,1,223468,223468,28.527,255,B2
sd[1]_DGRP443_R1_24_05-1.tif,1,337030,337030,43.024,255,B2
sd[1]_DGRP443_R1_24_06-1.tif,1,310484,310484,39.635,255,B2
sd[1]_DGRP443_R1_24_07-1.tif,1,207433,207433,26.48,255,B2
sd[1]_DGRP443_R1_24_08-1.tif,1,255339,255339,32.595,255,B2
sd[1]_DGRP443_R1_24_09-1.tif,1,237532,237532,30.322,255,B2
sd[1]_DGRP443_R1_24_10-1.tif,1,179472,179472,22.911,255,B2
sd[1]_DGRP443_R1_24_11-1.tif,1,279866,279866,35.726,255,B2
sd[1]_DGRP443_R1_24_12-1.tif,1,228726,228726,29.198,255,B2
sd[1]_DGRP443_R1_24_13-1.tif,1,240138,240138,30.655,255,B2
sd[1]_DGRP443_R1_24_14-1.tif,1,256942,256942,32.8,255,B2
sd[1]_DGRP443_R1_24_15-1.tif,1,215412,215412,27.498,255,B2
sd[1]_DGRP443_R1_24_16-1.tif,1,264906,264906,33.817,255,B2
sd[1]_DGRP443_R1_24_17-1.tif,1,196433,196433,25.076,255,B2
sd[1]_DGRP443_R1_24_18-1.tif,1,194782,194782,24.865,255,B2
sd[1]_DGRP443_R1_24_19-1.tif,1,289299,289299,36.931,255,B2
sd[1]_DGRP492_R1_24_01-1.tif,1,286913,286913,36.626,255,B2
sd[1]_DGRP492_R1_24_02-1.tif,1,335824,335824,42.87,255,B2
sd[1]_DGRP492_R1_24_03-1.tif,1,285658,285658,36.466,255,B2
sd[1]_DGRP492_R1_24_04-1.tif,1,260963,260963,33.313,255,B2
sd[1]_DGRP492_R1_24_05-1.tif,1,273469,273469,34.91,255,B2
sd[1]_DGRP492_R1_24_06-1.tif,1,284951,284951,36.375,255,B2
sd[1]_DGRP492_R1_24_07-1.tif,1,297351,297351,37.958,255,B2
sd[1]_DGRP492_R1_24_08-1.tif,1,313312,313312,39.996,255,B2
sd[1]_DGRP492_R1_24_09-1.tif,1,282849,282849,36.107,255,B2
sd[1]_DGRP492_R1_24_10-1.tif,1,256340,256340,32.723,255,B2
sd[1]_DGRP492_R1_24_11-1.tif,1,273831,273831,34.956,255,B2
sd[1]_DGRP492_R1_24_12-1.tif,1,262160,262160,33.466,255,B2
sd[1]_DGRP492_R1_24_13-1.tif,1,282205,282205,36.025,255,B2
sd[1]_DGRP492_R1_24_14-1.tif,1,308044,308044,39.323,255,B2
sd[1]_DGRP492_R1_24_15-1.tif,1,261568,261568,33.391,255,B2
sd[1]_DGRP492_R1_24_16-1.tif,1,297254,297254,37.946,255,B2
sd[1]_DGRP492_R1_24_17-1.tif,1,303914,303914,38.796,255,B2
sd[1]_DGRP492_R1_24_18-1.tif,1,224958,224958,28.717,255,B2
sd[1]_DGRP492_R1_24_19-1.tif,1,260221,260221,33.219,255,B2
sd[1]_DGRP492_R1_24_20-1.tif,1,252623,252623,32.249,255,B2
sd[1]_DGRP765_R1_24_01-1.tif,1,251469,251469,32.101,255,B2
sd[1]_DGRP765_R1_24_02-1.tif,1,255045,255045,32.558,255,B2
sd[1]_DGRP765_R1_24_03-1.tif,1,279898,279898,35.73,255,B2
sd[1]_DGRP765_R1_24_04-1.tif,1,210171,210171,26.829,255,B2
sd[1]_DGRP765_R1_24_05-1.tif,1,233985,233985,29.869,255,B2
sd[1]_DGRP765_R1_24_06-1.tif,1,275396,275396,35.156,255,B2
sd[1]_DGRP765_R1_24_07-1.tif,1,259013,259013,33.064,255,B2
sd[1]_DGRP765_R1_24_08-1.tif,1,217974,217974,27.826,255,B2
sd[1]_DGRP765_R1_24_09-1.tif,1,298149,298149,38.06,255,B2
sd[1]_DGRP765_R1_24_10-1.tif,1,280983,280983,35.869,255,B2
sd[1]_DGRP765_R1_24_11-1.tif,1,201629,201629,25.739,255,B2
sd[1]_DGRP765_R1_24_12-1.tif,1,228514,228514,29.171,255,B2
sd[1]_DGRP765_R1_24_13-1.tif,1,242526,242526,30.96,255,B2
sd[1]_DGRP765_R1_24_14-1.tif,1,277019,277019,35.363,255,B2
sd[1]_DGRP765_R1_24_15-1.tif,1,227685,227685,29.065,255,B2
sd[1]_DGRP765_R1_24_16-1.tif,1,270888,270888,34.58,255,B2
sd[1]_DGRP765_R1_24_17-1.tif,1,290393,290393,37.07,255,B2
sd[1]_DGRP765_R1_24_18-1.tif,1,159124,159124,20.313,255,B2
sd[1]_DGRP765_R1_24_19-1.tif,1,174301,174301,22.25,255,B2
sd[1]_DGRP774_R1_24_01-1.tif,1,319900,319900,40.837,255,B2
sd[1]_DGRP774_R1_24_02-1.tif,1,326170,326170,41.637,255,B2
sd[1]_DGRP774_R1_24_03-1.tif,1,317275,317275,40.502,255,B2
sd[1]_DGRP774_R1_24_04-1.tif,1,223162,223162,28.488,255,B2
sd[1]_DGRP774_R1_24_05-1.tif,1,228263,228263,29.139,255,B2
sd[1]_DGRP774_R1_24_06-1.tif,1,293920,293920,37.52,255,B2
sd[1]_DGRP774_R1_24_07-1.tif,1,257210,257210,32.834,255,B2
sd[1]_DGRP774_R1_24_08-1.tif,1,256028,256028,32.683,255,B2
sd[1]_DGRP774_R1_24_09-1.tif,1,288695,288695,36.853,255,B2
sd[1]_DGRP774_R1_24_10-1.tif,1,321414,321414,41.03,255,B2
sd[1]_DGRP774_R1_24_11-1.tif,1,235504,235504,30.063,255,B2
sd[1]_DGRP774_R1_24_12-1.tif,1,302486,302486,38.614,255,B2
sd[1]_DGRP774_R1_24_13-1.tif,1,307625,307625,39.27,255,B2
sd[1]_DGRP774_R1_24_14-1.tif,1,278760,278760,35.585,255,B2
sd[1]_DGRP774_R1_24_15-1.tif,1,231301,231301,29.527,255,B2
sd[1]_DGRP774_R1_24_16-1.tif,1,193773,193773,24.736,255,B2
sd[1]_DGRP774_R1_24_17-1.tif,1,230147,230147,29.379,255,B2
sd[1]_DGRP774_R1_24_18-1.tif,1,259035,259035,33.067,255,B2
sd[1]_DGRP774_R1_24_19-1.tif,1,209752,209752,26.776,255,B2
sd[1]_DGRP843_R1_24_01-1.tif,1,261096,261096,33.33,255,B2
sd[1]_DGRP843_R1_24_02-1.tif,1,257642,257642,32.889,255,B2
sd[1]_DGRP843_R1_24_03-1.tif,1,273169,273169,34.871,255,B2
sd[1]_DGRP843_R1_24_04-1.tif,1,286157,286157,36.529,255,B2
sd[1]_DGRP843_R1_24_05-1.tif,1,236029,236029,30.13,255,B2
sd[1]_DGRP843_R1_24_06-1.tif,1,256969,256969,32.803,255,B2
sd[1]_DGRP843_R1_24_07-1.tif,1,245520,245520,31.342,255,B2
sd[1]_DGRP843_R1_24_08-1.tif,1,247640,247640,31.613,255,B2
sd[1]_DGRP843_R1_24_09-1.tif,1,282965,282965,36.122,255,B2
sd[1]_DGRP843_R1_24_10-1.tif,1,291454,291454,37.206,255,B2
sd[1]_DGRP843_R1_24_11-1.tif,1,300634,300634,38.378,255,B2
sd[1]_DGRP843_R1_24_12-1.tif,1,219503,219503,28.021,255,B2
sd[1]_DGRP843_R1_24_14-1.tif,1,254707,254707,32.515,255,B2
sd[1]_DGRP907_R1_24_01-1.tif,1,276210,276210,35.26,255,B2
sd[1]_DGRP907_R1_24_02-1.tif,1,302815,302815,38.656,255,B2
sd[1]_DGRP907_R1_24_03-1.tif,1,269372,269372,34.387,255,B2
sd[1]_DGRP907_R1_24_04-1.tif,1,261913,261913,33.435,255,B2
sd[1]_DGRP907_R1_24_05-1.tif,1,338345,338345,43.192,255,B2
sd[1]_DGRP907_R1_24_06-1.tif,1,315774,315774,40.31,255,B2
sd[1]_DGRP907_R1_24_07-1.tif,1,307664,307664,39.275,255,B2
sd[1]_DGRP907_R1_24_08-1.tif,1,262638,262638,33.527,255,B2
sd[1]_DGRP907_R1_24_09-1.tif,1,319576,319576,40.796,255,B2
sd[1]_DGRP907_R1_24_10-1.tif,1,356031,356031,45.449,255,B2
sd[1]_DGRP907_R1_24_11-1.tif,1,276591,276591,35.308,255,B2
sd[1]_DGRP907_R1_24_12-1.tif,1,304011,304011,38.809,255,B2
sd[1]_DGRP907_R1_24_13-1.tif,1,270566,270566,34.539,255,B2
sd[1]_DGRP907_R1_24_14-1.tif,1,344670,344670,43.999,255,B2
sd[1]_DGRP907_R1_24_15-1.tif,1,272836,272836,34.829,255,B2
sd[1]_DGRP907_R1_24_16-1.tif,1,271690,271690,34.683,255,B2
sd[1]_DGRP301_R1_24_17-1.tif,1,257392,257392,32.857,255,B2
sd[1]_DGRP843_R1_24_13-1.tif,1,259736,259736,33.157,255,B2
sd[E3]_DGRP235_R1_24_01-1.tif,1,157917,157917,20.159,255,B2
sd[E3]_DGRP235_R1_24_02-1.tif,1,211113,211113,26.95,255,B2
sd[E3]_DGRP235_R1_24_03-1.tif,1,136304,136304,17.4,255,B2
sd[E3]_DGRP235_R1_24_04-1.tif,1,156204,156204,19.94,255,B2
sd[E3]_DGRP235_R1_24_05-1.tif,1,189310,189310,24.166,255,B2
sd[E3]_DGRP235_R1_24_06-1.tif,1,160950,160950,20.546,255,B2
sd[E3]_DGRP235_R1_24_08-1.tif,1,198712,198712,25.367,255,B2
sd[E3]_DGRP235_R1_24_10-1.tif,1,206681,206681,26.384,255,B2
sd[E3]_DGRP235_R1_24_13-1.tif,1,135102,135102,17.246,255,B2
sd[E3]_DGRP235_R1_24_15-1.tif,1,224059,224059,28.602,255,B2
sd[E3]_DGRP235_R1_24_17-1.tif,1,78078,78078,9.967,255,B2
sd[E3]_DGRP235_R1_24_19-1.tif,1,135484,135484,17.295,255,B2
sd[E3]_DGRP301_R1_24_01-1.tif,1,97481,97481,12.444,255,B2
sd[E3]_DGRP301_R1_24_02-1.tif,1,144326,144326,18.424,255,B2
sd[E3]_DGRP301_R1_24_03-1.tif,1,82479,82479,10.529,255,B2
sd[E3]_DGRP301_R1_24_04-1.tif,1,73531,73531,9.387,255,B2
sd[E3]_DGRP301_R1_24_05-1.tif,1,55448,55448,7.078,255,B2
sd[E3]_DGRP301_R1_24_06-1.tif,1,65220,65220,8.326,255,B2
sd[E3]_DGRP301_R1_24_08-1.tif,1,60460,60460,7.718,255,B2
sd[E3]_DGRP301_R1_24_09-1.tif,1,66605,66605,8.502,255,B2
sd[E3]_DGRP301_R1_24_10-1.tif,1,70384,70384,8.985,255,B2
sd[E3]_DGRP301_R1_24_11-1.tif,1,72083,72083,9.202,255,B2
sd[E3]_DGRP301_R1_24_12-1.tif,1,106927,106927,13.65,255,B2
sd[E3]_DGRP301_R1_24_13-1.tif,1,79632,79632,10.165,255,B2
sd[E3]_DGRP301_R1_24_14-1.tif,1,70292,70292,8.973,255,B2
sd[E3]_DGRP301_R1_24_15-1.tif,1,72523,72523,9.258,255,B2
sd[E3]_DGRP301_R1_24_16-1.tif,1,85069,85069,10.86,255,B2
sd[E3]_DGRP301_R1_24_17-1.tif,1,43682,43682,5.576,255,B2
