"","Mutant","DGRP","temperature","TotalArea","AreaPerc","Block","Area_mmsq"
"1356","OREw",301,24,314328,40.126,2,1.45298118
"1357","OREw",301,24,279058,35.623,2,1.289945605
"1358","OREw",301,24,277116,35.375,2,1.28096871
"1359","OREw",301,24,243164,31.041,2,1.12402559
"1360","OREw",301,24,273411,34.902,2,1.2638423475
"1361","OREw",301,24,271755,34.691,2,1.2561874875
"1362","OREw",301,24,266805,34.059,2,1.2333061125
"1363","OREw",307,24,379690,48.469,2,1.755117025
"1364","OREw",307,24,382680,48.851,2,1.7689383
"1365","OREw",307,24,381938,48.756,2,1.765508405
"1366","OREw",307,24,382902,48.879,2,1.769964495
"1367","OREw",307,24,381070,48.646,2,1.761496075
"1368","OREw",307,24,379083,48.392,2,1.7523111675
"1369","OREw",307,24,394634,50.377,2,1.824195665
"1370","OREw",307,24,372449,47.545,2,1.7216455025
"1371","OREw",307,24,356458,45.504,2,1.647727105
"1372","OREw",315,24,346908,44.285,2,1.60358223
"1373","OREw",315,24,261996,33.445,2,1.21107651
"1374","OREw",315,24,350637,44.761,2,1.6208195325
"1375","OREw",315,24,303013,38.681,2,1.4006775925
"1376","OREw",315,24,275936,35.225,2,1.27551416
"1377","OREw",315,24,302585,38.627,2,1.3986991625
"1378","OREw",315,24,349331,44.594,2,1.6147825475
"1379","OREw",315,24,312284,39.865,2,1.44353279
"1380","OREw",315,24,297986,38.039,2,1.377440285
"1381","OREw",315,24,296521,37.852,2,1.3706683225
"1382","OREw",315,24,322854,41.214,2,1.492392615
"1383","OREw",315,24,331556,42.325,2,1.53261761
"1384","OREw",315,24,255931,32.671,2,1.1830410475
"1385","OREw",315,24,342568,43.731,2,1.58352058
"1386","OREw",315,24,321307,41.017,2,1.4852416075
"1387","OREw",315,24,329703,42.088,2,1.5240521175
"1388","OREw",315,24,323733,41.326,2,1.4964557925
"1389","OREw",315,24,305073,38.944,2,1.4101999425
"1390","OREw",315,24,329507,42.063,2,1.5231461075
"1391","OREw",315,24,337330,43.062,2,1.559307925
"1392","OREw",354,24,265141,33.847,2,1.2256142725
"1393","OREw",354,24,328117,41.886,2,1.5167208325
"1394","OREw",354,24,320844,40.957,2,1.48310139
"1395","OREw",354,24,265231,33.858,2,1.2260302975
"1396","OREw",354,24,269132,34.356,2,1.24406267
"1397","OREw",354,24,212628,27.143,2,0.98287293
"1398","OREw",354,24,320079,40.86,2,1.4795651775
"1399","OREw",354,24,337937,43.139,2,1.5621137825
"1400","OREw",354,24,313054,39.963,2,1.447092115
"1401","OREw",354,24,323395,41.283,2,1.4948933875
"1402","OREw",354,24,301701,38.514,2,1.3946128725
"1403","OREw",354,24,308417,39.371,2,1.4256575825
"1404","OREw",354,24,315750,40.307,2,1.459554375
"1405","OREw",354,24,309877,39.557,2,1.4324064325
"1406","OREw",354,24,316272,40.374,2,1.46196732
"1407","OREw",354,24,333118,42.524,2,1.539837955
"1408","OREw",354,24,310097,39.586,2,1.4334233825
"1409","OREw",354,24,329612,42.077,2,1.52363147
"1410","OREw",354,24,300528,38.364,2,1.38919068
"1411","OREw",354,24,305288,38.972,2,1.41119378
"1412","OREw",375,24,365190,46.618,2,1.688090775
"1413","OREw",375,24,328652,41.954,2,1.51919387
"1414","OREw",375,24,282491,36.061,2,1.3058146475
"1415","OREw",375,24,350963,44.802,2,1.6223264675
"1416","OREw",375,24,338485,43.209,2,1.5646469125
"1417","OREw",375,24,347821,44.401,2,1.6078025725
"1418","OREw",375,24,346606,44.246,2,1.602186235
"1419","OREw",375,24,375416,47.924,2,1.73536046
"1420","OREw",375,24,320440,40.906,2,1.4812339
"1421","OREw",375,24,356762,45.543,2,1.649132345
"1422","OREw",375,24,328310,41.91,2,1.517612975
"1423","OREw",375,24,352829,45.04,2,1.6309520525
"1424","OREw",375,24,321728,41.07,2,1.48718768
"1425","OREw",375,24,324637,41.442,2,1.5006345325
"1426","OREw",375,24,334012,42.638,2,1.54397047
"1427","OREw",375,24,336648,42.975,2,1.55615538
"1428","OREw",375,24,326249,41.647,2,1.5080860025
"1429","OREw",375,24,330597,42.202,2,1.5281846325
"1430","OREw",375,24,331799,42.356,2,1.5337408775
"1431","OREw",375,24,334593,42.713,2,1.5466561425
"1432","OREw",427,24,387028,49.406,2,1.78903693
"1433","OREw",427,24,343025,43.789,2,1.5856330625
"1434","OREw",427,24,396891,50.665,2,1.8346286475
"1435","OREw",427,24,378615,48.332,2,1.7501478375
"1436","OREw",427,24,349247,44.583,2,1.6143942575
"1437","OREw",427,24,346033,44.173,2,1.5995375425
"1438","OREw",427,24,356239,45.476,2,1.6467147775
"1439","OREw",427,24,356417,45.498,2,1.6475375825
"1440","OREw",427,24,382424,48.818,2,1.76775494
"1441","OREw",427,24,384550,49.09,2,1.777582375
"1442","OREw",427,24,354979,45.315,2,1.6408904275
"1443","OREw",427,24,358031,45.705,2,1.6549982975
"1444","OREw",427,24,363123,46.355,2,1.6785360675
"1445","OREw",427,24,359792,45.929,2,1.66313852
"1446","OREw",427,24,338535,43.216,2,1.5648780375
"1447","OREw",427,24,342616,43.737,2,1.58374246
"1448","OREw",427,24,353475,45.123,2,1.6339381875
"1449","OREw",427,24,348862,44.534,2,1.612614595
"1450","OREw",427,24,349535,44.62,2,1.6157255375
"1451","OREw",437,24,329598,42.075,2,1.523566755
"1452","OREw",437,24,302882,38.664,2,1.400072045
"1453","OREw",437,24,295577,37.732,2,1.3663046825
"1454","OREw",437,24,304792,38.908,2,1.40890102
"1455","OREw",437,24,342727,43.751,2,1.5842555575
"1456","OREw",437,24,305133,38.952,2,1.4104772925
"1457","OREw",437,24,294990,37.657,2,1.363591275
"1458","OREw",437,24,332731,42.475,2,1.5380490475
"1459","OREw",437,24,316620,40.418,2,1.46357595
"1460","OREw",437,24,312052,39.835,2,1.44246037
"1461","OREw",437,24,243802,31.123,2,1.126974745
"1462","OREw",437,24,330788,42.227,2,1.52906753
"1463","OREw",437,24,318788,40.695,2,1.47359753
"1464","OREw",437,24,332353,42.427,2,1.5363017425
"1465","OREw",437,24,254401,32.476,2,1.1759686225
"1466","OREw",437,24,261820,33.423,2,1.21026295
"1467","OREw",437,24,243838,31.127,2,1.127141155
"1468","OREw",437,24,299911,38.285,2,1.3863385975
"1469","OREw",437,24,239290,30.547,2,1.106118025
"1470","OREw",437,24,221928,28.33,2,1.02586218
"1471","OREw",443,24,345739,44.135,2,1.5981785275
"1472","OREw",443,24,305783,39.035,2,1.4134819175
"1473","OREw",443,24,342417,43.711,2,1.5828225825
"1474","OREw",443,24,350474,44.74,2,1.620066065
"1475","OREw",443,24,345998,44.168,2,1.599375755
"1476","OREw",443,24,385478,49.208,2,1.781872055
"1477","OREw",443,24,316267,40.373,2,1.4619442075
"1478","OREw",443,24,352584,45.009,2,1.62981954
"1479","OREw",443,24,315806,40.314,2,1.459813235
"1480","OREw",443,24,294594,37.606,2,1.361760765
"1481","OREw",443,24,326735,41.709,2,1.5103325375
"1482","OREw",443,24,303271,38.714,2,1.4018701975
"1483","OREw",443,24,342104,43.671,2,1.58137574
"1484","OREw",443,24,359791,45.929,2,1.6631338975
"1485","OREw",443,24,351431,44.862,2,1.6244897975
"1486","OREw",443,24,309933,39.565,2,1.4326652925
"1487","OREw",443,24,280154,35.763,2,1.295011865
"1488","OREw",443,24,324423,41.414,2,1.4996453175
"1489","OREw",443,24,320987,40.976,2,1.4837624075
"1490","OREw",492,24,302353,38.597,2,1.3976267425
"1491","OREw",492,24,313735,40.05,2,1.4502400375
"1492","OREw",492,24,317793,40.568,2,1.4689981425
"1493","OREw",492,24,291720,37.24,2,1.3484757
"1494","OREw",492,24,342131,43.675,2,1.5815005475
"1495","OREw",492,24,315921,40.329,2,1.4603448225
"1496","OREw",492,24,325852,41.597,2,1.50625087
"1497","OREw",492,24,356772,45.544,2,1.64917857
"1498","OREw",492,24,279729,35.709,2,1.2930473025
"1499","OREw",492,24,290921,37.138,2,1.3447823225
"1500","OREw",492,24,320914,40.966,2,1.483424965
"1501","OREw",492,24,349677,44.638,2,1.6163819325
"1502","OREw",492,24,337635,43.101,2,1.5607177875
"1503","OREw",492,24,348214,44.451,2,1.609619215
"1504","OREw",492,24,362959,46.334,2,1.6777779775
"1505","OREw",492,24,377080,48.136,2,1.7430523
"1506","OREw",492,24,341862,43.64,2,1.580257095
"1507","OREw",492,24,288159,36.785,2,1.3320149775
"1508","OREw",492,24,337764,43.117,2,1.56131409
"1509","OREw",492,24,310893,39.687,2,1.4371028925
"1510","OREw",765,24,336818,42.997,2,1.556941205
"1511","OREw",765,24,336641,42.974,2,1.5561230225
"1512","OREw",765,24,295770,37.757,2,1.367196825
"1513","OREw",765,24,326258,41.649,2,1.508127605
"1514","OREw",765,24,314703,40.173,2,1.4547146175
"1515","OREw",765,24,304265,38.841,2,1.4064649625
"1516","OREw",765,24,318560,40.666,2,1.4725436
"1517","OREw",765,24,293649,37.486,2,1.3573925025
"1518","OREw",765,24,346090,44.18,2,1.599801025
"1519","OREw",765,24,328413,41.924,2,1.5180890925
"1520","OREw",765,24,352007,44.936,2,1.6271523575
"1521","OREw",765,24,330509,42.191,2,1.5277778525
"1522","OREw",765,24,340378,43.451,2,1.573397305
"1523","OREw",765,24,313669,40.041,2,1.4499349525
"1524","OREw",765,24,316225,40.368,2,1.4617500625
"1525","OREw",765,24,342910,43.774,2,1.585101475
"1526","OREw",765,24,326058,41.623,2,1.507203105
"1527","OREw",765,24,326629,41.696,2,1.5098425525
"1528","OREw",765,24,361401,46.135,2,1.6705761225
"1529","OREw",765,24,314003,40.084,2,1.4514788675
"1530","OREw",897,24,319095,40.734,2,1.4750166375
"1531","OREw",897,24,332606,42.459,2,1.537471235
"1532","OREw",897,24,313761,40.053,2,1.4503602225
"1533","OREw",897,24,321093,40.989,2,1.4842523925
"1534","OREw",897,24,303562,38.751,2,1.403215345
"1535","OREw",897,24,260237,33.221,2,1.2029455325
"1536","OREw",897,24,305019,38.937,2,1.4099503275
"1537","OREw",897,24,360116,45.971,2,1.66463621
"1538","OREw",897,24,345945,44.162,2,1.5991307625
"1539","OREw",897,24,327807,41.846,2,1.5152878575
"1540","OREw",897,24,308599,39.394,2,1.4264988775
"1541","OREw",897,24,286370,36.557,2,1.323745325
"1542","OREw",897,24,336586,42.967,2,1.555868785
"1543","OREw",897,24,355563,45.389,2,1.6435899675
"1544","OREw",897,24,323491,41.295,2,1.4953371475
"1545","OREw",897,24,342720,43.75,2,1.5842232
"1546","OREw",897,24,339278,43.311,2,1.568312555
"1547","OREw",897,24,326418,41.669,2,1.508867205
"1548","OREw",897,24,298772,38.14,2,1.38107357
"1549","OREw",897,24,309713,39.536,2,1.4316483425
"1550","OREw",427,24,385971,49.271,2,1.7841509475
"1551","sd[1]",235,24,236368,30.174,2,1.09261108
"1552","sd[1]",235,24,297310,37.953,2,1.374315475
"1553","sd[1]",235,24,203425,25.968,2,0.9403320625
"1554","sd[1]",235,24,303298,38.718,2,1.401995005
"1555","sd[1]",235,24,320344,40.894,2,1.48079014
"1556","sd[1]",235,24,300125,38.313,2,1.3873278125
"1557","sd[1]",235,24,347947,44.417,2,1.6083850075
"1558","sd[1]",235,24,237767,30.352,2,1.0990779575
"1559","sd[1]",235,24,299586,38.244,2,1.384836285
"1560","sd[1]",235,24,235363,30.045,2,1.0879654675
"1561","sd[1]",235,24,192273,24.545,2,0.8887819425
"1562","sd[1]",235,24,211326,26.977,2,0.976854435
"1563","sd[1]",235,24,164210,20.962,2,0.759060725
"1564","sd[1]",235,24,164236,20.966,2,0.75918091
"1565","sd[1]",235,24,200768,25.629,2,0.92805008
"1566","sd[1]",235,24,200711,25.622,2,0.9277865975
"1567","sd[1]",235,24,157480,20.103,2,0.7279513
"1568","sd[1]",301,24,258671,33.021,2,1.1957066975
"1569","sd[1]",301,24,285155,36.402,2,1.3181289875
"1570","sd[1]",301,24,206149,26.316,2,0.9529237525
"1571","sd[1]",301,24,256512,32.745,2,1.18572672
"1572","sd[1]",301,24,258867,33.046,2,1.1966127075
"1573","sd[1]",301,24,285000,36.382,2,1.3174125
"1574","sd[1]",301,24,282383,36.048,2,1.3053154175
"1575","sd[1]",301,24,287614,36.715,2,1.329495715
"1576","sd[1]",301,24,245586,31.35,2,1.135221285
"1577","sd[1]",301,24,270528,34.534,2,1.25051568
"1578","sd[1]",301,24,319013,40.724,2,1.4746375925
"1579","sd[1]",301,24,212966,27.186,2,0.984435335
"1580","sd[1]",301,24,249565,31.858,2,1.1536142125
"1581","sd[1]",301,24,195639,24.974,2,0.9043412775
"1582","sd[1]",301,24,229680,29.32,2,1.0616958
"1583","sd[1]",301,24,246763,31.501,2,1.1406619675
"1584","sd[1]",301,24,209835,26.787,2,0.9699622875
"1585","sd[1]",301,24,309767,39.543,2,1.4318979575
"1586","sd[1]",301,24,292957,37.397,2,1.3541937325
"1587","sd[1]",307,24,253163,32.318,2,1.1702459675
"1588","sd[1]",307,24,310140,39.591,2,1.43362215
"1589","sd[1]",307,24,242597,30.969,2,1.1214046325
"1590","sd[1]",307,24,255244,32.583,2,1.17986539
"1591","sd[1]",307,24,292664,37.36,2,1.35283934
"1592","sd[1]",307,24,338556,43.218,2,1.56497511
"1593","sd[1]",307,24,231463,29.547,2,1.0699377175
"1594","sd[1]",307,24,326793,41.717,2,1.5106006425
"1595","sd[1]",307,24,305119,38.95,2,1.4104125775
"1596","sd[1]",307,24,312436,39.884,2,1.44423541
"1597","sd[1]",307,24,304337,38.85,2,1.4067977825
"1598","sd[1]",307,24,268282,34.248,2,1.240133545
"1599","sd[1]",307,24,328622,41.95,2,1.519055195
"1600","sd[1]",307,24,330827,42.232,2,1.5292478075
"1601","sd[1]",307,24,290895,37.134,2,1.3446621375
"1602","sd[1]",307,24,325000,41.488,2,1.5023125
"1603","sd[1]",307,24,307545,39.26,2,1.4216267625
"1604","sd[1]",307,24,336003,42.893,2,1.5531738675
"1605","sd[1]",307,24,224406,28.647,2,1.037316735
"1606","sd[1]",307,24,332831,42.488,2,1.5385112975
"1607","sd[1]",315,24,290275,37.055,2,1.3417961875
"1608","sd[1]",315,24,213928,27.309,2,0.98888218
"1609","sd[1]",315,24,298549,38.111,2,1.3800427525
"1610","sd[1]",315,24,326460,41.674,2,1.50906135
"1611","sd[1]",315,24,306974,39.187,2,1.418987315
"1612","sd[1]",315,24,247760,31.628,2,1.1452706
"1613","sd[1]",315,24,300123,38.312,2,1.3873185675
"1614","sd[1]",315,24,302447,38.609,2,1.3980612575
"1615","sd[1]",315,24,268786,34.312,2,1.242463285
"1616","sd[1]",315,24,333079,42.519,2,1.5396576775
"1617","sd[1]",315,24,226118,28.865,2,1.045230455
"1618","sd[1]",315,24,303100,38.692,2,1.40107975
"1619","sd[1]",315,24,303630,38.76,2,1.403529675
"1620","sd[1]",315,24,309113,39.46,2,1.4288748425
"1621","sd[1]",315,24,276427,35.287,2,1.2777838075
"1622","sd[1]",315,24,263440,33.629,2,1.2177514
"1623","sd[1]",315,24,268305,34.251,2,1.2402398625
"1624","sd[1]",315,24,300684,38.384,2,1.38991179
"1625","sd[1]",315,24,326163,41.636,2,1.5076884675
"1626","sd[1]",315,24,285701,36.471,2,1.3206528725
"1627","sd[1]",345,24,310222,39.601,2,1.434001195
"1628","sd[1]",345,24,262371,33.493,2,1.2128099475
"1629","sd[1]",345,24,267893,34.198,2,1.2383353925
"1630","sd[1]",345,24,304880,38.92,2,1.4093078
"1631","sd[1]",345,24,273220,34.878,2,1.26295945
"1632","sd[1]",345,24,310760,39.67,2,1.4364881
"1633","sd[1]",345,24,323905,41.348,2,1.4972508625
"1634","sd[1]",345,24,320750,40.945,2,1.482666875
"1635","sd[1]",345,24,328189,41.895,2,1.5170536525
"1636","sd[1]",345,24,269005,34.34,2,1.2434756125
"1637","sd[1]",345,24,263581,33.647,2,1.2184031725
"1638","sd[1]",345,24,229354,29.278,2,1.060188865
"1639","sd[1]",345,24,334343,42.681,2,1.5455005175
"1640","sd[1]",345,24,290585,37.095,2,1.3432291625
"1641","sd[1]",345,24,315865,40.322,2,1.4600859625
"1642","sd[1]",345,24,302143,38.57,2,1.3966560175
"1643","sd[1]",345,24,222054,28.346,2,1.026444615
"1644","sd[1]",345,24,198586,25.351,2,0.917963785
"1645","sd[1]",345,24,250802,32.016,2,1.159332245
"1646","sd[1]",364,24,204648,26.124,2,0.94598538
"1647","sd[1]",364,24,253263,32.33,2,1.1707082175
"1648","sd[1]",364,24,320791,40.951,2,1.4828563975
"1649","sd[1]",364,24,228960,29.228,2,1.0583676
"1650","sd[1]",364,24,267657,34.168,2,1.2372444825
"1651","sd[1]",364,24,169876,21.686,2,0.78525181
"1652","sd[1]",364,24,229188,29.257,2,1.05942153
"1653","sd[1]",364,24,321002,40.978,2,1.483831745
"1654","sd[1]",364,24,253863,32.407,2,1.1734817175
"1655","sd[1]",364,24,204193,26.066,2,0.9438821425
"1656","sd[1]",364,24,323796,41.334,2,1.49674701
"1657","sd[1]",364,24,216895,27.688,2,1.0025971375
"1658","sd[1]",364,24,201628,25.739,2,0.93202543
"1659","sd[1]",364,24,212963,27.186,2,0.9844214675
"1660","sd[1]",364,24,207703,26.514,2,0.9601071175
"1661","sd[1]",364,24,266833,34.063,2,1.2334355425
"1662","sd[1]",364,24,200799,25.633,2,0.9281933775
"1663","sd[1]",364,24,206173,26.319,2,0.9530346925
"1664","sd[1]",364,24,261590,33.393,2,1.209199775
"1665","sd[1]",364,24,227405,29.029,2,1.0511796125
"1666","sd[1]",367,24,305939,39.055,2,1.4142030275
"1667","sd[1]",367,24,340928,43.521,2,1.57593968
"1668","sd[1]",367,24,297121,37.929,2,1.3734418225
"1669","sd[1]",367,24,321527,41.045,2,1.4862585575
"1670","sd[1]",367,24,316284,40.375,2,1.46202279
"1671","sd[1]",367,24,275080,35.115,2,1.2715573
"1672","sd[1]",367,24,326377,41.664,2,1.5086776825
"1673","sd[1]",367,24,322925,41.223,2,1.4927208125
"1674","sd[1]",367,24,284508,36.319,2,1.31513823
"1675","sd[1]",367,24,340121,43.418,2,1.5722093225
"1676","sd[1]",367,24,307447,39.247,2,1.4211737575
"1677","sd[1]",367,24,308659,39.402,2,1.4267762275
"1678","sd[1]",367,24,303890,38.793,2,1.404731525
"1679","sd[1]",367,24,245424,31.33,2,1.13447244
"1680","sd[1]",367,24,328912,41.987,2,1.52039572
"1681","sd[1]",367,24,266899,34.071,2,1.2337406275
"1682","sd[1]",367,24,304103,38.82,2,1.4057161175
"1683","sd[1]",367,24,330733,42.22,2,1.5288132925
"1684","sd[1]",367,24,290857,37.129,2,1.3444864825
"1685","sd[1]",367,24,321999,41.105,2,1.4884403775
"1686","sd[1]",375,24,270079,34.477,2,1.2484401775
"1687","sd[1]",375,24,369797,47.207,2,1.7093866325
"1688","sd[1]",375,24,262483,33.507,2,1.2133276675
"1689","sd[1]",375,24,352542,45.004,2,1.629625395
"1690","sd[1]",375,24,252255,32.202,2,1.1660487375
"1691","sd[1]",375,24,351789,44.908,2,1.6261446525
"1692","sd[1]",375,24,282498,36.062,2,1.305847005
"1693","sd[1]",375,24,213774,27.289,2,0.988170315
"1694","sd[1]",375,24,345235,44.071,2,1.5958487875
"1695","sd[1]",375,24,272935,34.842,2,1.2616420375
"1696","sd[1]",375,24,271803,34.697,2,1.2564093675
"1697","sd[1]",375,24,281594,35.947,2,1.301668265
"1698","sd[1]",375,24,335592,42.84,2,1.55127402
"1699","sd[1]",375,24,287133,36.654,2,1.3272722925
"1700","sd[1]",375,24,286791,36.61,2,1.3256913975
"1701","sd[1]",375,24,351001,44.807,2,1.6225021225
"1702","sd[1]",375,24,272295,34.76,2,1.2586836375
"1703","sd[1]",375,24,197772,25.247,2,0.91420107
"1704","sd[1]",375,24,338114,43.162,2,1.562931965
"1705","sd[1]",375,24,324387,41.41,2,1.4994789075
"1706","sd[1]",390,24,260824,33.296,2,1.20565894
"1707","sd[1]",390,24,309107,39.459,2,1.4288471075
"1708","sd[1]",390,24,322952,41.227,2,1.49284562
"1709","sd[1]",390,24,261671,33.404,2,1.2095741975
"1710","sd[1]",390,24,282951,36.12,2,1.3079409975
"1711","sd[1]",390,24,210234,26.837,2,0.971806665
"1712","sd[1]",390,24,223291,28.504,2,1.0321626475
"1713","sd[1]",390,24,278784,35.588,2,1.28867904
"1714","sd[1]",390,24,249955,31.908,2,1.1554169875
"1715","sd[1]",390,24,243041,31.025,2,1.1234570225
"1716","sd[1]",390,24,246142,31.421,2,1.137791395
"1717","sd[1]",390,24,232225,29.645,2,1.0734600625
"1718","sd[1]",390,24,186814,23.848,2,0.863547715
"1719","sd[1]",390,24,208553,26.623,2,0.9640362425
"1720","sd[1]",390,24,298567,38.114,2,1.3801259575
"1721","sd[1]",390,24,321941,41.097,2,1.4881722725
"1722","sd[1]",390,24,193243,24.668,2,0.8932657675
"1723","sd[1]",390,24,259497,33.126,2,1.1995248825
"1724","sd[1]",390,24,251225,32.07,2,1.1612875625
"1725","sd[1]",390,24,264975,33.825,2,1.2248469375
"1726","sd[1]",427,24,327068,41.752,2,1.51187183
"1727","sd[1]",427,24,283643,36.209,2,1.3111397675
"1728","sd[1]",427,24,334214,42.664,2,1.544904215
"1729","sd[1]",427,24,290352,37.065,2,1.34215212
"1730","sd[1]",427,24,328041,41.876,2,1.5163695225
"1731","sd[1]",427,24,363606,46.416,2,1.680768735
"1732","sd[1]",427,24,307837,39.297,2,1.4229765325
"1733","sd[1]",427,24,334694,42.725,2,1.547123015
"1734","sd[1]",427,24,340962,43.526,2,1.576096845
"1735","sd[1]",427,24,322028,41.109,2,1.48857443
"1736","sd[1]",427,24,265595,33.905,2,1.2277128875
"1737","sd[1]",427,24,259451,33.12,2,1.1993122475
"1738","sd[1]",427,24,320174,40.872,2,1.480004315
"1739","sd[1]",427,24,270586,34.542,2,1.250783785
"1740","sd[1]",427,24,324967,41.484,2,1.5021599575
"1741","sd[1]",427,24,291800,37.25,2,1.3488455
"1742","sd[1]",427,24,286104,36.523,2,1.32251574
"1743","sd[1]",427,24,215367,27.493,2,0.9955339575
"1744","sd[1]",427,24,298758,38.138,2,1.381008855
"1745","sd[1]",427,24,329237,42.029,2,1.5218980325
"1746","sd[1]",437,24,275450,35.163,2,1.273267625
"1747","sd[1]",437,24,294337,37.574,2,1.3605727825
"1748","sd[1]",437,24,308379,39.366,2,1.4254819275
"1749","sd[1]",437,24,306597,39.139,2,1.4172446325
"1750","sd[1]",437,24,300993,38.423,2,1.3913401425
"1751","sd[1]",437,24,302017,38.554,2,1.3960735825
"1752","sd[1]",437,24,278152,35.508,2,1.28575762
"1753","sd[1]",437,24,307623,39.27,2,1.4219873175
"1754","sd[1]",437,24,316562,40.411,2,1.463307845
"1755","sd[1]",437,24,304319,38.848,2,1.4067145775
"1756","sd[1]",437,24,309779,39.545,2,1.4319534275
"1757","sd[1]",437,24,331974,42.378,2,1.534549815
"1758","sd[1]",437,24,314804,40.186,2,1.45518149
"1759","sd[1]",437,24,190442,24.311,2,0.880318145
"1760","sd[1]",437,24,307756,39.287,2,1.42260211
"1761","sd[1]",437,24,302918,38.669,2,1.400238455
"1762","sd[1]",437,24,324403,41.412,2,1.4995528675
"1763","sd[1]",437,24,332986,42.507,2,1.539227785
"1764","sd[1]",437,24,217538,27.77,2,1.005569405
"1765","sd[1]",437,24,207742,26.519,2,0.960287395
"1766","sd[1]",443,24,293068,37.412,2,1.35470683
"1767","sd[1]",443,24,311655,39.784,2,1.4406252375
"1768","sd[1]",443,24,229400,29.284,2,1.0604015
"1769","sd[1]",443,24,223468,28.527,2,1.03298083
"1770","sd[1]",443,24,337030,43.024,2,1.557921175
"1771","sd[1]",443,24,310484,39.635,2,1.43521229
"1772","sd[1]",443,24,207433,26.48,2,0.9588590425
"1773","sd[1]",443,24,255339,32.595,2,1.1803045275
"1774","sd[1]",443,24,237532,30.322,2,1.09799167
"1775","sd[1]",443,24,179472,22.911,2,0.82960932
"1776","sd[1]",443,24,279866,35.726,2,1.293680585
"1777","sd[1]",443,24,228726,29.198,2,1.057285935
"1778","sd[1]",443,24,240138,30.655,2,1.110037905
"1779","sd[1]",443,24,256942,32.8,2,1.187714395
"1780","sd[1]",443,24,215412,27.498,2,0.99574197
"1781","sd[1]",443,24,264906,33.817,2,1.224527985
"1782","sd[1]",443,24,196433,25.076,2,0.9080115425
"1783","sd[1]",443,24,194782,24.865,2,0.900379795
"1784","sd[1]",443,24,289299,36.931,2,1.3372846275
"1785","sd[1]",492,24,286913,36.626,2,1.3262553425
"1786","sd[1]",492,24,335824,42.87,2,1.55234644
"1787","sd[1]",492,24,285658,36.466,2,1.320454105
"1788","sd[1]",492,24,260963,33.313,2,1.2063014675
"1789","sd[1]",492,24,273469,34.91,2,1.2641104525
"1790","sd[1]",492,24,284951,36.375,2,1.3171859975
"1791","sd[1]",492,24,297351,37.958,2,1.3745049975
"1792","sd[1]",492,24,313312,39.996,2,1.44828472
"1793","sd[1]",492,24,282849,36.107,2,1.3074695025
"1794","sd[1]",492,24,256340,32.723,2,1.18493165
"1795","sd[1]",492,24,273831,34.956,2,1.2657837975
"1796","sd[1]",492,24,262160,33.466,2,1.2118346
"1797","sd[1]",492,24,282205,36.025,2,1.3044926125
"1798","sd[1]",492,24,308044,39.323,2,1.42393339
"1799","sd[1]",492,24,261568,33.391,2,1.20909808
"1800","sd[1]",492,24,297254,37.946,2,1.374056615
"1801","sd[1]",492,24,303914,38.796,2,1.404842465
"1802","sd[1]",492,24,224958,28.717,2,1.039868355
"1803","sd[1]",492,24,260221,33.219,2,1.2028715725
"1804","sd[1]",492,24,252623,32.249,2,1.1677498175
"1805","sd[1]",765,24,251469,32.101,2,1.1624154525
"1806","sd[1]",765,24,255045,32.558,2,1.1789455125
"1807","sd[1]",765,24,279898,35.73,2,1.293828505
"1808","sd[1]",765,24,210171,26.829,2,0.9715154475
"1809","sd[1]",765,24,233985,29.869,2,1.0815956625
"1810","sd[1]",765,24,275396,35.156,2,1.27301801
"1811","sd[1]",765,24,259013,33.064,2,1.1972875925
"1812","sd[1]",765,24,217974,27.826,2,1.007584815
"1813","sd[1]",765,24,298149,38.06,2,1.3781937525
"1814","sd[1]",765,24,280983,35.869,2,1.2988439175
"1815","sd[1]",765,24,201629,25.739,2,0.9320300525
"1816","sd[1]",765,24,228514,29.171,2,1.056305965
"1817","sd[1]",765,24,242526,30.96,2,1.121076435
"1818","sd[1]",765,24,277019,35.363,2,1.2805203275
"1819","sd[1]",765,24,227685,29.065,2,1.0524739125
"1820","sd[1]",765,24,270888,34.58,2,1.25217978
"1821","sd[1]",765,24,290393,37.07,2,1.3423416425
"1822","sd[1]",765,24,159124,20.313,2,0.73555069
"1823","sd[1]",765,24,174301,22.25,2,0.8057063725
"1824","sd[1]",774,24,319900,40.837,2,1.47873775
"1825","sd[1]",774,24,326170,41.637,2,1.507720825
"1826","sd[1]",774,24,317275,40.502,2,1.4666036875
"1827","sd[1]",774,24,223162,28.488,2,1.031566345
"1828","sd[1]",774,24,228263,29.139,2,1.0551457175
"1829","sd[1]",774,24,293920,37.52,2,1.3586452
"1830","sd[1]",774,24,257210,32.834,2,1.188953225
"1831","sd[1]",774,24,256028,32.683,2,1.18348943
"1832","sd[1]",774,24,288695,36.853,2,1.3344926375
"1833","sd[1]",774,24,321414,41.03,2,1.485736215
"1834","sd[1]",774,24,235504,30.063,2,1.08861724
"1835","sd[1]",774,24,302486,38.614,2,1.398241535
"1836","sd[1]",774,24,307625,39.27,2,1.4219965625
"1837","sd[1]",774,24,278760,35.585,2,1.2885681
"1838","sd[1]",774,24,231301,29.527,2,1.0691888725
"1839","sd[1]",774,24,193773,24.736,2,0.8957156925
"1840","sd[1]",774,24,230147,29.379,2,1.0638545075
