"","Mutant","DGRP","temperature","TotalArea","AreaPerc","Block","Area_mmsq"
"3918","OREw",379,24,266657,34.04,4,1.2326219825
"3919","OREw",379,24,289089,36.904,4,1.3363139025
"3920","OREw",379,24,341016,43.532,4,1.57634646
"3921","OREw",379,24,285556,36.453,4,1.31998261
"3922","OREw",392,24,321788,41.078,4,1.48746503
"3923","OREw",392,24,332976,42.506,4,1.53918156
"3924","OREw",392,24,323333,41.275,4,1.4946067925
"3925","OREw",392,24,334693,42.725,4,1.5471183925
"3926","OREw",392,24,325484,41.55,4,1.50454979
"3927","OREw",392,24,312872,39.94,4,1.44625082
"3928","OREw",392,24,316701,40.429,4,1.4639503725
"3929","OREw",392,24,292385,37.324,4,1.3515496625
"3930","OREw",392,24,352669,45.02,4,1.6302124525
"3931","OREw",392,24,352442,44.991,4,1.629163145
"3932","OREw",392,24,301059,38.432,4,1.3916452275
"3933","OREw",392,24,307768,39.288,4,1.42265758
"3934","OREw",392,24,319736,40.816,4,1.47797966
"3935","OREw",392,24,314273,40.119,4,1.4527269425
"3936","OREw",392,24,333863,42.619,4,1.5432817175
"3937","OREw",392,24,336160,42.913,4,1.5538996
"3938","OREw",392,24,335514,42.83,4,1.550913465
"3939","OREw",392,24,321723,41.07,4,1.4871645675
"3940","OREw",439,24,308851,39.426,4,1.4276637475
"3941","OREw",439,24,315932,40.33,4,1.46039567
"3942","OREw",439,24,294332,37.573,4,1.36054967
"3943","OREw",439,24,297394,37.964,4,1.374703765
"3944","OREw",439,24,286884,36.622,4,1.32612129
"3945","OREw",439,24,296627,37.866,4,1.3711583075
"3946","OREw",439,24,327177,41.766,4,1.5123756825
"3947","OREw",439,24,329963,42.122,4,1.5252539675
"3948","OREw",439,24,343960,43.908,4,1.5899551
"3949","OREw",439,24,349457,44.61,4,1.6153649825
"3950","OREw",439,24,294188,37.555,4,1.35988403
"3951","OREw",439,24,278119,35.503,4,1.2856050775
"3952","OREw",439,24,357516,45.639,4,1.65261771
"3953","OREw",439,24,280409,35.796,4,1.2961906025
"3954","OREw",439,24,321872,41.089,4,1.48785332
"3955","OREw",439,24,327615,41.822,4,1.5144003375
"3956","OREw",439,24,279572,35.689,4,1.29232157
"3957","OREw",439,24,315534,40.28,4,1.458555915
"3958","OREw",439,24,301155,38.444,4,1.3920889875
"3959","OREw",439,24,307419,39.244,4,1.4210443275
"3960","OREw",439,24,320090,40.861,4,1.479616025
"3961","OREw",502,24,282570,36.072,4,1.306179825
"3962","OREw",502,24,283471,36.187,4,1.3103446975
"3963","OREw",502,24,269636,34.42,4,1.24639241
"3964","OREw",502,24,271262,34.628,4,1.253908595
"3965","OREw",502,24,266298,33.994,4,1.230962505
"3966","OREw",502,24,257025,32.811,4,1.1880980625
"3967","OREw",502,24,303098,38.692,4,1.401070505
"3968","OREw",502,24,299841,38.276,4,1.3860150225
"3969","OREw",502,24,286186,36.533,4,1.322894785
"3970","OREw",502,24,275235,35.135,4,1.2722737875
"3971","OREw",502,24,232361,29.662,4,1.0740887225
"3972","OREw",502,24,286046,36.515,4,1.322247635
"3973","OREw",502,24,266912,34.073,4,1.23380072
"3974","OREw",502,24,276254,35.265,4,1.276984115
"3975","OREw",502,24,312968,39.952,4,1.44669458
"3976","OREw",502,24,297373,37.961,4,1.3746066925
"3977","OREw",502,24,283174,36.149,4,1.308971815
"3978","OREw",502,24,262516,33.512,4,1.21348021
"3979","OREw",502,24,290275,37.055,4,1.3417961875
"3980","OREw",502,24,288694,36.853,4,1.334488015
"3981","OREw",502,24,282621,36.078,4,1.3064155725
"3982","OREw",757,24,350743,44.774,4,1.6213095175
"3983","OREw",757,24,340621,43.482,4,1.5745205725
"3984","OREw",757,24,347702,44.386,4,1.607252495
"3985","OREw",757,24,344489,43.976,4,1.5924004025
"3986","OREw",757,24,332004,42.382,4,1.53468849
"3987","OREw",757,24,366027,46.725,4,1.6919598075
"3988","OREw",757,24,336383,42.941,4,1.5549304175
"3989","OREw",757,24,333361,42.555,4,1.5409612225
"3990","OREw",757,24,358355,45.746,4,1.6564959875
"3991","OREw",757,24,350190,44.704,4,1.618753275
"3992","OREw",757,24,322466,41.164,4,1.490599085
"3993","OREw",757,24,344491,43.976,4,1.5924096475
"3994","OREw",757,24,341531,43.598,4,1.5787270475
"3995","OREw",757,24,274187,35.001,4,1.2674294075
"3996","OREw",757,24,374942,47.863,4,1.733169395
"3997","OREw",757,24,331694,42.342,4,1.533255515
"3998","OREw",757,24,357981,45.698,4,1.6547671725
"3999","OREw",757,24,349806,44.655,4,1.616978235
"4000","OREw",757,24,314742,40.178,4,1.454894895
"4001","OREw",757,24,350042,44.685,4,1.618069145
"4002","OREw",900,24,332833,42.488,4,1.5385205425
"4003","OREw",900,24,315235,40.241,4,1.4571737875
"4004","OREw",900,24,327298,41.781,4,1.512935005
"4005","OREw",900,24,324428,41.415,4,1.49966843
"4006","OREw",900,24,299675,38.255,4,1.3852476875
"4007","OREw",900,24,313302,39.995,4,1.448238495
"4008","OREw",900,24,289282,36.928,4,1.337206045
"4009","OREw",900,24,295779,37.758,4,1.3672384275
"4010","OREw",900,24,303054,38.686,4,1.400867115
"4011","OREw",900,24,305897,39.049,4,1.4140088825
"4012","OREw",900,24,295349,37.703,4,1.3652507525
"4013","OREw",900,24,326055,41.623,4,1.5071892375
"4014","OREw",900,24,329946,42.119,4,1.525175385
"4015","OREw",900,24,272644,34.804,4,1.26029689
"4016","OREw",900,24,293630,37.483,4,1.357304675
"4017","OREw",900,24,301159,38.445,4,1.3921074775
"4018","OREw",900,24,338277,43.183,4,1.5636854325
"4019","OREw",900,24,303223,38.708,4,1.4016483175
"4020","OREw",900,24,316436,40.395,4,1.46272541
"4021","OREw",900,24,269766,34.437,4,1.246993335
"4022","OREw",900,24,318177,40.617,4,1.4707731825
"4023","OREw",900,24,317669,40.552,4,1.4684249525
"4024","OREw",900,24,323872,41.344,4,1.49709832
"4025","OREw",900,24,279335,35.659,4,1.2912260375
"4026","OREw",911,24,294573,37.604,4,1.3616636925
"4027","OREw",911,24,304184,38.831,4,1.40609054
"4028","OREw",911,24,296309,37.825,4,1.3696883525
"4029","OREw",911,24,261491,33.381,4,1.2087421475
"4030","OREw",911,24,308157,39.338,4,1.4244557325
"4031","OREw",911,24,285984,36.507,4,1.32196104
"4032","OREw",911,24,330379,42.175,4,1.5271769275
"4033","OREw",911,24,344518,43.98,4,1.592534455
"4034","OREw",911,24,319121,40.737,4,1.4751368225
"4035","OREw",911,24,281421,35.925,4,1.3008685725
"4036","OREw",911,24,328663,41.956,4,1.5192447175
"4037","OREw",911,24,259002,33.063,4,1.197236745
"4038","OREw",911,24,278562,35.56,4,1.287652845
"4039","OREw",911,24,314767,40.182,4,1.4550104575
"4040","OREw",911,24,315561,40.283,4,1.4586807225
"4041","OREw",911,24,297546,37.983,4,1.375406385
"4042","OREw",911,24,302748,38.647,4,1.39945263
"4043","OREw",911,24,346877,44.281,4,1.6034389325
"4044","OREw",177,24,320979,40.975,4,1.4837254275
"4045","OREw",195,24,352985,45.06,4,1.6316731625
"4046","OREw",195,24,370263,47.266,4,1.7115407175
"4047","OREw",239,24,332947,42.502,4,1.5390475075
"4048","OREw",348,24,300182,38.32,4,1.387591295
"4049","OREw",348,24,320824,40.955,4,1.48300894
"4050","OREw",392,24,349249,44.583,4,1.6144035025
"4051","OREw",439,24,348364,44.47,4,1.61031259
"4052","sd[1]",42,24,321681,41.064,4,1.4869704225
"4053","sd[1]",158,24,326612,41.694,4,1.50976397
"4054","sd[1]",42,24,308662,39.402,4,1.426790095
"4055","sd[1]",42,24,302009,38.553,4,1.3960366025
"4056","sd[1]",42,24,286594,36.585,4,1.324780765
"4057","sd[1]",42,24,282411,36.051,4,1.3054448475
"4058","sd[1]",42,24,312461,39.887,4,1.4443509725
"4059","sd[1]",42,24,301614,38.503,4,1.394210715
"4060","sd[1]",42,24,288380,36.813,4,1.33303655
"4061","sd[1]",42,24,290052,37.027,4,1.34076537
"4062","sd[1]",42,24,275094,35.117,4,1.271622015
"4063","sd[1]",42,24,297251,37.946,4,1.3740427475
"4064","sd[1]",42,24,298569,38.114,4,1.3801352025
"4065","sd[1]",42,24,292247,37.307,4,1.3509117575
"4066","sd[1]",42,24,197941,25.268,4,0.9149822725
"4067","sd[1]",42,24,319766,40.82,4,1.478118335
"4068","sd[1]",42,24,302211,38.579,4,1.3969703475
"4069","sd[1]",42,24,329695,42.087,4,1.5240151375
"4070","sd[1]",42,24,312209,39.855,4,1.4431861025
"4071","sd[1]",42,24,305020,38.937,4,1.40995495
"4072","sd[1]",42,24,307573,39.263,4,1.4217561925
"4073","sd[1]",57,24,313316,39.996,4,1.44830321
"4074","sd[1]",57,24,265498,33.892,4,1.227264505
"4075","sd[1]",57,24,280410,35.796,4,1.296195225
"4076","sd[1]",57,24,232579,29.69,4,1.0750964275
"4077","sd[1]",57,24,295870,37.769,4,1.367659075
"4078","sd[1]",57,24,283765,36.224,4,1.3117037125
"4079","sd[1]",57,24,276989,35.359,4,1.2803816525
"4080","sd[1]",57,24,306067,39.071,4,1.4147947075
"4081","sd[1]",57,24,285093,36.394,4,1.3178423925
"4082","sd[1]",57,24,312744,39.923,4,1.44565914
"4083","sd[1]",57,24,273883,34.963,4,1.2660241675
"4084","sd[1]",57,24,285518,36.448,4,1.319806955
"4085","sd[1]",57,24,275492,35.168,4,1.27346177
"4086","sd[1]",57,24,281621,35.95,4,1.3017930725
"4087","sd[1]",57,24,305270,38.969,4,1.411110575
"4088","sd[1]",57,24,305234,38.965,4,1.410944165
"4089","sd[1]",57,24,309683,39.533,4,1.4315096675
"4090","sd[1]",57,24,304891,38.921,4,1.4093586475
"4091","sd[1]",57,24,276064,35.241,4,1.27610584
"4092","sd[1]",57,24,299889,38.282,4,1.3862369025
"4093","sd[1]",57,24,300603,38.374,4,1.3895373675
"4094","sd[1]",57,24,290774,37.119,4,1.344102815
"4095","sd[1]",57,24,290399,37.071,4,1.3423693775
"4096","sd[1]",83,24,272290,34.759,4,1.258660525
"4097","sd[1]",83,24,226557,28.921,4,1.0472597325
"4098","sd[1]",83,24,244651,31.231,4,1.1308992475
"4099","sd[1]",83,24,265085,33.839,4,1.2253554125
"4100","sd[1]",83,24,188940,24.119,4,0.87337515
"4101","sd[1]",83,24,283139,36.144,4,1.3088100275
"4102","sd[1]",83,24,302159,38.572,4,1.3967299775
"4103","sd[1]",83,24,257712,32.898,4,1.19127372
"4104","sd[1]",83,24,227235,29.008,4,1.0503937875
"4105","sd[1]",83,24,266341,34,4,1.2311612725
"4106","sd[1]",83,24,241989,30.891,4,1.1185941525
"4107","sd[1]",83,24,224162,28.615,4,1.036188845
"4108","sd[1]",83,24,191209,24.409,4,0.8838636025
"4109","sd[1]",83,24,242591,30.968,4,1.1213768975
"4110","sd[1]",83,24,255341,32.596,4,1.1803137725
"4111","sd[1]",83,24,273556,34.921,4,1.26451261
"4112","sd[1]",83,24,202148,25.805,4,0.93442913
"4113","sd[1]",83,24,208202,26.578,4,0.962413745
"4114","sd[1]",83,24,291144,37.166,4,1.34581314
"4115","sd[1]",83,24,232011,29.617,4,1.0724708475
"4116","sd[1]",91,24,271828,34.7,4,1.25652493
"4117","sd[1]",91,24,307411,39.243,4,1.4210073475
"4118","sd[1]",91,24,305100,38.948,4,1.41032475
"4119","sd[1]",91,24,293332,37.445,4,1.35592717
"4120","sd[1]",91,24,299249,38.201,4,1.3832785025
"4121","sd[1]",91,24,264847,33.809,4,1.2242552575
"4122","sd[1]",91,24,286150,36.529,4,1.322728375
"4123","sd[1]",91,24,319044,40.728,4,1.47478089
"4124","sd[1]",91,24,307544,39.26,4,1.42162214
"4125","sd[1]",91,24,271645,34.677,4,1.2556790125
"4126","sd[1]",91,24,337411,43.072,4,1.5596823475
"4127","sd[1]",91,24,281360,35.917,4,1.3005866
"4128","sd[1]",91,24,302742,38.647,4,1.399424895
"4129","sd[1]",91,24,304929,38.926,4,1.4095343025
"4130","sd[1]",91,24,295006,37.659,4,1.363665235
"4131","sd[1]",91,24,313092,39.968,4,1.44726777
"4132","sd[1]",91,24,314796,40.185,4,1.45514451
"4133","sd[1]",91,24,330624,42.206,4,1.52830944
"4134","sd[1]",158,24,315222,40.24,4,1.457113695
"4135","sd[1]",158,24,308853,39.427,4,1.4276729925
"4136","sd[1]",158,24,331782,42.354,4,1.533662295
"4137","sd[1]",158,24,348476,44.485,4,1.61083031
"4138","sd[1]",158,24,318357,40.64,4,1.4716052325
"4139","sd[1]",158,24,320278,40.885,4,1.480485055
"4140","sd[1]",158,24,320340,40.893,4,1.48077165
"4141","sd[1]",158,24,333024,42.512,4,1.53940344
"4142","sd[1]",158,24,293517,37.469,4,1.3567823325
"4143","sd[1]",158,24,312680,39.915,4,1.4453633
"4144","sd[1]",158,24,327455,41.801,4,1.5136607375
"4145","sd[1]",158,24,317266,40.501,4,1.466562085
"4146","sd[1]",158,24,314335,40.127,4,1.4530135375
"4147","sd[1]",158,24,334307,42.676,4,1.5453341075
"4148","sd[1]",158,24,321655,41.061,4,1.4868502375
"4149","sd[1]",158,24,306892,39.176,4,1.41860827
"4150","sd[1]",158,24,318977,40.719,4,1.4744711825
"4151","sd[1]",158,24,323257,41.265,4,1.4942554825
"4152","sd[1]",158,24,286391,36.559,4,1.3238423975
"4153","sd[1]",158,24,315004,40.212,4,1.45610599
"4154","sd[1]",195,24,299326,38.211,4,1.383634435
"4155","sd[1]",195,24,270169,34.488,4,1.2488562025
"4156","sd[1]",195,24,300998,38.424,4,1.391363255
"4157","sd[1]",195,24,301369,38.471,4,1.3930782025
"4158","sd[1]",195,24,292895,37.39,4,1.3539071375
"4159","sd[1]",195,24,302292,38.589,4,1.39734477
"4160","sd[1]",195,24,282117,36.014,4,1.3040858325
"4161","sd[1]",195,24,288581,36.839,4,1.3339656725
"4162","sd[1]",195,24,316561,40.411,4,1.4633032225
"4163","sd[1]",195,24,285412,36.434,4,1.31931697
"4164","sd[1]",195,24,282514,36.064,4,1.305920965
"4165","sd[1]",195,24,305751,39.031,4,1.4133339975
"4166","sd[1]",195,24,285495,36.445,4,1.3197006375
"4167","sd[1]",195,24,293594,37.479,4,1.357138265
"4168","sd[1]",195,24,290261,37.053,4,1.3417314725
"4169","sd[1]",195,24,277992,35.487,4,1.28501802
"4170","sd[1]",195,24,293110,37.417,4,1.354900975
"4171","sd[1]",195,24,263035,33.578,4,1.2158792875
"4172","sd[1]",195,24,292138,37.293,4,1.350407905
"4173","sd[1]",195,24,253779,32.396,4,1.1730934275
"4174","sd[1]",195,24,309759,39.542,4,1.4318609775
"4175","sd[1]",195,24,308779,39.417,4,1.4273309275
"4176","sd[1]",239,24,258790,33.036,4,1.196256775
"4177","sd[1]",239,24,299009,38.17,4,1.3821691025
"4178","sd[1]",239,24,309980,39.571,4,1.43288255
"4179","sd[1]",239,24,330873,42.238,4,1.5294604425
"4180","sd[1]",239,24,286410,36.562,4,1.323930225
"4181","sd[1]",239,24,273176,34.872,4,1.26275606
"4182","sd[1]",239,24,270279,34.503,4,1.2493646775
"4183","sd[1]",239,24,268500,34.275,4,1.24114125
"4184","sd[1]",239,24,277048,35.367,4,1.28065438
"4185","sd[1]",239,24,279467,35.675,4,1.2918362075
"4186","sd[1]",239,24,265831,33.935,4,1.2288037975
"4187","sd[1]",239,24,308160,39.338,4,1.4244696
"4188","sd[1]",239,24,326230,41.645,4,1.507998175
"4189","sd[1]",239,24,328291,41.908,4,1.5175251475
"4190","sd[1]",239,24,276392,35.283,4,1.27762202
"4191","sd[1]",239,24,270184,34.49,4,1.24892554
"4192","sd[1]",239,24,293898,37.518,4,1.358543505
"4193","sd[1]",239,24,287253,36.669,4,1.3278269925
"4194","sd[1]",239,24,293201,37.429,4,1.3553216225
"4195","sd[1]",239,24,289478,36.953,4,1.338112055
"4196","sd[1]",239,24,263029,33.577,4,1.2158515525
"4197","sd[1]",239,24,253498,32.36,4,1.171794505
"4198","sd[1]",239,24,303676,38.766,4,1.40374231
"4199","sd[1]",319,24,277416,35.414,4,1.28235546
"4200","sd[1]",319,24,232251,29.648,4,1.0735802475
"4201","sd[1]",319,24,301771,38.523,4,1.3949364475
"4202","sd[1]",319,24,202758,25.883,4,0.937248855
"4203","sd[1]",319,24,214117,27.333,4,0.9897558325
"4204","sd[1]",319,24,288537,36.833,4,1.3337622825
"4205","sd[1]",319,24,297628,37.994,4,1.37578543
"4206","sd[1]",319,24,298721,38.133,4,1.3808378225
"4207","sd[1]",319,24,255937,32.672,4,1.1830687825
"4208","sd[1]",319,24,268794,34.313,4,1.242500265
"4209","sd[1]",319,24,311430,39.756,4,1.439585175
"4210","sd[1]",319,24,315789,40.312,4,1.4597346525
"4211","sd[1]",319,24,286852,36.618,4,1.32597337
"4212","sd[1]",319,24,285190,36.406,4,1.318290775
"4213","sd[1]",319,24,273779,34.949,4,1.2655434275
"4214","sd[1]",319,24,300585,38.371,4,1.3894541625
"4215","sd[1]",319,24,179897,22.965,4,0.8315738825
"4216","sd[1]",319,24,273043,34.855,4,1.2621412675
"4217","sd[1]",348,24,305465,38.994,4,1.4120119625
"4218","sd[1]",348,24,289367,36.939,4,1.3375989575
"4219","sd[1]",348,24,254903,32.54,4,1.1782891175
"4220","sd[1]",348,24,310904,39.689,4,1.43715374
"4221","sd[1]",348,24,272260,34.755,4,1.25852185
"4222","sd[1]",348,24,290438,37.076,4,1.342549655
"4223","sd[1]",348,24,259557,33.134,4,1.1998022325
"4224","sd[1]",348,24,272612,34.8,4,1.26014897
"4225","sd[1]",348,24,281096,35.883,4,1.29936626
"4226","sd[1]",348,24,291222,37.176,4,1.346173695
"4227","sd[1]",348,24,304520,38.874,4,1.4076437
"4228","sd[1]",348,24,278728,35.581,4,1.28842018
"4229","sd[1]",348,24,307776,39.289,4,1.42269456
"4230","sd[1]",348,24,276896,35.347,4,1.27995176
"4231","sd[1]",348,24,306840,39.17,4,1.4183679
"4232","sd[1]",348,24,299601,38.246,4,1.3849056225
"4233","sd[1]",348,24,265597,33.905,4,1.2277221325
"4234","sd[1]",348,24,306888,39.176,4,1.41858978
"4235","sd[1]",348,24,288400,36.816,4,1.333129
"4236","sd[1]",371,24,277678,35.447,4,1.283566555
"4237","sd[1]",371,24,276437,35.289,4,1.2778300325
"4238","sd[1]",371,24,270794,34.568,4,1.251745265
"4239","sd[1]",371,24,250183,31.937,4,1.1564709175
"4240","sd[1]",371,24,314676,40.17,4,1.45458981
"4241","sd[1]",371,24,275542,35.174,4,1.273692895
"4242","sd[1]",371,24,296114,37.801,4,1.368786965
"4243","sd[1]",371,24,290925,37.138,4,1.3448008125
"4244","sd[1]",371,24,281438,35.927,4,1.300947155
"4245","sd[1]",371,24,272129,34.739,4,1.2579163025
"4246","sd[1]",371,24,305591,39.01,4,1.4125943975
"4247","sd[1]",371,24,271101,34.607,4,1.2531643725
"4248","sd[1]",371,24,279631,35.696,4,1.2925942975
"4249","sd[1]",371,24,267103,34.097,4,1.2346836175
"4250","sd[1]",371,24,293688,37.491,4,1.35757278
"4251","sd[1]",371,24,273688,34.938,4,1.26512278
"4252","sd[1]",371,24,279104,35.629,4,1.29015824
"4253","sd[1]",371,24,282742,36.093,4,1.306974895
"4254","sd[1]",371,24,294806,37.634,4,1.362740735
"4255","sd[1]",373,24,325732,41.581,4,1.50569617
"4256","sd[1]",373,24,325879,41.6,4,1.5063756775
"4257","sd[1]",373,24,334515,42.703,4,1.5462955875
"4258","sd[1]",373,24,305288,38.972,4,1.41119378
"4259","sd[1]",373,24,341196,43.555,4,1.57717851
"4260","sd[1]",373,24,310717,39.665,4,1.4362893325
"4261","sd[1]",373,24,341331,43.573,4,1.5778025475
"4262","sd[1]",373,24,314061,40.092,4,1.4517469725
"4263","sd[1]",373,24,329242,42.029,4,1.521921145
"4264","sd[1]",373,24,311973,39.825,4,1.4420951925
"4265","sd[1]",373,24,358077,45.71,4,1.6552109325
"4266","sd[1]",373,24,161714,20.644,4,0.747522965
"4267","sd[1]",373,24,344929,44.032,4,1.5944343025
"4268","sd[1]",373,24,331595,42.33,4,1.5327978875
"4269","sd[1]",373,24,296002,37.786,4,1.368269245
"4270","sd[1]",373,24,266567,34.029,4,1.2322059575
"4271","sd[1]",373,24,338710,43.238,4,1.565686975
"4272","sd[1]",379,24,270516,34.533,4,1.25046021
"4273","sd[1]",379,24,285416,36.435,4,1.31933546
"4274","sd[1]",379,24,296433,37.841,4,1.3702615425
"4275","sd[1]",379,24,327794,41.845,4,1.515227765
"4276","sd[1]",379,24,325111,41.502,4,1.5028255975
"4277","sd[1]",379,24,277070,35.369,4,1.280756075
"4278","sd[1]",379,24,296638,37.867,4,1.371209155
"4279","sd[1]",379,24,276496,35.296,4,1.27810276
"4280","sd[1]",379,24,286347,36.554,4,1.3236390075
"4281","sd[1]",379,24,300487,38.359,4,1.3890011575
"4282","sd[1]",379,24,281313,35.911,4,1.3003693425
"4283","sd[1]",379,24,306037,39.067,4,1.4146560325
"4284","sd[1]",379,24,303100,38.692,4,1.40107975
"4285","sd[1]",379,24,328134,41.888,4,1.516799415
"4286","sd[1]",379,24,332221,42.41,4,1.5356915725
"4287","sd[1]",379,24,316630,40.419,4,1.463622175
"4288","sd[1]",379,24,291669,37.233,4,1.3482399525
"4289","sd[1]",379,24,285084,36.392,4,1.31780079
"4290","sd[1]",379,24,273407,34.902,4,1.2638238575
"4291","sd[1]",379,24,259959,33.185,4,1.2016604775
"4292","sd[1]",379,24,266514,34.022,4,1.231960965
"4293","sd[1]",392,24,259950,33.184,4,1.201618875
"4294","sd[1]",392,24,284986,36.38,4,1.317347785
"4295","sd[1]",392,24,278042,35.494,4,1.285249145
"4296","sd[1]",392,24,80505,10.277,4,0.3721343625
"4297","sd[1]",392,24,294513,37.596,4,1.3613863425
"4298","sd[1]",392,24,291505,37.212,4,1.3474818625
"4299","sd[1]",392,24,282274,36.034,4,1.304811565
"4300","sd[1]",392,24,286115,36.524,4,1.3225665875
"4301","sd[1]",392,24,282169,36.02,4,1.3043262025
"4302","sd[1]",392,24,297012,37.915,4,1.37293797
"4303","sd[1]",392,24,263487,33.635,4,1.2179686575
"4304","sd[1]",392,24,278574,35.561,4,1.287708315
"4305","sd[1]",392,24,264815,33.805,4,1.2241073375
"4306","sd[1]",392,24,118828,15.169,4,0.54928243
"4307","sd[1]",392,24,303464,38.739,4,1.40276234
"4308","sd[1]",392,24,191322,24.423,4,0.884385945
"4309","sd[1]",392,24,289881,37.005,4,1.3399749225
"4310","sd[1]",392,24,314172,40.106,4,1.45226007
"4311","sd[1]",392,24,81693,10.429,4,0.3776258925
"4312","sd[1]",439,24,302155,38.572,4,1.3967114875
"4313","sd[1]",439,24,322478,41.166,4,1.490654555
"4314","sd[1]",439,24,326298,41.654,4,1.508312505
"4315","sd[1]",439,24,300035,38.301,4,1.3869117875
"4316","sd[1]",439,24,316181,40.362,4,1.4615466725
"4317","sd[1]",439,24,314577,40.157,4,1.4541321825
"4318","sd[1]",439,24,291855,37.257,4,1.3490997375
"4319","sd[1]",439,24,287415,36.69,4,1.3285758375
"4320","sd[1]",439,24,313432,40.011,4,1.44883942
"4321","sd[1]",439,24,298330,38.083,4,1.379030425
"4322","sd[1]",439,24,299888,38.282,4,1.38623228
"4323","sd[1]",439,24,324019,41.363,4,1.4977778275
"4324","sd[1]",439,24,321925,41.095,4,1.4880983125
"4325","sd[1]",439,24,301092,38.436,4,1.39179777
"4326","sd[1]",439,24,272428,34.777,4,1.25929843
"4327","sd[1]",502,24,352726,45.027,4,1.630475935
"4328","sd[1]",502,24,342054,43.665,4,1.581144615
"4329","sd[1]",502,24,246010,31.404,4,1.137181225
"4330","sd[1]",502,24,265688,33.916,4,1.22814278
"4331","sd[1]",502,24,339544,43.345,4,1.56954214
"4332","sd[1]",502,24,214968,27.442,4,0.99368958
"4333","sd[1]",502,24,348127,44.44,4,1.6092170575
"4334","sd[1]",502,24,296300,37.824,4,1.36964675
"4335","sd[1]",502,24,349325,44.593,4,1.6147548125
"4336","sd[1]",502,24,328303,41.91,4,1.5175806175
"4337","sd[1]",502,24,271180,34.618,4,1.25352955
"4338","sd[1]",502,24,250943,32.034,4,1.1599840175
"4339","sd[1]",502,24,263379,33.622,4,1.2174694275
"4340","sd[1]",502,24,345180,44.064,4,1.59559455
"4341","sd[1]",502,24,293710,37.494,4,1.357674475
"4342","sd[1]",502,24,327440,41.799,4,1.5135914
"4343","sd[1]",502,24,325802,41.59,4,1.506019745
"4344","sd[1]",502,24,319428,40.777,4,1.47655593
"4345","sd[1]",502,24,222555,28.41,4,1.0287604875
"4346","sd[1]",502,24,237638,30.336,4,1.098481655
"4347","sd[1]",757,24,323032,41.237,4,1.49321542
"4348","sd[1]",757,24,334907,42.753,4,1.5481076075
"4349","sd[1]",757,24,333356,42.555,4,1.54093811
"4350","sd[1]",757,24,315661,40.296,4,1.4591429725
"4351","sd[1]",757,24,328238,41.901,4,1.517280155
"4352","sd[1]",757,24,307759,39.287,4,1.4226159775
"4353","sd[1]",757,24,341902,43.646,4,1.580441995
"4354","sd[1]",757,24,325820,41.593,4,1.50610295
"4355","sd[1]",757,24,331544,42.323,4,1.53256214
"4356","sd[1]",757,24,336488,42.954,4,1.55541578
"4357","sd[1]",757,24,339787,43.376,4,1.5706654075
"4358","sd[1]",757,24,357802,45.675,4,1.653939745
"4359","sd[1]",757,24,330169,42.148,4,1.5262062025
"4360","sd[1]",757,24,330682,42.213,4,1.528577545
"4361","sd[1]",900,24,320441,40.906,4,1.4812385225
"4362","sd[1]",900,24,280919,35.861,4,1.2985480775
"4363","sd[1]",900,24,300958,38.419,4,1.391178355
"4364","sd[1]",900,24,284192,36.279,4,1.31367752
"4365","sd[1]",900,24,296323,37.827,4,1.3697530675
"4366","sd[1]",900,24,318657,40.678,4,1.4729919825
"4367","sd[1]",900,24,307784,39.29,4,1.42273154
"4368","sd[1]",900,24,279327,35.658,4,1.2911890575
"4369","sd[1]",900,24,306507,39.127,4,1.4168286075
"4370","sd[1]",900,24,301237,38.454,4,1.3924680325
"4371","sd[1]",900,24,302069,38.561,4,1.3963139525
"4372","sd[1]",900,24,301483,38.486,4,1.3936051675
"4373","sd[1]",900,24,308699,39.407,4,1.4269611275
"4374","sd[1]",900,24,273200,34.875,4,1.262867
"4375","sd[1]",900,24,341464,43.59,4,1.57841734
"4376","sd[1]",900,24,288756,36.861,4,1.33477461
"4377","sd[1]",900,24,303460,38.738,4,1.40274385
"4378","sd[1]",900,24,319687,40.81,4,1.4777531575
"4379","sd[1]",900,24,291251,37.18,4,1.3463077475
"4380","sd[1]",900,24,289425,36.947,4,1.3378670625
"4381","sd[1]",911,24,295821,37.763,4,1.3674325725
"4382","sd[1]",911,24,275394,35.155,4,1.273008765
"4383","sd[1]",911,24,300139,38.314,4,1.3873925275
"4384","sd[1]",911,24,258063,32.943,4,1.1928962175
"4385","sd[1]",911,24,288281,36.801,4,1.3325789225
"4386","sd[1]",911,24,272668,34.807,4,1.26040783
"4387","sd[1]",911,24,283522,36.193,4,1.310580445
"4388","sd[1]",911,24,275515,35.171,4,1.2735680875
"4389","sd[1]",911,24,305918,39.052,4,1.414105955
"4390","sd[1]",911,24,300547,38.366,4,1.3892785075
"4391","sd[1]",911,24,276192,35.257,4,1.27669752
"4392","sd[1]",911,24,290681,37.107,4,1.3436729225
"4393","sd[1]",911,24,307211,39.217,4,1.4200828475
"4394","sd[1]",911,24,264161,33.722,4,1.2210842225
"4395","sd[1]",911,24,219782,28.056,4,1.015942295
"4396","sd[1]",911,24,298474,38.102,4,1.379696065
"4397","sd[1]",911,24,316954,40.461,4,1.465119865
"4398","sd[1]",911,24,286701,36.599,4,1.3252753725
"4399","sd[1]",911,24,299475,38.23,4,1.3843231875
