"Mutant","DGRP","temperature","TotalArea","AreaPerc","Block"
"sd[1]","427",24,340962,43.526,"2"
"sd[1]","427",24,322028,41.109,"2"
"sd[1]","427",24,265595,33.905,"2"
"sd[1]","427",24,259451,33.12,"2"
"sd[1]","427",24,320174,40.872,"2"
"sd[1]","427",24,270586,34.542,"2"
"sd[1]","427",24,324967,41.484,"2"
"sd[1]","427",24,291800,37.25,"2"
"sd[1]","427",24,286104,36.523,"2"
"sd[1]","427",24,215367,27.493,"2"
"sd[1]","427",24,298758,38.138,"2"
"sd[1]","427",24,329237,42.029,"2"
"sd[1]","437",24,275450,35.163,"2"
"sd[1]","437",24,294337,37.574,"2"
"sd[1]","437",24,308379,39.366,"2"
"sd[1]","437",24,306597,39.139,"2"
"sd[1]","437",24,300993,38.423,"2"
"sd[1]","437",24,302017,38.554,"2"
"sd[1]","437",24,278152,35.508,"2"
"sd[1]","437",24,307623,39.27,"2"
"sd[1]","437",24,316562,40.411,"2"
"sd[1]","437",24,304319,38.848,"2"
"sd[1]","437",24,309779,39.545,"2"
"sd[1]","437",24,331974,42.378,"2"
"sd[1]","437",24,314804,40.186,"2"
"sd[1]","437",24,190442,24.311,"2"
"sd[1]","437",24,307756,39.287,"2"
"sd[1]","437",24,302918,38.669,"2"
"sd[1]","437",24,324403,41.412,"2"
"sd[1]","437",24,332986,42.507,"2"
"sd[1]","437",24,217538,27.77,"2"
"sd[1]","437",24,207742,26.519,"2"
"sd[1]","443",24,293068,37.412,"2"
"sd[1]","443",24,311655,39.784,"2"
"sd[1]","443",24,229400,29.284,"2"
"sd[1]","443",24,223468,28.527,"2"
"sd[1]","443",24,337030,43.024,"2"
"sd[1]","443",24,310484,39.635,"2"
"sd[1]","443",24,207433,26.48,"2"
"sd[1]","443",24,255339,32.595,"2"
"sd[1]","443",24,237532,30.322,"2"
"sd[1]","443",24,179472,22.911,"2"
"sd[1]","443",24,279866,35.726,"2"
"sd[1]","443",24,228726,29.198,"2"
"sd[1]","443",24,240138,30.655,"2"
"sd[1]","443",24,256942,32.8,"2"
"sd[1]","443",24,215412,27.498,"2"
"sd[1]","443",24,264906,33.817,"2"
"sd[1]","443",24,196433,25.076,"2"
"sd[1]","443",24,194782,24.865,"2"
"sd[1]","443",24,289299,36.931,"2"
"sd[1]","492",24,286913,36.626,"2"
"sd[1]","492",24,335824,42.87,"2"
"sd[1]","492",24,285658,36.466,"2"
"sd[1]","492",24,260963,33.313,"2"
"sd[1]","492",24,273469,34.91,"2"
"sd[1]","492",24,284951,36.375,"2"
"sd[1]","492",24,297351,37.958,"2"
"sd[1]","492",24,313312,39.996,"2"
"sd[1]","492",24,282849,36.107,"2"
"sd[1]","492",24,256340,32.723,"2"
"sd[1]","492",24,273831,34.956,"2"
"sd[1]","492",24,262160,33.466,"2"
"sd[1]","492",24,282205,36.025,"2"
"sd[1]","492",24,308044,39.323,"2"
"sd[1]","492",24,261568,33.391,"2"
"sd[1]","492",24,297254,37.946,"2"
"sd[1]","492",24,303914,38.796,"2"
"sd[1]","492",24,224958,28.717,"2"
"sd[1]","492",24,260221,33.219,"2"
"sd[1]","492",24,252623,32.249,"2"
"sd[1]","765",24,251469,32.101,"2"
"sd[1]","765",24,255045,32.558,"2"
"sd[1]","765",24,279898,35.73,"2"
"sd[1]","765",24,210171,26.829,"2"
"sd[1]","765",24,233985,29.869,"2"
"sd[1]","765",24,275396,35.156,"2"
"sd[1]","765",24,259013,33.064,"2"
"sd[1]","765",24,217974,27.826,"2"
"sd[1]","765",24,298149,38.06,"2"
"sd[1]","765",24,280983,35.869,"2"
"sd[1]","765",24,201629,25.739,"2"
"sd[1]","765",24,228514,29.171,"2"
"sd[1]","765",24,242526,30.96,"2"
"sd[1]","765",24,277019,35.363,"2"
"sd[1]","765",24,227685,29.065,"2"
"sd[1]","765",24,270888,34.58,"2"
"sd[1]","765",24,290393,37.07,"2"
"sd[1]","765",24,159124,20.313,"2"
"sd[1]","765",24,174301,22.25,"2"
"sd[1]","774",24,319900,40.837,"2"
"sd[1]","774",24,326170,41.637,"2"
"sd[1]","774",24,317275,40.502,"2"
"sd[1]","774",24,223162,28.488,"2"
"sd[1]","774",24,228263,29.139,"2"
"sd[1]","774",24,293920,37.52,"2"
"sd[1]","774",24,257210,32.834,"2"
"sd[1]","774",24,256028,32.683,"2"
"sd[1]","774",24,288695,36.853,"2"
"sd[1]","774",24,321414,41.03,"2"
"sd[1]","774",24,235504,30.063,"2"
"sd[1]","774",24,302486,38.614,"2"
"sd[1]","774",24,307625,39.27,"2"
"sd[1]","774",24,278760,35.585,"2"
"sd[1]","774",24,231301,29.527,"2"
"sd[1]","774",24,193773,24.736,"2"
"sd[1]","774",24,230147,29.379,"2"
"sd[1]","774",24,259035,33.067,"2"
"sd[1]","774",24,209752,26.776,"2"
"sd[1]","843",24,261096,33.33,"2"
"sd[1]","843",24,257642,32.889,"2"
"sd[1]","843",24,273169,34.871,"2"
"sd[1]","843",24,286157,36.529,"2"
"sd[1]","843",24,236029,30.13,"2"
"sd[1]","843",24,256969,32.803,"2"
"sd[1]","843",24,245520,31.342,"2"
"sd[1]","843",24,247640,31.613,"2"
"sd[1]","843",24,282965,36.122,"2"
"sd[1]","843",24,291454,37.206,"2"
"sd[1]","843",24,300634,38.378,"2"
"sd[1]","843",24,219503,28.021,"2"
"sd[1]","843",24,254707,32.515,"2"
"sd[1]","907",24,276210,35.26,"2"
"sd[1]","907",24,302815,38.656,"2"
"sd[1]","907",24,269372,34.387,"2"
"sd[1]","907",24,261913,33.435,"2"
"sd[1]","907",24,338345,43.192,"2"
"sd[1]","907",24,315774,40.31,"2"
"sd[1]","907",24,307664,39.275,"2"
"sd[1]","907",24,262638,33.527,"2"
"sd[1]","907",24,319576,40.796,"2"
"sd[1]","907",24,356031,45.449,"2"
"sd[1]","907",24,276591,35.308,"2"
"sd[1]","907",24,304011,38.809,"2"
"sd[1]","907",24,270566,34.539,"2"
"sd[1]","907",24,344670,43.999,"2"
"sd[1]","907",24,272836,34.829,"2"
"sd[1]","907",24,271690,34.683,"2"
"sd[1]","301",24,257392,32.857,"2"
"sd[1]","843",24,259736,33.157,"2"
"sd[E3]","235",24,157917,20.159,"2"
"sd[E3]","235",24,211113,26.95,"2"
"sd[E3]","235",24,136304,17.4,"2"
"sd[E3]","235",24,156204,19.94,"2"
"sd[E3]","235",24,189310,24.166,"2"
"sd[E3]","235",24,160950,20.546,"2"
"sd[E3]","235",24,198712,25.367,"2"
"sd[E3]","235",24,206681,26.384,"2"
"sd[E3]","235",24,135102,17.246,"2"
"sd[E3]","235",24,224059,28.602,"2"
"sd[E3]","235",24,78078,9.967,"2"
"sd[E3]","235",24,135484,17.295,"2"
"sd[E3]","301",24,97481,12.444,"2"
"sd[E3]","301",24,144326,18.424,"2"
"sd[E3]","301",24,82479,10.529,"2"
"sd[E3]","301",24,73531,9.387,"2"
"sd[E3]","301",24,55448,7.078,"2"
"sd[E3]","301",24,65220,8.326,"2"
"sd[E3]","301",24,60460,7.718,"2"
"sd[E3]","301",24,66605,8.502,"2"
"sd[E3]","301",24,70384,8.985,"2"
"sd[E3]","301",24,72083,9.202,"2"
"sd[E3]","301",24,106927,13.65,"2"
"sd[E3]","301",24,79632,10.165,"2"
"sd[E3]","301",24,70292,8.973,"2"
"sd[E3]","301",24,72523,9.258,"2"
"sd[E3]","301",24,85069,10.86,"2"
"sd[E3]","301",24,43682,5.576,"2"
"sd[E3]","307",24,91106,11.63,"2"
"sd[E3]","307",24,115082,14.691,"2"
"sd[E3]","307",24,107209,13.686,"2"
"sd[E3]","307",24,186497,23.807,"2"
"sd[E3]","307",24,214885,27.431,"2"
"sd[E3]","307",24,157095,20.054,"2"
"sd[E3]","307",24,86836,11.085,"2"
"sd[E3]","307",24,197003,25.148,"2"
"sd[E3]","307",24,115650,14.763,"2"
"sd[E3]","307",24,83020,10.598,"2"
"sd[E3]","307",24,199726,25.496,"2"
"sd[E3]","307",24,163569,20.88,"2"
"sd[E3]","307",24,166333,21.233,"2"
"sd[E3]","315",24,192731,24.603,"2"
"sd[E3]","315",24,176872,22.579,"2"
"sd[E3]","315",24,166489,21.253,"2"
"sd[E3]","315",24,227462,29.037,"2"
"sd[E3]","315",24,223016,28.469,"2"
"sd[E3]","315",24,231542,29.558,"2"
"sd[E3]","315",24,150018,19.151,"2"
"sd[E3]","315",24,225968,28.846,"2"
"sd[E3]","315",24,185203,23.642,"2"
"sd[E3]","315",24,179514,22.916,"2"
"sd[E3]","315",24,219434,28.012,"2"
"sd[E3]","315",24,214668,27.403,"2"
"sd[E3]","315",24,148208,18.92,"2"
"sd[E3]","315",24,159034,20.302,"2"
"sd[E3]","315",24,210795,26.909,"2"
"sd[E3]","315",24,200640,25.613,"2"
"sd[E3]","315",24,88535,11.302,"2"
"sd[E3]","354",24,269135,34.356,"2"
"sd[E3]","354",24,161344,20.596,"2"
"sd[E3]","354",24,134721,17.198,"2"
"sd[E3]","354",24,259063,33.071,"2"
"sd[E3]","354",24,281835,35.978,"2"
"sd[E3]","354",24,273304,34.889,"2"
"sd[E3]","354",24,185986,23.742,"2"
"sd[E3]","354",24,141442,18.056,"2"
"sd[E3]","354",24,138039,17.621,"2"
"sd[E3]","354",24,147842,18.873,"2"
"sd[E3]","375",24,255609,32.63,"2"
"sd[E3]","375",24,92600,11.821,"2"
"sd[E3]","375",24,206593,26.373,"2"
"sd[E3]","375",24,227724,29.07,"2"
"sd[E3]","375",24,253040,32.302,"2"
"sd[E3]","375",24,202609,25.864,"2"
"sd[E3]","375",24,176582,22.542,"2"
"sd[E3]","375",24,236728,30.22,"2"
"sd[E3]","375",24,194949,24.886,"2"
"sd[E3]","375",24,122278,15.609,"2"
"sd[E3]","375",24,158269,20.204,"2"
"sd[E3]","375",24,228515,29.171,"2"
"sd[E3]","375",24,147436,18.821,"2"
"sd[E3]","375",24,205530,26.237,"2"
"sd[E3]","390",24,245072,31.285,"2"
"sd[E3]","390",24,149769,19.119,"2"
"sd[E3]","390",24,220904,28.2,"2"
"sd[E3]","390",24,175907,22.455,"2"
"sd[E3]","390",24,204241,26.072,"2"
"sd[E3]","390",24,194030,24.769,"2"
"sd[E3]","390",24,251678,32.128,"2"
"sd[E3]","390",24,180584,23.052,"2"
"sd[E3]","390",24,211554,27.006,"2"
"sd[E3]","390",24,140273,17.907,"2"
"sd[E3]","390",24,236324,30.168,"2"
"sd[E3]","390",24,253594,32.373,"2"
"sd[E3]","390",24,227295,29.015,"2"
"sd[E3]","437",24,40235,5.136,"2"
"sd[E3]","437",24,88083,11.244,"2"
"sd[E3]","437",24,79047,10.091,"2"
"sd[E3]","437",24,61307,7.826,"2"
"sd[E3]","437",24,38639,4.932,"2"
"sd[E3]","437",24,41418,5.287,"2"
"sd[E3]","437",24,86453,11.036,"2"
"sd[E3]","437",24,74589,9.522,"2"
"sd[E3]","437",24,84000,10.723,"2"
"sd[E3]","437",24,57401,7.328,"2"
"sd[E3]","437",24,42047,5.368,"2"
"sd[E3]","437",24,75716,9.666,"2"
"sd[E3]","437",24,59964,7.655,"2"
"sd[E3]","443",24,183766,23.459,"2"
"sd[E3]","443",24,176868,22.578,"2"
"sd[E3]","443",24,81851,10.449,"2"
"sd[E3]","443",24,161798,20.654,"2"
"sd[E3]","443",24,159430,20.352,"2"
"sd[E3]","443",24,233881,29.856,"2"
"sd[E3]","443",24,191598,24.458,"2"
"sd[E3]","443",24,170152,21.721,"2"
"sd[E3]","443",24,51219,6.538,"2"
"sd[E3]","443",24,37089,4.735,"2"
"sd[E3]","443",24,154677,19.745,"2"
"sd[E3]","443",24,127948,16.333,"2"
"sd[E3]","443",24,54453,6.951,"2"
"sd[E3]","443",24,159503,20.361,"2"
"sd[E3]","443",24,84752,10.819,"2"
"sd[E3]","443",24,74011,9.448,"2"
"sd[E3]","443",24,115757,14.777,"2"
"sd[E3]","492",24,147576,18.839,"2"
"sd[E3]","492",24,126619,16.164,"2"
"sd[E3]","492",24,191331,24.424,"2"
"sd[E3]","492",24,149455,19.079,"2"
"sd[E3]","492",24,170492,21.764,"2"
"sd[E3]","492",24,176419,22.521,"2"
"sd[E3]","492",24,210659,26.892,"2"
"sd[E3]","492",24,137410,17.541,"2"
"sd[E3]","492",24,178578,22.796,"2"
"sd[E3]","492",24,204401,26.093,"2"
"sd[E3]","492",24,163905,20.923,"2"
"sd[E3]","492",24,203176,25.936,"2"
"sd[E3]","492",24,199080,25.414,"2"
"sd[E3]","492",24,172684,22.044,"2"
"sd[E3]","492",24,185900,23.731,"2"
"sd[E3]","492",24,180231,23.007,"2"
"sd[E3]","765",24,211815,27.039,"2"
"sd[E3]","765",24,185356,23.662,"2"
"sd[E3]","765",24,131629,16.803,"2"
"sd[E3]","765",24,196321,25.061,"2"
"sd[E3]","765",24,213973,27.315,"2"
"sd[E3]","765",24,50487,6.445,"2"
"sd[E3]","765",24,129210,16.494,"2"
"sd[E3]","765",24,185161,23.637,"2"
"sd[E3]","765",24,229781,29.333,"2"
"sd[E3]","765",24,223581,28.541,"2"
"sd[E3]","765",24,199207,25.43,"2"
"sd[E3]","765",24,239592,30.585,"2"
"sd[E3]","765",24,194501,24.829,"2"
"sd[E3]","765",24,243651,31.103,"2"
"sd[E3]","765",24,231000,29.488,"2"
"sd[E3]","765",24,219728,28.049,"2"
"sd[E3]","765",24,203274,25.949,"2"
"sd[E3]","765",24,34802,4.443,"2"
"sd[E3]","774",24,181243,23.137,"2"
"sd[E3]","774",24,56985,7.274,"2"
"sd[E3]","774",24,195917,25.01,"2"
"sd[E3]","774",24,54329,6.935,"2"
"sd[E3]","774",24,160442,20.481,"2"
"sd[E3]","774",24,91011,11.618,"2"
"sd[E3]","774",24,73876,9.431,"2"
"sd[E3]","774",24,88369,11.281,"2"
"sd[E3]","774",24,151937,19.396,"2"
"sd[E3]","774",24,36903,4.711,"2"
"sd[E3]","774",24,216656,27.657,"2"
"sd[E3]","774",24,50168,6.404,"2"
"sd[E3]","774",24,28525,3.641,"2"
"sd[E3]","774",24,209865,26.79,"2"
"sd[E3]","774",24,150345,19.192,"2"
"sd[E3]","774",24,34590,4.416,"2"
"sd[E3]","774",24,220196,28.109,"2"
"sd[E3]","774",24,230532,29.429,"2"
"sd[E3]","774",24,87252,11.138,"2"
"sd[E3]","774",24,228515,29.171,"2"
"sd[E3]","843",24,227543,29.047,"2"
"sd[E3]","843",24,245255,31.308,"2"
"sd[E3]","843",24,50064,6.391,"2"
"sd[E3]","843",24,241624,30.845,"2"
"sd[E3]","843",24,247605,31.608,"2"
"sd[E3]","843",24,48053,6.134,"2"
"sd[E3]","843",24,221650,28.295,"2"
"sd[E3]","843",24,242363,30.939,"2"
"sd[E3]","843",24,244001,31.148,"2"
"sd[E3]","843",24,110000,14.042,"2"
"sd[E3]","843",24,65986,8.423,"2"
"sd[E3]","843",24,166128,21.207,"2"
"sd[E3]","843",24,223057,28.474,"2"
"sd[E3]","843",24,54694,6.982,"2"
"sd[E3]","843",24,202967,25.91,"2"
"sd[E3]","843",24,48170,6.149,"2"
"sd[E3]","843",24,226833,28.956,"2"
"sd[E3]","843",24,227038,28.983,"2"
"sd[E3]","897",24,253075,32.306,"2"
"sd[E3]","897",24,190190,24.279,"2"
"sd[E3]","897",24,200214,25.558,"2"
"sd[E3]","897",24,263798,33.675,"2"
"sd[E3]","897",24,213832,27.297,"2"
"sd[E3]","897",24,200531,25.599,"2"
"sd[E3]","897",24,222837,28.446,"2"
"sd[E3]","897",24,240496,30.701,"2"
"sd[E3]","897",24,206349,26.342,"2"
"sd[E3]","897",24,198081,25.286,"2"
"sd[E3]","897",24,226057,28.857,"2"
"sd[E3]","897",24,246568,31.476,"2"
"sd[E3]","897",24,254252,32.457,"2"
"sd[E3]","897",24,127886,16.325,"2"
"sd[E3]","897",24,183082,23.371,"2"
"sd[E3]","897",24,210819,26.912,"2"
"sd[E3]","897",24,246342,31.447,"2"
"sd[E3]","897",24,173752,22.18,"2"
"sd[E3]","897",24,220288,28.121,"2"
"sd[E3]","897",24,222579,28.413,"2"
"sd[E3]","907",24,143920,18.372,"2"
"sd[E3]","907",24,97433,12.438,"2"
"sd[E3]","907",24,57916,7.393,"2"
"sd[E3]","907",24,150012,19.15,"2"
"sd[E3]","907",24,45770,5.843,"2"
"sd[E3]","907",24,184284,23.525,"2"
"sd[E3]","907",24,81650,10.423,"2"
"sd[E3]","907",24,130929,16.714,"2"
"sd[E3]","907",24,56171,7.171,"2"
"sd[E3]","907",24,162935,20.8,"2"
"sd[E3]","907",24,70427,8.99,"2"
"sd[E3]","907",24,45804,5.847,"2"
"sd[E3]","907",24,164195,20.96,"2"
"sd[E3]","907",24,136423,17.415,"2"
"sd[E3]","907",24,68204,8.707,"2"
"sd[E3]","907",24,139969,17.868,"2"
"sd[E3]","907",24,119551,15.261,"2"
"sd[E3]","907",24,70672,9.022,"2"
"sd[E3]","907",24,44469,5.677,"2"
"sd[E3]","235",24,194461,24.824,"2"
"sd[E3]","235",24,149202,19.046,"2"
"sd[E3]","235",24,143869,18.366,"2"
"sd[E3]","235",24,184979,23.614,"2"
"sd[E3]","235",24,99462,12.697,"2"
"sd[E3]","235",24,132976,16.975,"2"
"sd[E3]","235",24,189328,24.169,"2"
"sd[E3]","301",24,86590,11.054,"2"
"sd[E3]","390",24,192659,24.594,"2"
"sd[E3]","390",24,134248,17.137,"2"
"sd[E3]","437",24,47898,6.114,"2"
"sd[E3]","437",24,57088,7.288,"2"
"sd[E3]","437",24,57079,7.286,"2"
"sd[E3]","765",24,111602,14.247,"2"
"sd[E3]","774",24,40762,5.203,"2"
"sd[E3]","843",24,163537,20.876,"2"
"sd[ETX4]","235",24,72804,9.294,"2"
"sd[ETX4]","235",24,75437,9.63,"2"
"sd[ETX4]","235",24,117421,14.989,"2"
"sd[ETX4]","235",24,128133,16.357,"2"
"sd[ETX4]","235",24,109853,14.023,"2"
"sd[ETX4]","235",24,107760,13.756,"2"
"sd[ETX4]","235",24,149999,19.148,"2"
"sd[ETX4]","235",24,82178,10.49,"2"
"sd[ETX4]","235",24,74346,9.491,"2"
"sd[ETX4]","235",24,89983,11.487,"2"
"sd[ETX4]","235",24,104175,13.298,"2"
"sd[ETX4]","235",24,89340,11.405,"2"
"sd[ETX4]","235",24,71204,9.09,"2"
"sd[ETX4]","235",24,101027,12.897,"2"
"sd[ETX4]","301",24,80046,10.218,"2"
"sd[ETX4]","301",24,58268,7.438,"2"
"sd[ETX4]","301",24,62598,7.991,"2"
"sd[ETX4]","301",24,102529,13.088,"2"
"sd[ETX4]","301",24,109668,14,"2"
"sd[ETX4]","301",24,113004,14.426,"2"
"sd[ETX4]","301",24,100070,12.774,"2"
"sd[ETX4]","301",24,56481,7.21,"2"
"sd[ETX4]","301",24,57676,7.363,"2"
"sd[ETX4]","301",24,38124,4.867,"2"
"sd[ETX4]","301",24,119556,15.262,"2"
"sd[ETX4]","301",24,71945,9.184,"2"
"sd[ETX4]","301",24,123125,15.718,"2"
"sd[ETX4]","301",24,76786,9.802,"2"
"sd[ETX4]","301",24,45938,5.864,"2"
"sd[ETX4]","301",24,85078,10.861,"2"
"sd[ETX4]","301",24,65243,8.329,"2"
"sd[ETX4]","315",24,148112,18.907,"2"
"sd[ETX4]","315",24,108353,13.832,"2"
"sd[ETX4]","315",24,136660,17.445,"2"
"sd[ETX4]","315",24,162981,20.805,"2"
"sd[ETX4]","315",24,178028,22.726,"2"
"sd[ETX4]","315",24,169997,21.701,"2"
"sd[ETX4]","315",24,150035,19.153,"2"
"sd[ETX4]","315",24,164208,20.962,"2"
"sd[ETX4]","315",24,183879,23.473,"2"
"sd[ETX4]","315",24,131076,16.733,"2"
"sd[ETX4]","315",24,92954,11.866,"2"
"sd[ETX4]","315",24,86097,10.991,"2"
"sd[ETX4]","315",24,126971,16.209,"2"
"sd[ETX4]","315",24,80007,10.213,"2"
"sd[ETX4]","315",24,103959,13.271,"2"
"sd[ETX4]","315",24,70435,8.991,"2"
"sd[ETX4]","354",24,76856,9.811,"2"
"sd[ETX4]","354",24,239910,30.626,"2"
"sd[ETX4]","354",24,235017,30.001,"2"
"sd[ETX4]","354",24,199517,25.469,"2"
"sd[ETX4]","367",24,157251,20.074,"2"
"sd[ETX4]","367",24,199802,25.506,"2"
"sd[ETX4]","367",24,235669,30.084,"2"
"sd[ETX4]","367",24,169093,21.586,"2"
"sd[ETX4]","367",24,151551,19.346,"2"
"sd[ETX4]","367",24,126247,16.116,"2"
"sd[ETX4]","367",24,200753,25.627,"2"
"sd[ETX4]","367",24,219882,28.069,"2"
"sd[ETX4]","367",24,205088,26.181,"2"
"sd[ETX4]","367",24,180238,23.008,"2"
"sd[ETX4]","367",24,178022,22.725,"2"
"sd[ETX4]","367",24,147585,18.84,"2"
"sd[ETX4]","367",24,204198,26.067,"2"
"sd[ETX4]","367",24,194118,24.78,"2"
"sd[ETX4]","375",24,224831,28.701,"2"
"sd[ETX4]","375",24,191552,24.453,"2"
"sd[ETX4]","375",24,247396,31.581,"2"
"sd[ETX4]","375",24,238205,30.408,"2"
"sd[ETX4]","375",24,268730,34.305,"2"
"sd[ETX4]","375",24,208091,26.564,"2"
"sd[ETX4]","375",24,296514,37.852,"2"
"sd[ETX4]","375",24,145702,18.6,"2"
"sd[ETX4]","375",24,261343,33.362,"2"
"sd[ETX4]","375",24,233722,29.836,"2"
"sd[ETX4]","375",24,213846,27.299,"2"
"sd[ETX4]","375",24,255732,32.646,"2"
"sd[ETX4]","375",24,188917,24.116,"2"
"sd[ETX4]","375",24,259362,33.109,"2"
"sd[ETX4]","375",24,241986,30.891,"2"
"sd[ETX4]","375",24,215440,27.502,"2"
"sd[ETX4]","375",24,244956,31.27,"2"
"sd[ETX4]","375",24,164421,20.989,"2"
"sd[ETX4]","375",24,226503,28.914,"2"
"sd[ETX4]","390",24,114710,14.643,"2"
"sd[ETX4]","390",24,202709,25.877,"2"
"sd[ETX4]","390",24,130122,16.611,"2"
"sd[ETX4]","390",24,128788,16.44,"2"
"sd[ETX4]","390",24,192881,24.622,"2"
"sd[ETX4]","390",24,192942,24.63,"2"
"sd[ETX4]","390",24,170673,21.787,"2"
"sd[ETX4]","390",24,216044,27.579,"2"
"sd[ETX4]","390",24,203705,26.004,"2"
"sd[ETX4]","390",24,178950,22.844,"2"
"sd[ETX4]","390",24,186093,23.756,"2"
"sd[ETX4]","427",24,159527,20.364,"2"
"sd[ETX4]","427",24,114138,14.57,"2"
"sd[ETX4]","427",24,114281,14.589,"2"
"sd[ETX4]","427",24,143791,18.356,"2"
"sd[ETX4]","427",24,160477,20.486,"2"
"sd[ETX4]","427",24,126904,16.2,"2"
"sd[ETX4]","427",24,108224,13.815,"2"
"sd[ETX4]","427",24,90942,11.609,"2"
"sd[ETX4]","427",24,138205,17.643,"2"
"sd[ETX4]","427",24,67957,8.675,"2"
"sd[ETX4]","427",24,106796,13.633,"2"
"sd[ETX4]","427",24,86901,11.093,"2"
"sd[ETX4]","427",24,65712,8.388,"2"
"sd[ETX4]","437",24,45155,5.764,"2"
"sd[ETX4]","437",24,67003,8.553,"2"
"sd[ETX4]","437",24,108249,13.819,"2"
"sd[ETX4]","437",24,68067,8.689,"2"
"sd[ETX4]","437",24,77087,9.841,"2"
"sd[ETX4]","437",24,52508,6.703,"2"
"sd[ETX4]","437",24,69634,8.889,"2"
"sd[ETX4]","437",24,60781,7.759,"2"
"sd[ETX4]","437",24,102134,13.038,"2"
"sd[ETX4]","437",24,61731,7.88,"2"
"sd[ETX4]","437",24,45176,5.767,"2"
"sd[ETX4]","437",24,52440,6.694,"2"
"sd[ETX4]","437",24,75719,9.666,"2"
"sd[ETX4]","437",24,67427,8.607,"2"
"sd[ETX4]","437",24,74675,9.533,"2"
"sd[ETX4]","437",24,46043,5.878,"2"
"sd[ETX4]","443",24,92211,11.771,"2"
"sd[ETX4]","443",24,45190,5.769,"2"
"sd[ETX4]","443",24,150949,19.269,"2"
"sd[ETX4]","443",24,169595,21.65,"2"
"sd[ETX4]","443",24,38362,4.897,"2"
"sd[ETX4]","443",24,109258,13.947,"2"
"sd[ETX4]","443",24,40364,5.153,"2"
"sd[ETX4]","443",24,70326,8.977,"2"
"sd[ETX4]","443",24,64058,8.177,"2"
"sd[ETX4]","443",24,54262,6.927,"2"
"sd[ETX4]","443",24,47221,6.028,"2"
"sd[ETX4]","443",24,74689,9.534,"2"
"sd[ETX4]","443",24,75062,9.582,"2"
"sd[ETX4]","443",24,31769,4.055,"2"
"sd[ETX4]","492",24,94087,12.011,"2"
"sd[ETX4]","492",24,110753,14.138,"2"
"sd[ETX4]","492",24,128166,16.361,"2"
"sd[ETX4]","492",24,68624,8.76,"2"
"sd[ETX4]","492",24,111459,14.228,"2"
"sd[ETX4]","492",24,91689,11.705,"2"
"sd[ETX4]","492",24,107453,13.717,"2"
"sd[ETX4]","492",24,145518,18.576,"2"
"sd[ETX4]","492",24,105337,13.447,"2"
"sd[ETX4]","492",24,39203,5.004,"2"
"sd[ETX4]","492",24,124348,15.874,"2"
"sd[ETX4]","492",24,162268,20.714,"2"
"sd[ETX4]","492",24,91914,11.733,"2"
"sd[ETX4]","492",24,98426,12.565,"2"
"sd[ETX4]","492",24,97132,12.399,"2"
"sd[ETX4]","492",24,141760,18.096,"2"
"sd[ETX4]","492",24,61979,7.912,"2"
"sd[ETX4]","492",24,152414,19.456,"2"
"sd[ETX4]","765",24,168553,21.517,"2"
"sd[ETX4]","765",24,206281,26.333,"2"
"sd[ETX4]","765",24,115944,14.801,"2"
"sd[ETX4]","765",24,116972,14.932,"2"
"sd[ETX4]","765",24,155973,19.911,"2"
"sd[ETX4]","765",24,151165,19.297,"2"
"sd[ETX4]","765",24,73720,9.411,"2"
"sd[ETX4]","765",24,128863,16.45,"2"
"sd[ETX4]","765",24,158520,20.236,"2"
"sd[ETX4]","765",24,169859,21.683,"2"
"sd[ETX4]","765",24,19969,2.549,"2"
"sd[ETX4]","765",24,41135,5.251,"2"
"sd[ETX4]","765",24,38492,4.914,"2"
"sd[ETX4]","765",24,190061,24.262,"2"
"sd[ETX4]","765",24,131793,16.824,"2"
"sd[ETX4]","765",24,124499,15.893,"2"
"sd[ETX4]","774",24,144813,18.486,"2"
"sd[ETX4]","774",24,249290,31.823,"2"
"sd[ETX4]","774",24,136246,17.393,"2"
"sd[ETX4]","774",24,48328,6.169,"2"
"sd[ETX4]","774",24,62173,7.937,"2"
"sd[ETX4]","774",24,110419,14.096,"2"
"sd[ETX4]","774",24,214956,27.44,"2"
"sd[ETX4]","774",24,58820,7.509,"2"
"sd[ETX4]","774",24,206302,26.336,"2"
"sd[ETX4]","774",24,51674,6.596,"2"
"sd[ETX4]","774",24,264852,33.81,"2"
"sd[ETX4]","774",24,119314,15.231,"2"
"sd[ETX4]","774",24,209930,26.799,"2"
"sd[ETX4]","774",24,177843,22.703,"2"
"sd[ETX4]","774",24,261716,33.409,"2"
"sd[ETX4]","774",24,209003,26.68,"2"
"sd[ETX4]","774",24,253913,32.413,"2"
"sd[ETX4]","774",24,224719,28.687,"2"
"sd[ETX4]","774",24,166321,21.232,"2"
"sd[ETX4]","843",24,205126,26.185,"2"
"sd[ETX4]","843",24,142918,18.244,"2"
"sd[ETX4]","843",24,225048,28.729,"2"
"sd[ETX4]","843",24,219044,27.962,"2"
"sd[ETX4]","843",24,227344,29.022,"2"
"sd[ETX4]","843",24,135410,17.286,"2"
"sd[ETX4]","843",24,197404,25.2,"2"
"sd[ETX4]","843",24,170845,21.809,"2"
"sd[ETX4]","843",24,226177,28.873,"2"
"sd[ETX4]","843",24,84789,10.824,"2"
"sd[ETX4]","843",24,181640,23.187,"2"
"sd[ETX4]","843",24,197849,25.256,"2"
