"Mutant","DGRP","temperature","TotalArea","AreaPerc","Block"
"sd[ETX4]","491",24,99666,12.723,"3"
"sd[ETX4]","491",24,67687,8.641,"3"
"sd[ETX4]","491",24,138146,17.635,"3"
"sd[ETX4]","491",24,170559,21.773,"3"
"sd[ETX4]","491",24,61781,7.887,"3"
"sd[ETX4]","508",24,153967,19.655,"3"
"sd[ETX4]","508",24,117018,14.938,"3"
"sd[ETX4]","508",24,121155,15.466,"3"
"sd[ETX4]","508",24,117557,15.007,"3"
"sd[ETX4]","508",24,150158,19.168,"3"
"sd[ETX4]","508",24,99664,12.723,"3"
"sd[ETX4]","508",24,113702,14.515,"3"
"sd[ETX4]","508",24,133259,17.011,"3"
"sd[ETX4]","508",24,108501,13.851,"3"
"sd[ETX4]","508",24,92818,11.849,"3"
"sd[ETX4]","508",24,116403,14.859,"3"
"sd[ETX4]","508",24,113344,14.469,"3"
"sd[ETX4]","508",24,134676,17.192,"3"
"sd[ETX4]","508",24,107286,13.696,"3"
"sd[ETX4]","508",24,106515,13.597,"3"
"sd[ETX4]","508",24,113329,14.467,"3"
"sd[ETX4]","508",24,120041,15.324,"3"
"sd[ETX4]","508",24,192092,24.522,"3"
"sd[ETX4]","508",24,117307,14.975,"3"
"sd[ETX4]","508",24,140846,17.98,"3"
"sd[ETX4]","517",24,177046,22.601,"3"
"sd[ETX4]","517",24,227785,29.078,"3"
"sd[ETX4]","517",24,203081,25.924,"3"
"sd[ETX4]","517",24,224719,28.687,"3"
"sd[ETX4]","517",24,108092,13.799,"3"
"sd[ETX4]","517",24,187116,23.886,"3"
"sd[ETX4]","517",24,133747,17.074,"3"
"sd[ETX4]","517",24,198633,25.357,"3"
"sd[ETX4]","517",24,201965,25.782,"3"
"sd[ETX4]","517",24,196117,25.035,"3"
"sd[ETX4]","517",24,198117,25.291,"3"
"sd[ETX4]","517",24,174311,22.252,"3"
"sd[ETX4]","517",24,166430,21.246,"3"
"sd[ETX4]","517",24,202228,25.815,"3"
"sd[ETX4]","517",24,155196,19.812,"3"
"sd[ETX4]","517",24,210298,26.846,"3"
"sd[ETX4]","517",24,197819,25.253,"3"
"sd[ETX4]","517",24,212791,27.164,"3"
"sd[ETX4]","517",24,163853,20.917,"3"
"sd[ETX4]","596",24,105478,13.465,"3"
"sd[ETX4]","596",24,117213,14.963,"3"
"sd[ETX4]","596",24,210282,26.844,"3"
"sd[ETX4]","596",24,158077,20.179,"3"
"sd[ETX4]","596",24,187108,23.885,"3"
"sd[ETX4]","596",24,116552,14.878,"3"
"sd[ETX4]","596",24,155284,19.823,"3"
"sd[ETX4]","596",24,130175,16.618,"3"
"sd[ETX4]","596",24,75336,9.617,"3"
"sd[ETX4]","596",24,107277,13.694,"3"
"sd[ETX4]","596",24,110022,14.045,"3"
"sd[ETX4]","703",24,190363,24.301,"3"
"sd[ETX4]","703",24,156082,19.925,"3"
"sd[ETX4]","703",24,102720,13.113,"3"
"sd[ETX4]","703",24,155854,19.896,"3"
"sd[ETX4]","703",24,162298,20.718,"3"
"sd[ETX4]","703",24,220799,28.186,"3"
"sd[ETX4]","703",24,99018,12.64,"3"
"sd[ETX4]","703",24,165417,21.116,"3"
"sd[ETX4]","703",24,201332,25.701,"3"
"sd[ETX4]","703",24,156001,19.914,"3"
"sd[ETX4]","703",24,154390,19.709,"3"
"sd[ETX4]","703",24,185618,23.695,"3"
"sd[ETX4]","703",24,146352,18.683,"3"
"sd[ETX4]","703",24,129094,16.48,"3"
"sd[ETX4]","703",24,215979,27.571,"3"
"sd[ETX4]","703",24,222383,28.388,"3"
"sd[ETX4]","703",24,218533,27.897,"3"
"sd[ETX4]","703",24,209459,26.739,"3"
"sd[ETX4]","765",24,37250,4.755,"3"
"sd[ETX4]","765",24,144676,18.469,"3"
"sd[ETX4]","765",24,220218,28.112,"3"
"sd[ETX4]","765",24,111361,14.216,"3"
"sd[ETX4]","765",24,218995,27.956,"3"
"sd[ETX4]","765",24,135169,17.255,"3"
"sd[ETX4]","765",24,48324,6.169,"3"
"sd[ETX4]","765",24,148615,18.971,"3"
"sd[ETX4]","765",24,114123,14.568,"3"
"sd[ETX4]","765",24,74717,9.538,"3"
"sd[ETX4]","765",24,237264,30.288,"3"
"sd[ETX4]","765",24,100318,12.806,"3"
"sd[ETX4]","765",24,42728,5.454,"3"
"sd[ETX4]","765",24,172484,22.018,"3"
"sd[ETX4]","765",24,159674,20.383,"3"
"sd[ETX4]","765",24,160600,20.501,"3"
"sd[ETX4]","765",24,112092,14.309,"3"
"sd[ETX4]","765",24,190940,24.374,"3"
"sd[ETX4]","765",24,165001,21.063,"3"
"sd[ETX4]","765",24,59229,7.561,"3"
"sd[ETX4]","774",24,79796,10.186,"3"
"sd[ETX4]","774",24,174196,22.237,"3"
"sd[ETX4]","774",24,102941,13.141,"3"
"sd[ETX4]","774",24,94381,12.048,"3"
"sd[ETX4]","774",24,140636,17.953,"3"
"sd[ETX4]","774",24,153709,19.622,"3"
"sd[ETX4]","774",24,113834,14.532,"3"
"sd[ETX4]","774",24,135447,17.291,"3"
"sd[ETX4]","774",24,163531,20.876,"3"
"sd[ETX4]","774",24,188098,24.012,"3"
"sd[ETX4]","774",24,202056,25.794,"3"
"sd[ETX4]","774",24,58647,7.487,"3"
"sd[ETX4]","774",24,190307,24.294,"3"
"sd[ETX4]","774",24,63028,8.046,"3"
"sd[ETX4]","774",24,141803,18.102,"3"
"sd[ETX4]","774",24,176024,22.47,"3"
"sd[ETX4]","774",24,145620,18.589,"3"
"sd[ETX4]","774",24,68609,8.758,"3"
"sd[ETX4]","774",24,195137,24.91,"3"
"sd[ETX4]","799",24,154393,19.709,"3"
"sd[ETX4]","799",24,198280,25.311,"3"
"sd[ETX4]","799",24,191006,24.383,"3"
"sd[ETX4]","799",24,107910,13.775,"3"
"sd[ETX4]","799",24,131935,16.842,"3"
"sd[ETX4]","799",24,162129,20.697,"3"
"sd[ETX4]","799",24,116759,14.905,"3"
"sd[ETX4]","799",24,114784,14.653,"3"
"sd[ETX4]","799",24,172939,22.077,"3"
"sd[ETX4]","799",24,115034,14.685,"3"
"sd[ETX4]","799",24,141781,18.099,"3"
"sd[ETX4]","799",24,240737,30.731,"3"
"sd[ETX4]","799",24,211980,27.06,"3"
"sd[ETX4]","799",24,154513,19.724,"3"
"sd[ETX4]","799",24,141466,18.059,"3"
"sd[ETX4]","799",24,151467,19.336,"3"
"sd[ETX4]","799",24,127583,16.287,"3"
"sd[ETX4]","799",24,92969,11.868,"3"
"sd[ETX4]","799",24,123660,15.786,"3"
"sd[ETX4]","799",24,117236,14.966,"3"
"sd[ETX4]","808",24,98762,12.607,"3"
"sd[ETX4]","808",24,207199,26.45,"3"
"sd[ETX4]","808",24,150860,19.258,"3"
"sd[ETX4]","808",24,167892,21.432,"3"
"sd[ETX4]","808",24,57368,7.323,"3"
"sd[ETX4]","808",24,197176,25.171,"3"
"sd[ETX4]","808",24,176628,22.547,"3"
"sd[ETX4]","808",24,111439,14.226,"3"
"sd[ETX4]","808",24,239481,30.571,"3"
"sd[ETX4]","808",24,116354,14.853,"3"
"sd[ETX4]","808",24,210343,26.851,"3"
"sd[ETX4]","808",24,122044,15.58,"3"
"sd[ETX4]","808",24,96663,12.34,"3"
"sd[ETX4]","808",24,205919,26.287,"3"
"sd[ETX4]","808",24,230707,29.451,"3"
"sd[ETX4]","808",24,149706,19.111,"3"
"sd[ETX4]","808",24,126262,16.118,"3"
"sd[ETX4]","808",24,103466,13.208,"3"
"sd[ETX4]","808",24,95088,12.138,"3"
"sd[ETX4]","913",24,79028,10.088,"3"
"sd[ETX4]","913",24,126169,16.106,"3"
"sd[ETX4]","913",24,121700,15.536,"3"
"sd[ETX4]","913",24,73388,9.368,"3"
"sd[ETX4]","913",24,106315,13.572,"3"
"sd[ETX4]","913",24,127511,16.277,"3"
"sd[ETX4]","913",24,130134,16.612,"3"
"sd[ETX4]","913",24,160698,20.514,"3"
"sd[ETX4]","913",24,222042,28.345,"3"
"sd[ETX4]","913",24,30268,3.864,"3"
"sd[ETX4]","913",24,148321,18.934,"3"
"sd[ETX4]","913",24,132719,16.942,"3"
"sd[ETX4]","913",24,195859,25.002,"3"
"sd[ETX4]","913",24,211924,27.053,"3"
"sd[ETX4]","913",24,106279,13.567,"3"
"sd[ETX4]","913",24,104596,13.352,"3"
"sd[ETX4]","069",24,234977,29.996,"3"
"sd[ETX4]","129",24,89089,11.373,"3"
"sd[ETX4]","235",24,146749,18.733,"3"
"sd[ETX4]","913",24,180998,23.105,"3"
"sd[ETX4]","913",24,214090,27.33,"3"
"OREw","042",24,316381,40.388,"4"
"OREw","042",24,305922,39.053,"4"
"OREw","042",24,293694,37.492,"4"
"OREw","042",24,317472,40.527,"4"
"OREw","042",24,282505,36.063,"4"
"OREw","042",24,304508,38.872,"4"
"OREw","042",24,305432,38.99,"4"
"OREw","042",24,342050,43.664,"4"
"OREw","042",24,311638,39.782,"4"
"OREw","042",24,293155,37.423,"4"
"OREw","042",24,306965,39.186,"4"
"OREw","042",24,329572,42.072,"4"
"OREw","042",24,316594,40.415,"4"
"OREw","042",24,300506,38.361,"4"
"OREw","042",24,328289,41.908,"4"
"OREw","042",24,320616,40.928,"4"
"OREw","042",24,344791,44.014,"4"
"OREw","042",24,303054,38.686,"4"
"OREw","042",24,282497,36.062,"4"
"OREw","042",24,334429,42.692,"4"
"OREw","057",24,315870,40.322,"4"
"OREw","057",24,309382,39.494,"4"
"OREw","057",24,304115,38.822,"4"
"OREw","057",24,294221,37.559,"4"
"OREw","057",24,296168,37.807,"4"
"OREw","057",24,287518,36.703,"4"
"OREw","057",24,317485,40.529,"4"
"OREw","057",24,297395,37.964,"4"
"OREw","057",24,333423,42.563,"4"
"OREw","057",24,306113,39.077,"4"
"OREw","057",24,269704,34.429,"4"
"OREw","057",24,261625,33.398,"4"
"OREw","057",24,242382,30.941,"4"
"OREw","057",24,285081,36.392,"4"
"OREw","057",24,335100,42.777,"4"
"OREw","057",24,289256,36.925,"4"
"OREw","057",24,296124,37.802,"4"
"OREw","057",24,278851,35.597,"4"
"OREw","057",24,300052,38.303,"4"
"OREw","057",24,329149,42.018,"4"
"OREw","057",24,330374,42.174,"4"
"OREw","057",24,326312,41.655,"4"
"OREw","083",24,309540,39.514,"4"
"OREw","083",24,334211,42.664,"4"
"OREw","083",24,311750,39.797,"4"
"OREw","083",24,335722,42.857,"4"
"OREw","083",24,294122,37.546,"4"
"OREw","083",24,316502,40.403,"4"
"OREw","083",24,331942,42.374,"4"
"OREw","083",24,321677,41.064,"4"
"OREw","083",24,293984,37.529,"4"
"OREw","083",24,314640,40.165,"4"
"OREw","083",24,315324,40.253,"4"
"OREw","083",24,326953,41.737,"4"
"OREw","083",24,299866,38.279,"4"
"OREw","083",24,309085,39.456,"4"
"OREw","083",24,313396,40.007,"4"
"OREw","083",24,340860,43.513,"4"
"OREw","083",24,326816,41.72,"4"
"OREw","083",24,324240,41.391,"4"
"OREw","083",24,322676,41.191,"4"
"OREw","083",24,328964,41.994,"4"
"OREw","083",24,313108,39.97,"4"
"OREw","091",24,334847,42.745,"4"
"OREw","091",24,335389,42.814,"4"
"OREw","091",24,319219,40.75,"4"
"OREw","091",24,305911,39.051,"4"
"OREw","091",24,318080,40.605,"4"
"OREw","091",24,312917,39.945,"4"
"OREw","091",24,316583,40.413,"4"
"OREw","091",24,282158,36.019,"4"
"OREw","091",24,316969,40.463,"4"
"OREw","091",24,306556,39.133,"4"
"OREw","091",24,308633,39.399,"4"
"OREw","091",24,336396,42.943,"4"
"OREw","091",24,328826,41.976,"4"
"OREw","091",24,289846,37,"4"
"OREw","091",24,302964,38.675,"4"
"OREw","091",24,322909,41.221,"4"
"OREw","091",24,331208,42.28,"4"
"OREw","091",24,305067,38.943,"4"
"OREw","091",24,305350,38.98,"4"
"OREw","091",24,343144,43.804,"4"
"OREw","091",24,307919,39.307,"4"
"OREw","158",24,317787,40.567,"4"
"OREw","158",24,346120,44.184,"4"
"OREw","158",24,280836,35.85,"4"
"OREw","158",24,303463,38.739,"4"
"OREw","158",24,312213,39.856,"4"
"OREw","158",24,282118,36.014,"4"
"OREw","158",24,289263,36.926,"4"
"OREw","158",24,294194,37.555,"4"
"OREw","158",24,324902,41.475,"4"
"OREw","158",24,326161,41.636,"4"
"OREw","158",24,301372,38.472,"4"
"OREw","158",24,287223,36.666,"4"
"OREw","158",24,308850,39.426,"4"
"OREw","158",24,356520,45.512,"4"
"OREw","158",24,316494,40.402,"4"
"OREw","158",24,312869,39.939,"4"
"OREw","158",24,382083,48.775,"4"
"OREw","158",24,289171,36.914,"4"
"OREw","177",24,308649,39.401,"4"
"OREw","177",24,345179,44.064,"4"
"OREw","177",24,288443,36.821,"4"
"OREw","177",24,329766,42.096,"4"
"OREw","177",24,298861,38.151,"4"
"OREw","177",24,340658,43.487,"4"
"OREw","177",24,313568,40.029,"4"
"OREw","177",24,353063,45.07,"4"
"OREw","177",24,304235,38.837,"4"
"OREw","177",24,375651,47.954,"4"
"OREw","177",24,332331,42.424,"4"
"OREw","177",24,286124,36.525,"4"
"OREw","177",24,311707,39.791,"4"
"OREw","177",24,318312,40.634,"4"
"OREw","177",24,297826,38.019,"4"
"OREw","177",24,307893,39.304,"4"
"OREw","177",24,338054,43.154,"4"
"OREw","177",24,331335,42.297,"4"
"OREw","177",24,301011,38.426,"4"
"OREw","177",24,296431,37.841,"4"
"OREw","195",24,353115,45.077,"4"
"OREw","195",24,362368,46.258,"4"
"OREw","195",24,375377,47.919,"4"
"OREw","195",24,337098,43.032,"4"
"OREw","195",24,361562,46.155,"4"
"OREw","195",24,369843,47.212,"4"
"OREw","195",24,337841,43.127,"4"
"OREw","195",24,347794,44.398,"4"
"OREw","195",24,332452,42.439,"4"
"OREw","195",24,361118,46.099,"4"
"OREw","195",24,331752,42.35,"4"
"OREw","195",24,337378,43.068,"4"
"OREw","195",24,356772,45.544,"4"
"OREw","195",24,338277,43.183,"4"
"OREw","195",24,334219,42.665,"4"
"OREw","195",24,355262,45.351,"4"
"OREw","195",24,336960,43.015,"4"
"OREw","195",24,353022,45.065,"4"
"OREw","239",24,307359,39.236,"4"
"OREw","239",24,256920,32.797,"4"
"OREw","239",24,305311,38.975,"4"
"OREw","239",24,316524,40.406,"4"
"OREw","239",24,329960,42.121,"4"
"OREw","239",24,305153,38.954,"4"
"OREw","239",24,321552,41.048,"4"
"OREw","239",24,328189,41.895,"4"
"OREw","239",24,299101,38.182,"4"
"OREw","239",24,334006,42.638,"4"
"OREw","239",24,319931,40.841,"4"
"OREw","239",24,301885,38.537,"4"
"OREw","239",24,321414,41.03,"4"
"OREw","239",24,256878,32.792,"4"
"OREw","239",24,294261,37.564,"4"
"OREw","239",24,328753,41.967,"4"
"OREw","239",24,303502,38.744,"4"
"OREw","239",24,313697,40.045,"4"
"OREw","239",24,291669,37.233,"4"
"OREw","319",24,327523,41.81,"4"
"OREw","319",24,313024,39.959,"4"
"OREw","319",24,365222,46.622,"4"
"OREw","319",24,267930,34.203,"4"
"OREw","319",24,314944,40.204,"4"
"OREw","319",24,310365,39.62,"4"
"OREw","319",24,324528,41.428,"4"
"OREw","319",24,267080,34.094,"4"
"OREw","319",24,293663,37.488,"4"
"OREw","319",24,279174,35.638,"4"
"OREw","319",24,298901,38.156,"4"
"OREw","319",24,298775,38.14,"4"
"OREw","319",24,304565,38.879,"4"
"OREw","319",24,315213,40.239,"4"
"OREw","319",24,342005,43.659,"4"
"OREw","319",24,261400,33.369,"4"
"OREw","319",24,319895,40.836,"4"
"OREw","319",24,304211,38.834,"4"
"OREw","319",24,364918,46.584,"4"
"OREw","319",24,284663,36.339,"4"
"OREw","348",24,353806,45.165,"4"
"OREw","348",24,316956,40.461,"4"
"OREw","348",24,354656,45.274,"4"
"OREw","348",24,312775,39.927,"4"
"OREw","348",24,293325,37.444,"4"
"OREw","348",24,280527,35.811,"4"
"OREw","348",24,302510,38.617,"4"
"OREw","348",24,329527,42.066,"4"
"OREw","348",24,321184,41.001,"4"
"OREw","348",24,289232,36.922,"4"
"OREw","348",24,296281,37.822,"4"
"OREw","348",24,291379,37.196,"4"
"OREw","348",24,321725,41.07,"4"
"OREw","348",24,324766,41.458,"4"
"OREw","348",24,309286,39.482,"4"
"OREw","348",24,279852,35.725,"4"
"OREw","348",24,297770,38.012,"4"
"OREw","348",24,293889,37.516,"4"
"OREw","348",24,295519,37.725,"4"
"OREw","348",24,310491,39.636,"4"
"OREw","348",24,293166,37.424,"4"
"OREw","348",24,311840,39.808,"4"
"OREw","348",24,295526,37.725,"4"
"OREw","371",24,326308,41.655,"4"
"OREw","371",24,320015,40.852,"4"
"OREw","371",24,307788,39.291,"4"
"OREw","371",24,305986,39.061,"4"
"OREw","371",24,293631,37.484,"4"
"OREw","371",24,286657,36.593,"4"
"OREw","371",24,316207,40.365,"4"
"OREw","371",24,327956,41.865,"4"
"OREw","371",24,286255,36.542,"4"
"OREw","371",24,319692,40.81,"4"
"OREw","371",24,327333,41.786,"4"
"OREw","371",24,341502,43.595,"4"
"OREw","371",24,321903,41.093,"4"
"OREw","371",24,324013,41.362,"4"
"OREw","371",24,307353,39.235,"4"
"OREw","371",24,292885,37.388,"4"
"OREw","371",24,325464,41.547,"4"
"OREw","371",24,335316,42.805,"4"
"OREw","371",24,292897,37.39,"4"
"OREw","371",24,324269,41.395,"4"
"OREw","373",24,297392,37.964,"4"
"OREw","373",24,332819,42.486,"4"
"OREw","373",24,356015,45.447,"4"
"OREw","373",24,312051,39.835,"4"
"OREw","373",24,325399,41.539,"4"
"OREw","373",24,321528,41.045,"4"
"OREw","373",24,296200,37.811,"4"
"OREw","373",24,283861,36.236,"4"
"OREw","373",24,269368,34.386,"4"
"OREw","373",24,327973,41.867,"4"
"OREw","373",24,330874,42.238,"4"
"OREw","373",24,302768,38.65,"4"
"OREw","373",24,270714,34.558,"4"
"OREw","373",24,306795,39.164,"4"
"OREw","373",24,335502,42.829,"4"
"OREw","373",24,317621,40.546,"4"
"OREw","373",24,278055,35.495,"4"
"OREw","373",24,334304,42.676,"4"
"OREw","373",24,312270,39.863,"4"
"OREw","373",24,318543,40.664,"4"
"OREw","379",24,309995,39.572,"4"
"OREw","379",24,330418,42.18,"4"
"OREw","379",24,291545,37.217,"4"
"OREw","379",24,288178,36.787,"4"
"OREw","379",24,324908,41.476,"4"
"OREw","379",24,269503,34.403,"4"
"OREw","379",24,306250,39.094,"4"
"OREw","379",24,269229,34.368,"4"
"OREw","379",24,236588,30.202,"4"
"OREw","379",24,283621,36.206,"4"
"OREw","379",24,309883,39.558,"4"
"OREw","379",24,260629,33.271,"4"
"OREw","379",24,301943,38.545,"4"
"OREw","379",24,297270,37.948,"4"
"OREw","379",24,245371,31.323,"4"
"OREw","379",24,273763,34.947,"4"
"OREw","379",24,290894,37.134,"4"
"OREw","379",24,308699,39.407,"4"
"OREw","379",24,287984,36.763,"4"
"OREw","379",24,266657,34.04,"4"
"OREw","379",24,289089,36.904,"4"
"OREw","379",24,341016,43.532,"4"
"OREw","379",24,285556,36.453,"4"
"OREw","392",24,321788,41.078,"4"
"OREw","392",24,332976,42.506,"4"
"OREw","392",24,323333,41.275,"4"
"OREw","392",24,334693,42.725,"4"
"OREw","392",24,325484,41.55,"4"
"OREw","392",24,312872,39.94,"4"
"OREw","392",24,316701,40.429,"4"
"OREw","392",24,292385,37.324,"4"
"OREw","392",24,352669,45.02,"4"
"OREw","392",24,352442,44.991,"4"
"OREw","392",24,301059,38.432,"4"
"OREw","392",24,307768,39.288,"4"
"OREw","392",24,319736,40.816,"4"
"OREw","392",24,314273,40.119,"4"
"OREw","392",24,333863,42.619,"4"
"OREw","392",24,336160,42.913,"4"
"OREw","392",24,335514,42.83,"4"
"OREw","392",24,321723,41.07,"4"
"OREw","439",24,308851,39.426,"4"
"OREw","439",24,315932,40.33,"4"
"OREw","439",24,294332,37.573,"4"
"OREw","439",24,297394,37.964,"4"
"OREw","439",24,286884,36.622,"4"
"OREw","439",24,296627,37.866,"4"
"OREw","439",24,327177,41.766,"4"
"OREw","439",24,329963,42.122,"4"
"OREw","439",24,343960,43.908,"4"
"OREw","439",24,349457,44.61,"4"
"OREw","439",24,294188,37.555,"4"
"OREw","439",24,278119,35.503,"4"
"OREw","439",24,357516,45.639,"4"
"OREw","439",24,280409,35.796,"4"
"OREw","439",24,321872,41.089,"4"
"OREw","439",24,327615,41.822,"4"
"OREw","439",24,279572,35.689,"4"
"OREw","439",24,315534,40.28,"4"
"OREw","439",24,301155,38.444,"4"
"OREw","439",24,307419,39.244,"4"
"OREw","439",24,320090,40.861,"4"
"OREw","502",24,282570,36.072,"4"
"OREw","502",24,283471,36.187,"4"
"OREw","502",24,269636,34.42,"4"
"OREw","502",24,271262,34.628,"4"
"OREw","502",24,266298,33.994,"4"
"OREw","502",24,257025,32.811,"4"
"OREw","502",24,303098,38.692,"4"
"OREw","502",24,299841,38.276,"4"
"OREw","502",24,286186,36.533,"4"
"OREw","502",24,275235,35.135,"4"
"OREw","502",24,232361,29.662,"4"
"OREw","502",24,286046,36.515,"4"
"OREw","502",24,266912,34.073,"4"
"OREw","502",24,276254,35.265,"4"
"OREw","502",24,312968,39.952,"4"
"OREw","502",24,297373,37.961,"4"
"OREw","502",24,283174,36.149,"4"
"OREw","502",24,262516,33.512,"4"
"OREw","502",24,290275,37.055,"4"
"OREw","502",24,288694,36.853,"4"
"OREw","502",24,282621,36.078,"4"
"OREw","757",24,350743,44.774,"4"
"OREw","757",24,340621,43.482,"4"
"OREw","757",24,347702,44.386,"4"
"OREw","757",24,344489,43.976,"4"
"OREw","757",24,332004,42.382,"4"
"OREw","757",24,366027,46.725,"4"
"OREw","757",24,336383,42.941,"4"
"OREw","757",24,333361,42.555,"4"
"OREw","757",24,358355,45.746,"4"
"OREw","757",24,350190,44.704,"4"
"OREw","757",24,322466,41.164,"4"
"OREw","757",24,344491,43.976,"4"
"OREw","757",24,341531,43.598,"4"
"OREw","757",24,274187,35.001,"4"
"OREw","757",24,374942,47.863,"4"
"OREw","757",24,331694,42.342,"4"
"OREw","757",24,357981,45.698,"4"
"OREw","757",24,349806,44.655,"4"
"OREw","757",24,314742,40.178,"4"
"OREw","757",24,350042,44.685,"4"
"OREw","900",24,332833,42.488,"4"
"OREw","900",24,315235,40.241,"4"
"OREw","900",24,327298,41.781,"4"
"OREw","900",24,324428,41.415,"4"
"OREw","900",24,299675,38.255,"4"
"OREw","900",24,313302,39.995,"4"
"OREw","900",24,289282,36.928,"4"
"OREw","900",24,295779,37.758,"4"
"OREw","900",24,303054,38.686,"4"
"OREw","900",24,305897,39.049,"4"
"OREw","900",24,295349,37.703,"4"
"OREw","900",24,326055,41.623,"4"
"OREw","900",24,329946,42.119,"4"
"OREw","900",24,272644,34.804,"4"
"OREw","900",24,293630,37.483,"4"
"OREw","900",24,301159,38.445,"4"
"OREw","900",24,338277,43.183,"4"
"OREw","900",24,303223,38.708,"4"
"OREw","900",24,316436,40.395,"4"
"OREw","900",24,269766,34.437,"4"
"OREw","900",24,318177,40.617,"4"
"OREw","900",24,317669,40.552,"4"
"OREw","900",24,323872,41.344,"4"
"OREw","900",24,279335,35.659,"4"
"OREw","911",24,294573,37.604,"4"
"OREw","911",24,304184,38.831,"4"
"OREw","911",24,296309,37.825,"4"
"OREw","911",24,261491,33.381,"4"
"OREw","911",24,308157,39.338,"4"
"OREw","911",24,285984,36.507,"4"
"OREw","911",24,330379,42.175,"4"
"OREw","911",24,344518,43.98,"4"
"OREw","911",24,319121,40.737,"4"
"OREw","911",24,281421,35.925,"4"
"OREw","911",24,328663,41.956,"4"
"OREw","911",24,259002,33.063,"4"
"OREw","911",24,278562,35.56,"4"
"OREw","911",24,314767,40.182,"4"
"OREw","911",24,315561,40.283,"4"
"OREw","911",24,297546,37.983,"4"
"OREw","911",24,302748,38.647,"4"
"OREw","911",24,346877,44.281,"4"
"OREw","177",24,320979,40.975,"4"
"OREw","195",24,352985,45.06,"4"
"OREw","195",24,370263,47.266,"4"
"OREw","239",24,332947,42.502,"4"
"OREw","348",24,300182,38.32,"4"
"OREw","348",24,320824,40.955,"4"
"OREw","392",24,349249,44.583,"4"
"OREw","439",24,348364,44.47,"4"
"sd[1]","042",24,321681,41.064,"4"
"sd[1]","158",24,326612,41.694,"4"
"sd[1]","042",24,308662,39.402,"4"
"sd[1]","042",24,302009,38.553,"4"
"sd[1]","042",24,286594,36.585,"4"
"sd[1]","042",24,282411,36.051,"4"
"sd[1]","042",24,312461,39.887,"4"
"sd[1]","042",24,301614,38.503,"4"
"sd[1]","042",24,288380,36.813,"4"
"sd[1]","042",24,290052,37.027,"4"
"sd[1]","042",24,275094,35.117,"4"
"sd[1]","042",24,297251,37.946,"4"
"sd[1]","042",24,298569,38.114,"4"
"sd[1]","042",24,292247,37.307,"4"
"sd[1]","042",24,197941,25.268,"4"
"sd[1]","042",24,319766,40.82,"4"
"sd[1]","042",24,302211,38.579,"4"
"sd[1]","042",24,329695,42.087,"4"
"sd[1]","042",24,312209,39.855,"4"
"sd[1]","042",24,305020,38.937,"4"
"sd[1]","042",24,307573,39.263,"4"
"sd[1]","057",24,313316,39.996,"4"
"sd[1]","057",24,265498,33.892,"4"
"sd[1]","057",24,280410,35.796,"4"
"sd[1]","057",24,232579,29.69,"4"
"sd[1]","057",24,295870,37.769,"4"
"sd[1]","057",24,283765,36.224,"4"
"sd[1]","057",24,276989,35.359,"4"
"sd[1]","057",24,306067,39.071,"4"
"sd[1]","057",24,285093,36.394,"4"
"sd[1]","057",24,312744,39.923,"4"
"sd[1]","057",24,273883,34.963,"4"
"sd[1]","057",24,285518,36.448,"4"
"sd[1]","057",24,275492,35.168,"4"
"sd[1]","057",24,281621,35.95,"4"
"sd[1]","057",24,305270,38.969,"4"
"sd[1]","057",24,305234,38.965,"4"
"sd[1]","057",24,309683,39.533,"4"
"sd[1]","057",24,304891,38.921,"4"
"sd[1]","057",24,276064,35.241,"4"
"sd[1]","057",24,299889,38.282,"4"
"sd[1]","057",24,300603,38.374,"4"
"sd[1]","057",24,290774,37.119,"4"
"sd[1]","057",24,290399,37.071,"4"
"sd[1]","083",24,272290,34.759,"4"
"sd[1]","083",24,226557,28.921,"4"
"sd[1]","083",24,244651,31.231,"4"
"sd[1]","083",24,265085,33.839,"4"
"sd[1]","083",24,188940,24.119,"4"
"sd[1]","083",24,283139,36.144,"4"
"sd[1]","083",24,302159,38.572,"4"
"sd[1]","083",24,257712,32.898,"4"
"sd[1]","083",24,227235,29.008,"4"
"sd[1]","083",24,266341,34,"4"
"sd[1]","083",24,241989,30.891,"4"
"sd[1]","083",24,224162,28.615,"4"
"sd[1]","083",24,191209,24.409,"4"
"sd[1]","083",24,242591,30.968,"4"
"sd[1]","083",24,255341,32.596,"4"
"sd[1]","083",24,273556,34.921,"4"
"sd[1]","083",24,202148,25.805,"4"
"sd[1]","083",24,208202,26.578,"4"
"sd[1]","083",24,291144,37.166,"4"
"sd[1]","083",24,232011,29.617,"4"
"sd[1]","091",24,271828,34.7,"4"
"sd[1]","091",24,307411,39.243,"4"
"sd[1]","091",24,305100,38.948,"4"
"sd[1]","091",24,293332,37.445,"4"
"sd[1]","091",24,299249,38.201,"4"
"sd[1]","091",24,264847,33.809,"4"
"sd[1]","091",24,286150,36.529,"4"
"sd[1]","091",24,319044,40.728,"4"
"sd[1]","091",24,307544,39.26,"4"
"sd[1]","091",24,271645,34.677,"4"
"sd[1]","091",24,337411,43.072,"4"
"sd[1]","091",24,281360,35.917,"4"
"sd[1]","091",24,302742,38.647,"4"
"sd[1]","091",24,304929,38.926,"4"
"sd[1]","091",24,295006,37.659,"4"
"sd[1]","091",24,313092,39.968,"4"
