"","Mutant","DGRP","temperature","TotalArea","AreaPerc","Block"
"1331","OREw","235","24",215397,27.497,"B2"
"1332","OREw","235","24",232649,29.699,"B2"
"1333","OREw","235","24",272845,34.83,"B2"
"1334","OREw","235","24",213827,27.296,"B2"
"1335","OREw","235","24",238290,30.419,"B2"
"1336","OREw","235","24",257690,32.895,"B2"
"1337","OREw","235","24",240611,30.715,"B2"
"1338","OREw","235","24",245312,31.315,"B2"
"1339","OREw","235","24",222366,28.386,"B2"
"1340","OREw","235","24",283265,36.16,"B2"
"1341","OREw","235","24",213546,27.26,"B2"
"1342","OREw","235","24",244543,31.217,"B2"
"1343","OREw","235","24",237283,30.29,"B2"
"1344","OREw","301","24",279404,35.667,"B2"
"1345","OREw","301","24",279270,35.65,"B2"
"1346","OREw","301","24",257860,32.917,"B2"
"1347","OREw","301","24",288048,36.771,"B2"
"1348","OREw","301","24",255484,32.614,"B2"
"1349","OREw","301","24",296592,37.862,"B2"
"1350","OREw","301","24",310637,39.654,"B2"
"1351","OREw","301","24",257650,32.89,"B2"
"1352","OREw","301","24",254425,32.479,"B2"
"1353","OREw","301","24",271560,34.666,"B2"
"1354","OREw","301","24",297294,37.951,"B2"
"1355","OREw","301","24",240334,30.68,"B2"
"1356","OREw","301","24",314328,40.126,"B2"
"1357","OREw","301","24",279058,35.623,"B2"
"1358","OREw","301","24",277116,35.375,"B2"
"1359","OREw","301","24",243164,31.041,"B2"
"1360","OREw","301","24",273411,34.902,"B2"
"1361","OREw","301","24",271755,34.691,"B2"
"1362","OREw","301","24",266805,34.059,"B2"
"1363","OREw","307","24",379690,48.469,"B2"
"1364","OREw","307","24",382680,48.851,"B2"
"1365","OREw","307","24",381938,48.756,"B2"
"1366","OREw","307","24",382902,48.879,"B2"
"1367","OREw","307","24",381070,48.646,"B2"
"1368","OREw","307","24",379083,48.392,"B2"
"1369","OREw","307","24",394634,50.377,"B2"
"1370","OREw","307","24",372449,47.545,"B2"
"1371","OREw","307","24",356458,45.504,"B2"
"1372","OREw","315","24",346908,44.285,"B2"
"1373","OREw","315","24",261996,33.445,"B2"
"1374","OREw","315","24",350637,44.761,"B2"
"1375","OREw","315","24",303013,38.681,"B2"
"1376","OREw","315","24",275936,35.225,"B2"
"1377","OREw","315","24",302585,38.627,"B2"
"1378","OREw","315","24",349331,44.594,"B2"
"1379","OREw","315","24",312284,39.865,"B2"
"1380","OREw","315","24",297986,38.039,"B2"
"1381","OREw","315","24",296521,37.852,"B2"
"1382","OREw","315","24",322854,41.214,"B2"
"1383","OREw","315","24",331556,42.325,"B2"
"1384","OREw","315","24",255931,32.671,"B2"
"1385","OREw","315","24",342568,43.731,"B2"
"1386","OREw","315","24",321307,41.017,"B2"
"1387","OREw","315","24",329703,42.088,"B2"
"1388","OREw","315","24",323733,41.326,"B2"
"1389","OREw","315","24",305073,38.944,"B2"
"1390","OREw","315","24",329507,42.063,"B2"
"1391","OREw","315","24",337330,43.062,"B2"
"1392","OREw","354","24",265141,33.847,"B2"
"1393","OREw","354","24",328117,41.886,"B2"
"1394","OREw","354","24",320844,40.957,"B2"
"1395","OREw","354","24",265231,33.858,"B2"
"1396","OREw","354","24",269132,34.356,"B2"
"1397","OREw","354","24",212628,27.143,"B2"
"1398","OREw","354","24",320079,40.86,"B2"
"1399","OREw","354","24",337937,43.139,"B2"
"1400","OREw","354","24",313054,39.963,"B2"
"1401","OREw","354","24",323395,41.283,"B2"
"1402","OREw","354","24",301701,38.514,"B2"
"1403","OREw","354","24",308417,39.371,"B2"
"1404","OREw","354","24",315750,40.307,"B2"
"1405","OREw","354","24",309877,39.557,"B2"
"1406","OREw","354","24",316272,40.374,"B2"
"1407","OREw","354","24",333118,42.524,"B2"
"1408","OREw","354","24",310097,39.586,"B2"
"1409","OREw","354","24",329612,42.077,"B2"
"1410","OREw","354","24",300528,38.364,"B2"
"1411","OREw","354","24",305288,38.972,"B2"
"1412","OREw","375","24",365190,46.618,"B2"
"1413","OREw","375","24",328652,41.954,"B2"
"1414","OREw","375","24",282491,36.061,"B2"
"1415","OREw","375","24",350963,44.802,"B2"
"1416","OREw","375","24",338485,43.209,"B2"
"1417","OREw","375","24",347821,44.401,"B2"
"1418","OREw","375","24",346606,44.246,"B2"
"1419","OREw","375","24",375416,47.924,"B2"
"1420","OREw","375","24",320440,40.906,"B2"
"1421","OREw","375","24",356762,45.543,"B2"
"1422","OREw","375","24",328310,41.91,"B2"
"1423","OREw","375","24",352829,45.04,"B2"
"1424","OREw","375","24",321728,41.07,"B2"
"1425","OREw","375","24",324637,41.442,"B2"
"1426","OREw","375","24",334012,42.638,"B2"
"1427","OREw","375","24",336648,42.975,"B2"
"1428","OREw","375","24",326249,41.647,"B2"
"1429","OREw","375","24",330597,42.202,"B2"
"1430","OREw","375","24",331799,42.356,"B2"
"1431","OREw","375","24",334593,42.713,"B2"
"1432","OREw","427","24",387028,49.406,"B2"
"1433","OREw","427","24",343025,43.789,"B2"
"1434","OREw","427","24",396891,50.665,"B2"
"1435","OREw","427","24",378615,48.332,"B2"
"1436","OREw","427","24",349247,44.583,"B2"
"1437","OREw","427","24",346033,44.173,"B2"
"1438","OREw","427","24",356239,45.476,"B2"
"1439","OREw","427","24",356417,45.498,"B2"
"1440","OREw","427","24",382424,48.818,"B2"
"1441","OREw","427","24",384550,49.09,"B2"
"1442","OREw","427","24",354979,45.315,"B2"
"1443","OREw","427","24",358031,45.705,"B2"
"1444","OREw","427","24",363123,46.355,"B2"
"1445","OREw","427","24",359792,45.929,"B2"
"1446","OREw","427","24",338535,43.216,"B2"
"1447","OREw","427","24",342616,43.737,"B2"
"1448","OREw","427","24",353475,45.123,"B2"
"1449","OREw","427","24",348862,44.534,"B2"
"1450","OREw","427","24",349535,44.62,"B2"
"1451","OREw","437","24",329598,42.075,"B2"
"1452","OREw","437","24",302882,38.664,"B2"
"1453","OREw","437","24",295577,37.732,"B2"
"1454","OREw","437","24",304792,38.908,"B2"
"1455","OREw","437","24",342727,43.751,"B2"
"1456","OREw","437","24",305133,38.952,"B2"
"1457","OREw","437","24",294990,37.657,"B2"
"1458","OREw","437","24",332731,42.475,"B2"
"1459","OREw","437","24",316620,40.418,"B2"
"1460","OREw","437","24",312052,39.835,"B2"
"1461","OREw","437","24",243802,31.123,"B2"
"1462","OREw","437","24",330788,42.227,"B2"
"1463","OREw","437","24",318788,40.695,"B2"
"1464","OREw","437","24",332353,42.427,"B2"
"1465","OREw","437","24",254401,32.476,"B2"
"1466","OREw","437","24",261820,33.423,"B2"
"1467","OREw","437","24",243838,31.127,"B2"
"1468","OREw","437","24",299911,38.285,"B2"
"1469","OREw","437","24",239290,30.547,"B2"
"1470","OREw","437","24",221928,28.33,"B2"
"1471","OREw","443","24",345739,44.135,"B2"
"1472","OREw","443","24",305783,39.035,"B2"
"1473","OREw","443","24",342417,43.711,"B2"
"1474","OREw","443","24",350474,44.74,"B2"
"1475","OREw","443","24",345998,44.168,"B2"
"1476","OREw","443","24",385478,49.208,"B2"
"1477","OREw","443","24",316267,40.373,"B2"
"1478","OREw","443","24",352584,45.009,"B2"
"1479","OREw","443","24",315806,40.314,"B2"
"1480","OREw","443","24",294594,37.606,"B2"
"1481","OREw","443","24",326735,41.709,"B2"
"1482","OREw","443","24",303271,38.714,"B2"
"1483","OREw","443","24",342104,43.671,"B2"
"1484","OREw","443","24",359791,45.929,"B2"
"1485","OREw","443","24",351431,44.862,"B2"
"1486","OREw","443","24",309933,39.565,"B2"
"1487","OREw","443","24",280154,35.763,"B2"
"1488","OREw","443","24",324423,41.414,"B2"
"1489","OREw","443","24",320987,40.976,"B2"
"1490","OREw","492","24",302353,38.597,"B2"
"1491","OREw","492","24",313735,40.05,"B2"
"1492","OREw","492","24",317793,40.568,"B2"
"1493","OREw","492","24",291720,37.24,"B2"
"1494","OREw","492","24",342131,43.675,"B2"
"1495","OREw","492","24",315921,40.329,"B2"
"1496","OREw","492","24",325852,41.597,"B2"
"1497","OREw","492","24",356772,45.544,"B2"
"1498","OREw","492","24",279729,35.709,"B2"
"1499","OREw","492","24",290921,37.138,"B2"
"1500","OREw","492","24",320914,40.966,"B2"
"1501","OREw","492","24",349677,44.638,"B2"
"1502","OREw","492","24",337635,43.101,"B2"
"1503","OREw","492","24",348214,44.451,"B2"
"1504","OREw","492","24",362959,46.334,"B2"
"1505","OREw","492","24",377080,48.136,"B2"
"1506","OREw","492","24",341862,43.64,"B2"
"1507","OREw","492","24",288159,36.785,"B2"
"1508","OREw","492","24",337764,43.117,"B2"
"1509","OREw","492","24",310893,39.687,"B2"
"1510","OREw","765","24",336818,42.997,"B2"
"1511","OREw","765","24",336641,42.974,"B2"
"1512","OREw","765","24",295770,37.757,"B2"
"1513","OREw","765","24",326258,41.649,"B2"
"1514","OREw","765","24",314703,40.173,"B2"
"1515","OREw","765","24",304265,38.841,"B2"
"1516","OREw","765","24",318560,40.666,"B2"
"1517","OREw","765","24",293649,37.486,"B2"
"1518","OREw","765","24",346090,44.18,"B2"
"1519","OREw","765","24",328413,41.924,"B2"
"1520","OREw","765","24",352007,44.936,"B2"
"1521","OREw","765","24",330509,42.191,"B2"
"1522","OREw","765","24",340378,43.451,"B2"
"1523","OREw","765","24",313669,40.041,"B2"
"1524","OREw","765","24",316225,40.368,"B2"
"1525","OREw","765","24",342910,43.774,"B2"
"1526","OREw","765","24",326058,41.623,"B2"
"1527","OREw","765","24",326629,41.696,"B2"
"1528","OREw","765","24",361401,46.135,"B2"
"1529","OREw","765","24",314003,40.084,"B2"
"1530","OREw","897","24",319095,40.734,"B2"
"1531","OREw","897","24",332606,42.459,"B2"
"1532","OREw","897","24",313761,40.053,"B2"
"1533","OREw","897","24",321093,40.989,"B2"
"1534","OREw","897","24",303562,38.751,"B2"
"1535","OREw","897","24",260237,33.221,"B2"
"1536","OREw","897","24",305019,38.937,"B2"
"1537","OREw","897","24",360116,45.971,"B2"
"1538","OREw","897","24",345945,44.162,"B2"
"1539","OREw","897","24",327807,41.846,"B2"
"1540","OREw","897","24",308599,39.394,"B2"
"1541","OREw","897","24",286370,36.557,"B2"
"1542","OREw","897","24",336586,42.967,"B2"
"1543","OREw","897","24",355563,45.389,"B2"
"1544","OREw","897","24",323491,41.295,"B2"
"1545","OREw","897","24",342720,43.75,"B2"
"1546","OREw","897","24",339278,43.311,"B2"
"1547","OREw","897","24",326418,41.669,"B2"
"1548","OREw","897","24",298772,38.14,"B2"
"1549","OREw","897","24",309713,39.536,"B2"
"1550","OREw","427","24",385971,49.271,"B2"
"1551","sd[1]","235","24",236368,30.174,"B2"
"1552","sd[1]","235","24",297310,37.953,"B2"
"1553","sd[1]","235","24",203425,25.968,"B2"
"1554","sd[1]","235","24",303298,38.718,"B2"
"1555","sd[1]","235","24",320344,40.894,"B2"
"1556","sd[1]","235","24",300125,38.313,"B2"
"1557","sd[1]","235","24",347947,44.417,"B2"
"1558","sd[1]","235","24",237767,30.352,"B2"
"1559","sd[1]","235","24",299586,38.244,"B2"
"1560","sd[1]","235","24",235363,30.045,"B2"
"1561","sd[1]","235","24",192273,24.545,"B2"
"1562","sd[1]","235","24",211326,26.977,"B2"
"1563","sd[1]","235","24",164210,20.962,"B2"
"1564","sd[1]","235","24",164236,20.966,"B2"
"1565","sd[1]","235","24",200768,25.629,"B2"
"1566","sd[1]","235","24",200711,25.622,"B2"
"1567","sd[1]","235","24",157480,20.103,"B2"
"1568","sd[1]","301","24",258671,33.021,"B2"
"1569","sd[1]","301","24",285155,36.402,"B2"
"1570","sd[1]","301","24",206149,26.316,"B2"
"1571","sd[1]","301","24",256512,32.745,"B2"
"1572","sd[1]","301","24",258867,33.046,"B2"
"1573","sd[1]","301","24",285000,36.382,"B2"
"1574","sd[1]","301","24",282383,36.048,"B2"
"1575","sd[1]","301","24",287614,36.715,"B2"
"1576","sd[1]","301","24",245586,31.35,"B2"
"1577","sd[1]","301","24",270528,34.534,"B2"
"1578","sd[1]","301","24",319013,40.724,"B2"
"1579","sd[1]","301","24",212966,27.186,"B2"
"1580","sd[1]","301","24",249565,31.858,"B2"
"1581","sd[1]","301","24",195639,24.974,"B2"
"1582","sd[1]","301","24",229680,29.32,"B2"
"1583","sd[1]","301","24",246763,31.501,"B2"
"1584","sd[1]","301","24",209835,26.787,"B2"
"1585","sd[1]","301","24",309767,39.543,"B2"
"1586","sd[1]","301","24",292957,37.397,"B2"
"1587","sd[1]","307","24",253163,32.318,"B2"
"1588","sd[1]","307","24",310140,39.591,"B2"
"1589","sd[1]","307","24",242597,30.969,"B2"
"1590","sd[1]","307","24",255244,32.583,"B2"
"1591","sd[1]","307","24",292664,37.36,"B2"
"1592","sd[1]","307","24",338556,43.218,"B2"
"1593","sd[1]","307","24",231463,29.547,"B2"
"1594","sd[1]","307","24",326793,41.717,"B2"
"1595","sd[1]","307","24",305119,38.95,"B2"
"1596","sd[1]","307","24",312436,39.884,"B2"
"1597","sd[1]","307","24",304337,38.85,"B2"
"1598","sd[1]","307","24",268282,34.248,"B2"
"1599","sd[1]","307","24",328622,41.95,"B2"
"1600","sd[1]","307","24",330827,42.232,"B2"
"1601","sd[1]","307","24",290895,37.134,"B2"
"1602","sd[1]","307","24",325000,41.488,"B2"
"1603","sd[1]","307","24",307545,39.26,"B2"
"1604","sd[1]","307","24",336003,42.893,"B2"
"1605","sd[1]","307","24",224406,28.647,"B2"
"1606","sd[1]","307","24",332831,42.488,"B2"
"1607","sd[1]","315","24",290275,37.055,"B2"
"1608","sd[1]","315","24",213928,27.309,"B2"
"1609","sd[1]","315","24",298549,38.111,"B2"
"1610","sd[1]","315","24",326460,41.674,"B2"
"1611","sd[1]","315","24",306974,39.187,"B2"
"1612","sd[1]","315","24",247760,31.628,"B2"
"1613","sd[1]","315","24",300123,38.312,"B2"
"1614","sd[1]","315","24",302447,38.609,"B2"
"1615","sd[1]","315","24",268786,34.312,"B2"
"1616","sd[1]","315","24",333079,42.519,"B2"
"1617","sd[1]","315","24",226118,28.865,"B2"
"1618","sd[1]","315","24",303100,38.692,"B2"
"1619","sd[1]","315","24",303630,38.76,"B2"
"1620","sd[1]","315","24",309113,39.46,"B2"
"1621","sd[1]","315","24",276427,35.287,"B2"
"1622","sd[1]","315","24",263440,33.629,"B2"
"1623","sd[1]","315","24",268305,34.251,"B2"
"1624","sd[1]","315","24",300684,38.384,"B2"
"1625","sd[1]","315","24",326163,41.636,"B2"
"1626","sd[1]","315","24",285701,36.471,"B2"
"1627","sd[1]","345","24",310222,39.601,"B2"
"1628","sd[1]","345","24",262371,33.493,"B2"
"1629","sd[1]","345","24",267893,34.198,"B2"
"1630","sd[1]","345","24",304880,38.92,"B2"
"1631","sd[1]","345","24",273220,34.878,"B2"
"1632","sd[1]","345","24",310760,39.67,"B2"
"1633","sd[1]","345","24",323905,41.348,"B2"
"1634","sd[1]","345","24",320750,40.945,"B2"
"1635","sd[1]","345","24",328189,41.895,"B2"
"1636","sd[1]","345","24",269005,34.34,"B2"
"1637","sd[1]","345","24",263581,33.647,"B2"
"1638","sd[1]","345","24",229354,29.278,"B2"
"1639","sd[1]","345","24",334343,42.681,"B2"
"1640","sd[1]","345","24",290585,37.095,"B2"
"1641","sd[1]","345","24",315865,40.322,"B2"
"1642","sd[1]","345","24",302143,38.57,"B2"
"1643","sd[1]","345","24",222054,28.346,"B2"
"1644","sd[1]","345","24",198586,25.351,"B2"
"1645","sd[1]","345","24",250802,32.016,"B2"
"1646","sd[1]","364","24",204648,26.124,"B2"
"1647","sd[1]","364","24",253263,32.33,"B2"
"1648","sd[1]","364","24",320791,40.951,"B2"
"1649","sd[1]","364","24",228960,29.228,"B2"
"1650","sd[1]","364","24",267657,34.168,"B2"
"1651","sd[1]","364","24",169876,21.686,"B2"
"1652","sd[1]","364","24",229188,29.257,"B2"
"1653","sd[1]","364","24",321002,40.978,"B2"
"1654","sd[1]","364","24",253863,32.407,"B2"
"1655","sd[1]","364","24",204193,26.066,"B2"
"1656","sd[1]","364","24",323796,41.334,"B2"
"1657","sd[1]","364","24",216895,27.688,"B2"
"1658","sd[1]","364","24",201628,25.739,"B2"
"1659","sd[1]","364","24",212963,27.186,"B2"
"1660","sd[1]","364","24",207703,26.514,"B2"
"1661","sd[1]","364","24",266833,34.063,"B2"
"1662","sd[1]","364","24",200799,25.633,"B2"
"1663","sd[1]","364","24",206173,26.319,"B2"
"1664","sd[1]","364","24",261590,33.393,"B2"
"1665","sd[1]","364","24",227405,29.029,"B2"
"1666","sd[1]","367","24",305939,39.055,"B2"
"1667","sd[1]","367","24",340928,43.521,"B2"
"1668","sd[1]","367","24",297121,37.929,"B2"
"1669","sd[1]","367","24",321527,41.045,"B2"
"1670","sd[1]","367","24",316284,40.375,"B2"
"1671","sd[1]","367","24",275080,35.115,"B2"
"1672","sd[1]","367","24",326377,41.664,"B2"
"1673","sd[1]","367","24",322925,41.223,"B2"
"1674","sd[1]","367","24",284508,36.319,"B2"
"1675","sd[1]","367","24",340121,43.418,"B2"
"1676","sd[1]","367","24",307447,39.247,"B2"
"1677","sd[1]","367","24",308659,39.402,"B2"
"1678","sd[1]","367","24",303890,38.793,"B2"
"1679","sd[1]","367","24",245424,31.33,"B2"
"1680","sd[1]","367","24",328912,41.987,"B2"
"1681","sd[1]","367","24",266899,34.071,"B2"
"1682","sd[1]","367","24",304103,38.82,"B2"
"1683","sd[1]","367","24",330733,42.22,"B2"
"1684","sd[1]","367","24",290857,37.129,"B2"
"1685","sd[1]","367","24",321999,41.105,"B2"
"1686","sd[1]","375","24",270079,34.477,"B2"
"1687","sd[1]","375","24",369797,47.207,"B2"
"1688","sd[1]","375","24",262483,33.507,"B2"
"1689","sd[1]","375","24",352542,45.004,"B2"
"1690","sd[1]","375","24",252255,32.202,"B2"
"1691","sd[1]","375","24",351789,44.908,"B2"
"1692","sd[1]","375","24",282498,36.062,"B2"
"1693","sd[1]","375","24",213774,27.289,"B2"
"1694","sd[1]","375","24",345235,44.071,"B2"
"1695","sd[1]","375","24",272935,34.842,"B2"
"1696","sd[1]","375","24",271803,34.697,"B2"
"1697","sd[1]","375","24",281594,35.947,"B2"
"1698","sd[1]","375","24",335592,42.84,"B2"
"1699","sd[1]","375","24",287133,36.654,"B2"
"1700","sd[1]","375","24",286791,36.61,"B2"
"1701","sd[1]","375","24",351001,44.807,"B2"
"1702","sd[1]","375","24",272295,34.76,"B2"
"1703","sd[1]","375","24",197772,25.247,"B2"
"1704","sd[1]","375","24",338114,43.162,"B2"
"1705","sd[1]","375","24",324387,41.41,"B2"
"1706","sd[1]","390","24",260824,33.296,"B2"
"1707","sd[1]","390","24",309107,39.459,"B2"
"1708","sd[1]","390","24",322952,41.227,"B2"
"1709","sd[1]","390","24",261671,33.404,"B2"
"1710","sd[1]","390","24",282951,36.12,"B2"
"1711","sd[1]","390","24",210234,26.837,"B2"
"1712","sd[1]","390","24",223291,28.504,"B2"
"1713","sd[1]","390","24",278784,35.588,"B2"
"1714","sd[1]","390","24",249955,31.908,"B2"
"1715","sd[1]","390","24",243041,31.025,"B2"
"1716","sd[1]","390","24",246142,31.421,"B2"
"1717","sd[1]","390","24",232225,29.645,"B2"
"1718","sd[1]","390","24",186814,23.848,"B2"
"1719","sd[1]","390","24",208553,26.623,"B2"
"1720","sd[1]","390","24",298567,38.114,"B2"
"1721","sd[1]","390","24",321941,41.097,"B2"
"1722","sd[1]","390","24",193243,24.668,"B2"
"1723","sd[1]","390","24",259497,33.126,"B2"
"1724","sd[1]","390","24",251225,32.07,"B2"
"1725","sd[1]","390","24",264975,33.825,"B2"
"1726","sd[1]","427","24",327068,41.752,"B2"
"1727","sd[1]","427","24",283643,36.209,"B2"
"1728","sd[1]","427","24",334214,42.664,"B2"
"1729","sd[1]","427","24",290352,37.065,"B2"
"1730","sd[1]","427","24",328041,41.876,"B2"
"1731","sd[1]","427","24",363606,46.416,"B2"
"1732","sd[1]","427","24",307837,39.297,"B2"
"1733","sd[1]","427","24",334694,42.725,"B2"
"1734","sd[1]","427","24",340962,43.526,"B2"
"1735","sd[1]","427","24",322028,41.109,"B2"
"1736","sd[1]","427","24",265595,33.905,"B2"
"1737","sd[1]","427","24",259451,33.12,"B2"
"1738","sd[1]","427","24",320174,40.872,"B2"
"1739","sd[1]","427","24",270586,34.542,"B2"
"1740","sd[1]","427","24",324967,41.484,"B2"
"1741","sd[1]","427","24",291800,37.25,"B2"
"1742","sd[1]","427","24",286104,36.523,"B2"
"1743","sd[1]","427","24",215367,27.493,"B2"
"1744","sd[1]","427","24",298758,38.138,"B2"
"1745","sd[1]","427","24",329237,42.029,"B2"
"1746","sd[1]","437","24",275450,35.163,"B2"
"1747","sd[1]","437","24",294337,37.574,"B2"
"1748","sd[1]","437","24",308379,39.366,"B2"
"1749","sd[1]","437","24",306597,39.139,"B2"
"1750","sd[1]","437","24",300993,38.423,"B2"
"1751","sd[1]","437","24",302017,38.554,"B2"
"1752","sd[1]","437","24",278152,35.508,"B2"
"1753","sd[1]","437","24",307623,39.27,"B2"
"1754","sd[1]","437","24",316562,40.411,"B2"
"1755","sd[1]","437","24",304319,38.848,"B2"
"1756","sd[1]","437","24",309779,39.545,"B2"
"1757","sd[1]","437","24",331974,42.378,"B2"
"1758","sd[1]","437","24",314804,40.186,"B2"
"1759","sd[1]","437","24",190442,24.311,"B2"
"1760","sd[1]","437","24",307756,39.287,"B2"
"1761","sd[1]","437","24",302918,38.669,"B2"
"1762","sd[1]","437","24",324403,41.412,"B2"
"1763","sd[1]","437","24",332986,42.507,"B2"
"1764","sd[1]","437","24",217538,27.77,"B2"
"1765","sd[1]","437","24",207742,26.519,"B2"
"1766","sd[1]","443","24",293068,37.412,"B2"
"1767","sd[1]","443","24",311655,39.784,"B2"
"1768","sd[1]","443","24",229400,29.284,"B2"
"1769","sd[1]","443","24",223468,28.527,"B2"
"1770","sd[1]","443","24",337030,43.024,"B2"
"1771","sd[1]","443","24",310484,39.635,"B2"
"1772","sd[1]","443","24",207433,26.48,"B2"
"1773","sd[1]","443","24",255339,32.595,"B2"
"1774","sd[1]","443","24",237532,30.322,"B2"
"1775","sd[1]","443","24",179472,22.911,"B2"
"1776","sd[1]","443","24",279866,35.726,"B2"
"1777","sd[1]","443","24",228726,29.198,"B2"
"1778","sd[1]","443","24",240138,30.655,"B2"
"1779","sd[1]","443","24",256942,32.8,"B2"
"1780","sd[1]","443","24",215412,27.498,"B2"
"1781","sd[1]","443","24",264906,33.817,"B2"
"1782","sd[1]","443","24",196433,25.076,"B2"
"1783","sd[1]","443","24",194782,24.865,"B2"
"1784","sd[1]","443","24",289299,36.931,"B2"
"1785","sd[1]","492","24",286913,36.626,"B2"
"1786","sd[1]","492","24",335824,42.87,"B2"
"1787","sd[1]","492","24",285658,36.466,"B2"
"1788","sd[1]","492","24",260963,33.313,"B2"
"1789","sd[1]","492","24",273469,34.91,"B2"
"1790","sd[1]","492","24",284951,36.375,"B2"
"1791","sd[1]","492","24",297351,37.958,"B2"
"1792","sd[1]","492","24",313312,39.996,"B2"
"1793","sd[1]","492","24",282849,36.107,"B2"
"1794","sd[1]","492","24",256340,32.723,"B2"
"1795","sd[1]","492","24",273831,34.956,"B2"
"1796","sd[1]","492","24",262160,33.466,"B2"
"1797","sd[1]","492","24",282205,36.025,"B2"
"1798","sd[1]","492","24",308044,39.323,"B2"
"1799","sd[1]","492","24",261568,33.391,"B2"
"1800","sd[1]","492","24",297254,37.946,"B2"
"1801","sd[1]","492","24",303914,38.796,"B2"
"1802","sd[1]","492","24",224958,28.717,"B2"
"1803","sd[1]","492","24",260221,33.219,"B2"
"1804","sd[1]","492","24",252623,32.249,"B2"
"1805","sd[1]","765","24",251469,32.101,"B2"
"1806","sd[1]","765","24",255045,32.558,"B2"
"1807","sd[1]","765","24",279898,35.73,"B2"
"1808","sd[1]","765","24",210171,26.829,"B2"
"1809","sd[1]","765","24",233985,29.869,"B2"
"1810","sd[1]","765","24",275396,35.156,"B2"
"1811","sd[1]","765","24",259013,33.064,"B2"
"1812","sd[1]","765","24",217974,27.826,"B2"
"1813","sd[1]","765","24",298149,38.06,"B2"
"1814","sd[1]","765","24",280983,35.869,"B2"
"1815","sd[1]","765","24",201629,25.739,"B2"
"1816","sd[1]","765","24",228514,29.171,"B2"
"1817","sd[1]","765","24",242526,30.96,"B2"
"1818","sd[1]","765","24",277019,35.363,"B2"
"1819","sd[1]","765","24",227685,29.065,"B2"
"1820","sd[1]","765","24",270888,34.58,"B2"
"1821","sd[1]","765","24",290393,37.07,"B2"
"1822","sd[1]","765","24",159124,20.313,"B2"
"1823","sd[1]","765","24",174301,22.25,"B2"
"1824","sd[1]","774","24",319900,40.837,"B2"
"1825","sd[1]","774","24",326170,41.637,"B2"
"1826","sd[1]","774","24",317275,40.502,"B2"
"1827","sd[1]","774","24",223162,28.488,"B2"
"1828","sd[1]","774","24",228263,29.139,"B2"
"1829","sd[1]","774","24",293920,37.52,"B2"
"1830","sd[1]","774","24",257210,32.834,"B2"
"1831","sd[1]","774","24",256028,32.683,"B2"
"1832","sd[1]","774","24",288695,36.853,"B2"
"1833","sd[1]","774","24",321414,41.03,"B2"
"1834","sd[1]","774","24",235504,30.063,"B2"
"1835","sd[1]","774","24",302486,38.614,"B2"
"1836","sd[1]","774","24",307625,39.27,"B2"
"1837","sd[1]","774","24",278760,35.585,"B2"
"1838","sd[1]","774","24",231301,29.527,"B2"
"1839","sd[1]","774","24",193773,24.736,"B2"
"1840","sd[1]","774","24",230147,29.379,"B2"
"1841","sd[1]","774","24",259035,33.067,"B2"
"1842","sd[1]","774","24",209752,26.776,"B2"
"1843","sd[1]","843","24",261096,33.33,"B2"
"1844","sd[1]","843","24",257642,32.889,"B2"
"1845","sd[1]","843","24",273169,34.871,"B2"
"1846","sd[1]","843","24",286157,36.529,"B2"
"1847","sd[1]","843","24",236029,30.13,"B2"
"1848","sd[1]","843","24",256969,32.803,"B2"
"1849","sd[1]","843","24",245520,31.342,"B2"
"1850","sd[1]","843","24",247640,31.613,"B2"
"1851","sd[1]","843","24",282965,36.122,"B2"
"1852","sd[1]","843","24",291454,37.206,"B2"
"1853","sd[1]","843","24",300634,38.378,"B2"
"1854","sd[1]","843","24",219503,28.021,"B2"
"1855","sd[1]","843","24",254707,32.515,"B2"
"1856","sd[1]","907","24",276210,35.26,"B2"
"1857","sd[1]","907","24",302815,38.656,"B2"
"1858","sd[1]","907","24",269372,34.387,"B2"
"1859","sd[1]","907","24",261913,33.435,"B2"
"1860","sd[1]","907","24",338345,43.192,"B2"
"1861","sd[1]","907","24",315774,40.31,"B2"
"1862","sd[1]","907","24",307664,39.275,"B2"
"1863","sd[1]","907","24",262638,33.527,"B2"
"1864","sd[1]","907","24",319576,40.796,"B2"
"1865","sd[1]","907","24",356031,45.449,"B2"
"1866","sd[1]","907","24",276591,35.308,"B2"
"1867","sd[1]","907","24",304011,38.809,"B2"
"1868","sd[1]","907","24",270566,34.539,"B2"
"1869","sd[1]","907","24",344670,43.999,"B2"
"1870","sd[1]","907","24",272836,34.829,"B2"
"1871","sd[1]","907","24",271690,34.683,"B2"
"1872","sd[1]","301","24",257392,32.857,"B2"
"1873","sd[1]","843","24",259736,33.157,"B2"
"1874","sd[E3]","235","24",157917,20.159,"B2"
"1875","sd[E3]","235","24",211113,26.95,"B2"
"1876","sd[E3]","235","24",136304,17.4,"B2"
"1877","sd[E3]","235","24",156204,19.94,"B2"
"1878","sd[E3]","235","24",189310,24.166,"B2"
"1879","sd[E3]","235","24",160950,20.546,"B2"
"1880","sd[E3]","235","24",198712,25.367,"B2"
"1881","sd[E3]","235","24",206681,26.384,"B2"
"1882","sd[E3]","235","24",135102,17.246,"B2"
"1883","sd[E3]","235","24",224059,28.602,"B2"
