"","Mutant","DGRP","temperature","TotalArea","AreaPerc","Block"
"3696","OREw","057","24",329149,42.018,"B4"
"3697","OREw","057","24",330374,42.174,"B4"
"3698","OREw","057","24",326312,41.655,"B4"
"3699","OREw","083","24",309540,39.514,"B4"
"3700","OREw","083","24",334211,42.664,"B4"
"3701","OREw","083","24",311750,39.797,"B4"
"3702","OREw","083","24",335722,42.857,"B4"
"3703","OREw","083","24",294122,37.546,"B4"
"3704","OREw","083","24",316502,40.403,"B4"
"3705","OREw","083","24",331942,42.374,"B4"
"3706","OREw","083","24",321677,41.064,"B4"
"3707","OREw","083","24",293984,37.529,"B4"
"3708","OREw","083","24",314640,40.165,"B4"
"3709","OREw","083","24",315324,40.253,"B4"
"3710","OREw","083","24",326953,41.737,"B4"
"3711","OREw","083","24",299866,38.279,"B4"
"3712","OREw","083","24",309085,39.456,"B4"
"3713","OREw","083","24",313396,40.007,"B4"
"3714","OREw","083","24",340860,43.513,"B4"
"3715","OREw","083","24",326816,41.72,"B4"
"3716","OREw","083","24",324240,41.391,"B4"
"3717","OREw","083","24",322676,41.191,"B4"
"3718","OREw","083","24",328964,41.994,"B4"
"3719","OREw","083","24",313108,39.97,"B4"
"3720","OREw","091","24",334847,42.745,"B4"
"3721","OREw","091","24",335389,42.814,"B4"
"3722","OREw","091","24",319219,40.75,"B4"
"3723","OREw","091","24",305911,39.051,"B4"
"3724","OREw","091","24",318080,40.605,"B4"
"3725","OREw","091","24",312917,39.945,"B4"
"3726","OREw","091","24",316583,40.413,"B4"
"3727","OREw","091","24",282158,36.019,"B4"
"3728","OREw","091","24",316969,40.463,"B4"
"3729","OREw","091","24",306556,39.133,"B4"
"3730","OREw","091","24",308633,39.399,"B4"
"3731","OREw","091","24",336396,42.943,"B4"
"3732","OREw","091","24",328826,41.976,"B4"
"3733","OREw","091","24",289846,37,"B4"
"3734","OREw","091","24",302964,38.675,"B4"
"3735","OREw","091","24",322909,41.221,"B4"
"3736","OREw","091","24",331208,42.28,"B4"
"3737","OREw","091","24",305067,38.943,"B4"
"3738","OREw","091","24",305350,38.98,"B4"
"3739","OREw","091","24",343144,43.804,"B4"
"3740","OREw","091","24",307919,39.307,"B4"
"3741","OREw","158","24",317787,40.567,"B4"
"3742","OREw","158","24",346120,44.184,"B4"
"3743","OREw","158","24",280836,35.85,"B4"
"3744","OREw","158","24",303463,38.739,"B4"
"3745","OREw","158","24",312213,39.856,"B4"
"3746","OREw","158","24",282118,36.014,"B4"
"3747","OREw","158","24",289263,36.926,"B4"
"3748","OREw","158","24",294194,37.555,"B4"
"3749","OREw","158","24",324902,41.475,"B4"
"3750","OREw","158","24",326161,41.636,"B4"
"3751","OREw","158","24",301372,38.472,"B4"
"3752","OREw","158","24",287223,36.666,"B4"
"3753","OREw","158","24",308850,39.426,"B4"
"3754","OREw","158","24",356520,45.512,"B4"
"3755","OREw","158","24",316494,40.402,"B4"
"3756","OREw","158","24",312869,39.939,"B4"
"3757","OREw","158","24",382083,48.775,"B4"
"3758","OREw","158","24",289171,36.914,"B4"
"3759","OREw","177","24",308649,39.401,"B4"
"3760","OREw","177","24",345179,44.064,"B4"
"3761","OREw","177","24",288443,36.821,"B4"
"3762","OREw","177","24",329766,42.096,"B4"
"3763","OREw","177","24",298861,38.151,"B4"
"3764","OREw","177","24",340658,43.487,"B4"
"3765","OREw","177","24",313568,40.029,"B4"
"3766","OREw","177","24",353063,45.07,"B4"
"3767","OREw","177","24",304235,38.837,"B4"
"3768","OREw","177","24",375651,47.954,"B4"
"3769","OREw","177","24",332331,42.424,"B4"
"3770","OREw","177","24",286124,36.525,"B4"
"3771","OREw","177","24",311707,39.791,"B4"
"3772","OREw","177","24",318312,40.634,"B4"
"3773","OREw","177","24",297826,38.019,"B4"
"3774","OREw","177","24",307893,39.304,"B4"
"3775","OREw","177","24",338054,43.154,"B4"
"3776","OREw","177","24",331335,42.297,"B4"
"3777","OREw","177","24",301011,38.426,"B4"
"3778","OREw","177","24",296431,37.841,"B4"
"3779","OREw","195","24",353115,45.077,"B4"
"3780","OREw","195","24",362368,46.258,"B4"
"3781","OREw","195","24",375377,47.919,"B4"
"3782","OREw","195","24",337098,43.032,"B4"
"3783","OREw","195","24",361562,46.155,"B4"
"3784","OREw","195","24",369843,47.212,"B4"
"3785","OREw","195","24",337841,43.127,"B4"
"3786","OREw","195","24",347794,44.398,"B4"
"3787","OREw","195","24",332452,42.439,"B4"
"3788","OREw","195","24",361118,46.099,"B4"
"3789","OREw","195","24",331752,42.35,"B4"
"3790","OREw","195","24",337378,43.068,"B4"
"3791","OREw","195","24",356772,45.544,"B4"
"3792","OREw","195","24",338277,43.183,"B4"
"3793","OREw","195","24",334219,42.665,"B4"
"3794","OREw","195","24",355262,45.351,"B4"
"3795","OREw","195","24",336960,43.015,"B4"
"3796","OREw","195","24",353022,45.065,"B4"
"3797","OREw","239","24",307359,39.236,"B4"
"3798","OREw","239","24",256920,32.797,"B4"
"3799","OREw","239","24",305311,38.975,"B4"
"3800","OREw","239","24",316524,40.406,"B4"
"3801","OREw","239","24",329960,42.121,"B4"
"3802","OREw","239","24",305153,38.954,"B4"
"3803","OREw","239","24",321552,41.048,"B4"
"3804","OREw","239","24",328189,41.895,"B4"
"3805","OREw","239","24",299101,38.182,"B4"
"3806","OREw","239","24",334006,42.638,"B4"
"3807","OREw","239","24",319931,40.841,"B4"
"3808","OREw","239","24",301885,38.537,"B4"
"3809","OREw","239","24",321414,41.03,"B4"
"3810","OREw","239","24",256878,32.792,"B4"
"3811","OREw","239","24",294261,37.564,"B4"
"3812","OREw","239","24",328753,41.967,"B4"
"3813","OREw","239","24",303502,38.744,"B4"
"3814","OREw","239","24",313697,40.045,"B4"
"3815","OREw","239","24",291669,37.233,"B4"
"3816","OREw","319","24",327523,41.81,"B4"
"3817","OREw","319","24",313024,39.959,"B4"
"3818","OREw","319","24",365222,46.622,"B4"
"3819","OREw","319","24",267930,34.203,"B4"
"3820","OREw","319","24",314944,40.204,"B4"
"3821","OREw","319","24",310365,39.62,"B4"
"3822","OREw","319","24",324528,41.428,"B4"
"3823","OREw","319","24",267080,34.094,"B4"
"3824","OREw","319","24",293663,37.488,"B4"
"3825","OREw","319","24",279174,35.638,"B4"
"3826","OREw","319","24",298901,38.156,"B4"
"3827","OREw","319","24",298775,38.14,"B4"
"3828","OREw","319","24",304565,38.879,"B4"
"3829","OREw","319","24",315213,40.239,"B4"
"3830","OREw","319","24",342005,43.659,"B4"
"3831","OREw","319","24",261400,33.369,"B4"
"3832","OREw","319","24",319895,40.836,"B4"
"3833","OREw","319","24",304211,38.834,"B4"
"3834","OREw","319","24",364918,46.584,"B4"
"3835","OREw","319","24",284663,36.339,"B4"
"3836","OREw","348","24",353806,45.165,"B4"
"3837","OREw","348","24",316956,40.461,"B4"
"3838","OREw","348","24",354656,45.274,"B4"
"3839","OREw","348","24",312775,39.927,"B4"
"3840","OREw","348","24",293325,37.444,"B4"
"3841","OREw","348","24",280527,35.811,"B4"
"3842","OREw","348","24",302510,38.617,"B4"
"3843","OREw","348","24",329527,42.066,"B4"
"3844","OREw","348","24",321184,41.001,"B4"
"3845","OREw","348","24",289232,36.922,"B4"
"3846","OREw","348","24",296281,37.822,"B4"
"3847","OREw","348","24",291379,37.196,"B4"
"3848","OREw","348","24",321725,41.07,"B4"
"3849","OREw","348","24",324766,41.458,"B4"
"3850","OREw","348","24",309286,39.482,"B4"
"3851","OREw","348","24",279852,35.725,"B4"
"3852","OREw","348","24",297770,38.012,"B4"
"3853","OREw","348","24",293889,37.516,"B4"
"3854","OREw","348","24",295519,37.725,"B4"
"3855","OREw","348","24",310491,39.636,"B4"
"3856","OREw","348","24",293166,37.424,"B4"
"3857","OREw","348","24",311840,39.808,"B4"
"3858","OREw","348","24",295526,37.725,"B4"
"3859","OREw","371","24",326308,41.655,"B4"
"3860","OREw","371","24",320015,40.852,"B4"
"3861","OREw","371","24",307788,39.291,"B4"
"3862","OREw","371","24",305986,39.061,"B4"
"3863","OREw","371","24",293631,37.484,"B4"
"3864","OREw","371","24",286657,36.593,"B4"
"3865","OREw","371","24",316207,40.365,"B4"
"3866","OREw","371","24",327956,41.865,"B4"
"3867","OREw","371","24",286255,36.542,"B4"
"3868","OREw","371","24",319692,40.81,"B4"
"3869","OREw","371","24",327333,41.786,"B4"
"3870","OREw","371","24",341502,43.595,"B4"
"3871","OREw","371","24",321903,41.093,"B4"
"3872","OREw","371","24",324013,41.362,"B4"
"3873","OREw","371","24",307353,39.235,"B4"
"3874","OREw","371","24",292885,37.388,"B4"
"3875","OREw","371","24",325464,41.547,"B4"
"3876","OREw","371","24",335316,42.805,"B4"
"3877","OREw","371","24",292897,37.39,"B4"
"3878","OREw","371","24",324269,41.395,"B4"
"3879","OREw","373","24",297392,37.964,"B4"
"3880","OREw","373","24",332819,42.486,"B4"
"3881","OREw","373","24",356015,45.447,"B4"
"3882","OREw","373","24",312051,39.835,"B4"
"3883","OREw","373","24",325399,41.539,"B4"
"3884","OREw","373","24",321528,41.045,"B4"
"3885","OREw","373","24",296200,37.811,"B4"
"3886","OREw","373","24",283861,36.236,"B4"
"3887","OREw","373","24",269368,34.386,"B4"
"3888","OREw","373","24",327973,41.867,"B4"
"3889","OREw","373","24",330874,42.238,"B4"
"3890","OREw","373","24",302768,38.65,"B4"
"3891","OREw","373","24",270714,34.558,"B4"
"3892","OREw","373","24",306795,39.164,"B4"
"3893","OREw","373","24",335502,42.829,"B4"
"3894","OREw","373","24",317621,40.546,"B4"
"3895","OREw","373","24",278055,35.495,"B4"
"3896","OREw","373","24",334304,42.676,"B4"
"3897","OREw","373","24",312270,39.863,"B4"
"3898","OREw","373","24",318543,40.664,"B4"
"3899","OREw","379","24",309995,39.572,"B4"
"3900","OREw","379","24",330418,42.18,"B4"
"3901","OREw","379","24",291545,37.217,"B4"
"3902","OREw","379","24",288178,36.787,"B4"
"3903","OREw","379","24",324908,41.476,"B4"
"3904","OREw","379","24",269503,34.403,"B4"
"3905","OREw","379","24",306250,39.094,"B4"
"3906","OREw","379","24",269229,34.368,"B4"
"3907","OREw","379","24",236588,30.202,"B4"
"3908","OREw","379","24",283621,36.206,"B4"
"3909","OREw","379","24",309883,39.558,"B4"
"3910","OREw","379","24",260629,33.271,"B4"
"3911","OREw","379","24",301943,38.545,"B4"
"3912","OREw","379","24",297270,37.948,"B4"
"3913","OREw","379","24",245371,31.323,"B4"
"3914","OREw","379","24",273763,34.947,"B4"
"3915","OREw","379","24",290894,37.134,"B4"
"3916","OREw","379","24",308699,39.407,"B4"
"3917","OREw","379","24",287984,36.763,"B4"
"3918","OREw","379","24",266657,34.04,"B4"
"3919","OREw","379","24",289089,36.904,"B4"
"3920","OREw","379","24",341016,43.532,"B4"
"3921","OREw","379","24",285556,36.453,"B4"
"3922","OREw","392","24",321788,41.078,"B4"
"3923","OREw","392","24",332976,42.506,"B4"
"3924","OREw","392","24",323333,41.275,"B4"
"3925","OREw","392","24",334693,42.725,"B4"
"3926","OREw","392","24",325484,41.55,"B4"
"3927","OREw","392","24",312872,39.94,"B4"
"3928","OREw","392","24",316701,40.429,"B4"
"3929","OREw","392","24",292385,37.324,"B4"
"3930","OREw","392","24",352669,45.02,"B4"
"3931","OREw","392","24",352442,44.991,"B4"
"3932","OREw","392","24",301059,38.432,"B4"
"3933","OREw","392","24",307768,39.288,"B4"
"3934","OREw","392","24",319736,40.816,"B4"
"3935","OREw","392","24",314273,40.119,"B4"
"3936","OREw","392","24",333863,42.619,"B4"
"3937","OREw","392","24",336160,42.913,"B4"
"3938","OREw","392","24",335514,42.83,"B4"
"3939","OREw","392","24",321723,41.07,"B4"
"3940","OREw","439","24",308851,39.426,"B4"
"3941","OREw","439","24",315932,40.33,"B4"
"3942","OREw","439","24",294332,37.573,"B4"
"3943","OREw","439","24",297394,37.964,"B4"
"3944","OREw","439","24",286884,36.622,"B4"
"3945","OREw","439","24",296627,37.866,"B4"
"3946","OREw","439","24",327177,41.766,"B4"
"3947","OREw","439","24",329963,42.122,"B4"
"3948","OREw","439","24",343960,43.908,"B4"
"3949","OREw","439","24",349457,44.61,"B4"
"3950","OREw","439","24",294188,37.555,"B4"
"3951","OREw","439","24",278119,35.503,"B4"
"3952","OREw","439","24",357516,45.639,"B4"
"3953","OREw","439","24",280409,35.796,"B4"
"3954","OREw","439","24",321872,41.089,"B4"
"3955","OREw","439","24",327615,41.822,"B4"
"3956","OREw","439","24",279572,35.689,"B4"
"3957","OREw","439","24",315534,40.28,"B4"
"3958","OREw","439","24",301155,38.444,"B4"
"3959","OREw","439","24",307419,39.244,"B4"
"3960","OREw","439","24",320090,40.861,"B4"
"3961","OREw","502","24",282570,36.072,"B4"
"3962","OREw","502","24",283471,36.187,"B4"
"3963","OREw","502","24",269636,34.42,"B4"
"3964","OREw","502","24",271262,34.628,"B4"
"3965","OREw","502","24",266298,33.994,"B4"
"3966","OREw","502","24",257025,32.811,"B4"
"3967","OREw","502","24",303098,38.692,"B4"
"3968","OREw","502","24",299841,38.276,"B4"
"3969","OREw","502","24",286186,36.533,"B4"
"3970","OREw","502","24",275235,35.135,"B4"
"3971","OREw","502","24",232361,29.662,"B4"
"3972","OREw","502","24",286046,36.515,"B4"
"3973","OREw","502","24",266912,34.073,"B4"
"3974","OREw","502","24",276254,35.265,"B4"
"3975","OREw","502","24",312968,39.952,"B4"
"3976","OREw","502","24",297373,37.961,"B4"
"3977","OREw","502","24",283174,36.149,"B4"
"3978","OREw","502","24",262516,33.512,"B4"
"3979","OREw","502","24",290275,37.055,"B4"
"3980","OREw","502","24",288694,36.853,"B4"
"3981","OREw","502","24",282621,36.078,"B4"
"3982","OREw","757","24",350743,44.774,"B4"
"3983","OREw","757","24",340621,43.482,"B4"
"3984","OREw","757","24",347702,44.386,"B4"
"3985","OREw","757","24",344489,43.976,"B4"
"3986","OREw","757","24",332004,42.382,"B4"
"3987","OREw","757","24",366027,46.725,"B4"
"3988","OREw","757","24",336383,42.941,"B4"
"3989","OREw","757","24",333361,42.555,"B4"
"3990","OREw","757","24",358355,45.746,"B4"
"3991","OREw","757","24",350190,44.704,"B4"
"3992","OREw","757","24",322466,41.164,"B4"
"3993","OREw","757","24",344491,43.976,"B4"
"3994","OREw","757","24",341531,43.598,"B4"
"3995","OREw","757","24",274187,35.001,"B4"
"3996","OREw","757","24",374942,47.863,"B4"
"3997","OREw","757","24",331694,42.342,"B4"
"3998","OREw","757","24",357981,45.698,"B4"
"3999","OREw","757","24",349806,44.655,"B4"
"4000","OREw","757","24",314742,40.178,"B4"
"4001","OREw","757","24",350042,44.685,"B4"
"4002","OREw","900","24",332833,42.488,"B4"
"4003","OREw","900","24",315235,40.241,"B4"
"4004","OREw","900","24",327298,41.781,"B4"
"4005","OREw","900","24",324428,41.415,"B4"
"4006","OREw","900","24",299675,38.255,"B4"
"4007","OREw","900","24",313302,39.995,"B4"
"4008","OREw","900","24",289282,36.928,"B4"
"4009","OREw","900","24",295779,37.758,"B4"
"4010","OREw","900","24",303054,38.686,"B4"
"4011","OREw","900","24",305897,39.049,"B4"
"4012","OREw","900","24",295349,37.703,"B4"
"4013","OREw","900","24",326055,41.623,"B4"
"4014","OREw","900","24",329946,42.119,"B4"
"4015","OREw","900","24",272644,34.804,"B4"
"4016","OREw","900","24",293630,37.483,"B4"
"4017","OREw","900","24",301159,38.445,"B4"
"4018","OREw","900","24",338277,43.183,"B4"
"4019","OREw","900","24",303223,38.708,"B4"
"4020","OREw","900","24",316436,40.395,"B4"
"4021","OREw","900","24",269766,34.437,"B4"
"4022","OREw","900","24",318177,40.617,"B4"
"4023","OREw","900","24",317669,40.552,"B4"
"4024","OREw","900","24",323872,41.344,"B4"
"4025","OREw","900","24",279335,35.659,"B4"
"4026","OREw","911","24",294573,37.604,"B4"
"4027","OREw","911","24",304184,38.831,"B4"
"4028","OREw","911","24",296309,37.825,"B4"
"4029","OREw","911","24",261491,33.381,"B4"
"4030","OREw","911","24",308157,39.338,"B4"
"4031","OREw","911","24",285984,36.507,"B4"
"4032","OREw","911","24",330379,42.175,"B4"
"4033","OREw","911","24",344518,43.98,"B4"
"4034","OREw","911","24",319121,40.737,"B4"
"4035","OREw","911","24",281421,35.925,"B4"
"4036","OREw","911","24",328663,41.956,"B4"
"4037","OREw","911","24",259002,33.063,"B4"
"4038","OREw","911","24",278562,35.56,"B4"
"4039","OREw","911","24",314767,40.182,"B4"
"4040","OREw","911","24",315561,40.283,"B4"
"4041","OREw","911","24",297546,37.983,"B4"
"4042","OREw","911","24",302748,38.647,"B4"
"4043","OREw","911","24",346877,44.281,"B4"
"4044","OREw","177","24",320979,40.975,"B4"
"4045","OREw","195","24",352985,45.06,"B4"
"4046","OREw","195","24",370263,47.266,"B4"
"4047","OREw","239","24",332947,42.502,"B4"
"4048","OREw","348","24",300182,38.32,"B4"
"4049","OREw","348","24",320824,40.955,"B4"
"4050","OREw","392","24",349249,44.583,"B4"
"4051","OREw","439","24",348364,44.47,"B4"
"4052","sd[1]","042","24",321681,41.064,"B4"
"4053","sd[1]","158","24",326612,41.694,"B4"
"4054","sd[1]","042","24",308662,39.402,"B4"
"4055","sd[1]","042","24",302009,38.553,"B4"
"4056","sd[1]","042","24",286594,36.585,"B4"
"4057","sd[1]","042","24",282411,36.051,"B4"
"4058","sd[1]","042","24",312461,39.887,"B4"
"4059","sd[1]","042","24",301614,38.503,"B4"
"4060","sd[1]","042","24",288380,36.813,"B4"
"4061","sd[1]","042","24",290052,37.027,"B4"
"4062","sd[1]","042","24",275094,35.117,"B4"
"4063","sd[1]","042","24",297251,37.946,"B4"
"4064","sd[1]","042","24",298569,38.114,"B4"
"4065","sd[1]","042","24",292247,37.307,"B4"
"4066","sd[1]","042","24",197941,25.268,"B4"
"4067","sd[1]","042","24",319766,40.82,"B4"
"4068","sd[1]","042","24",302211,38.579,"B4"
"4069","sd[1]","042","24",329695,42.087,"B4"
"4070","sd[1]","042","24",312209,39.855,"B4"
"4071","sd[1]","042","24",305020,38.937,"B4"
"4072","sd[1]","042","24",307573,39.263,"B4"
"4073","sd[1]","057","24",313316,39.996,"B4"
"4074","sd[1]","057","24",265498,33.892,"B4"
"4075","sd[1]","057","24",280410,35.796,"B4"
"4076","sd[1]","057","24",232579,29.69,"B4"
"4077","sd[1]","057","24",295870,37.769,"B4"
"4078","sd[1]","057","24",283765,36.224,"B4"
"4079","sd[1]","057","24",276989,35.359,"B4"
"4080","sd[1]","057","24",306067,39.071,"B4"
"4081","sd[1]","057","24",285093,36.394,"B4"
"4082","sd[1]","057","24",312744,39.923,"B4"
"4083","sd[1]","057","24",273883,34.963,"B4"
"4084","sd[1]","057","24",285518,36.448,"B4"
"4085","sd[1]","057","24",275492,35.168,"B4"
"4086","sd[1]","057","24",281621,35.95,"B4"
"4087","sd[1]","057","24",305270,38.969,"B4"
"4088","sd[1]","057","24",305234,38.965,"B4"
"4089","sd[1]","057","24",309683,39.533,"B4"
"4090","sd[1]","057","24",304891,38.921,"B4"
"4091","sd[1]","057","24",276064,35.241,"B4"
"4092","sd[1]","057","24",299889,38.282,"B4"
"4093","sd[1]","057","24",300603,38.374,"B4"
"4094","sd[1]","057","24",290774,37.119,"B4"
"4095","sd[1]","057","24",290399,37.071,"B4"
"4096","sd[1]","083","24",272290,34.759,"B4"
"4097","sd[1]","083","24",226557,28.921,"B4"
"4098","sd[1]","083","24",244651,31.231,"B4"
"4099","sd[1]","083","24",265085,33.839,"B4"
"4100","sd[1]","083","24",188940,24.119,"B4"
"4101","sd[1]","083","24",283139,36.144,"B4"
"4102","sd[1]","083","24",302159,38.572,"B4"
"4103","sd[1]","083","24",257712,32.898,"B4"
"4104","sd[1]","083","24",227235,29.008,"B4"
"4105","sd[1]","083","24",266341,34,"B4"
"4106","sd[1]","083","24",241989,30.891,"B4"
"4107","sd[1]","083","24",224162,28.615,"B4"
"4108","sd[1]","083","24",191209,24.409,"B4"
"4109","sd[1]","083","24",242591,30.968,"B4"
"4110","sd[1]","083","24",255341,32.596,"B4"
"4111","sd[1]","083","24",273556,34.921,"B4"
"4112","sd[1]","083","24",202148,25.805,"B4"
"4113","sd[1]","083","24",208202,26.578,"B4"
"4114","sd[1]","083","24",291144,37.166,"B4"
"4115","sd[1]","083","24",232011,29.617,"B4"
"4116","sd[1]","091","24",271828,34.7,"B4"
"4117","sd[1]","091","24",307411,39.243,"B4"
"4118","sd[1]","091","24",305100,38.948,"B4"
"4119","sd[1]","091","24",293332,37.445,"B4"
"4120","sd[1]","091","24",299249,38.201,"B4"
"4121","sd[1]","091","24",264847,33.809,"B4"
"4122","sd[1]","091","24",286150,36.529,"B4"
"4123","sd[1]","091","24",319044,40.728,"B4"
"4124","sd[1]","091","24",307544,39.26,"B4"
"4125","sd[1]","091","24",271645,34.677,"B4"
"4126","sd[1]","091","24",337411,43.072,"B4"
"4127","sd[1]","091","24",281360,35.917,"B4"
"4128","sd[1]","091","24",302742,38.647,"B4"
"4129","sd[1]","091","24",304929,38.926,"B4"
"4130","sd[1]","091","24",295006,37.659,"B4"
"4131","sd[1]","091","24",313092,39.968,"B4"
"4132","sd[1]","091","24",314796,40.185,"B4"
"4133","sd[1]","091","24",330624,42.206,"B4"
"4134","sd[1]","158","24",315222,40.24,"B4"
"4135","sd[1]","158","24",308853,39.427,"B4"
"4136","sd[1]","158","24",331782,42.354,"B4"
"4137","sd[1]","158","24",348476,44.485,"B4"
"4138","sd[1]","158","24",318357,40.64,"B4"
"4139","sd[1]","158","24",320278,40.885,"B4"
"4140","sd[1]","158","24",320340,40.893,"B4"
"4141","sd[1]","158","24",333024,42.512,"B4"
"4142","sd[1]","158","24",293517,37.469,"B4"
"4143","sd[1]","158","24",312680,39.915,"B4"
"4144","sd[1]","158","24",327455,41.801,"B4"
"4145","sd[1]","158","24",317266,40.501,"B4"
"4146","sd[1]","158","24",314335,40.127,"B4"
"4147","sd[1]","158","24",334307,42.676,"B4"
"4148","sd[1]","158","24",321655,41.061,"B4"
"4149","sd[1]","158","24",306892,39.176,"B4"
"4150","sd[1]","158","24",318977,40.719,"B4"
"4151","sd[1]","158","24",323257,41.265,"B4"
"4152","sd[1]","158","24",286391,36.559,"B4"
"4153","sd[1]","158","24",315004,40.212,"B4"
"4154","sd[1]","195","24",299326,38.211,"B4"
"4155","sd[1]","195","24",270169,34.488,"B4"
"4156","sd[1]","195","24",300998,38.424,"B4"
"4157","sd[1]","195","24",301369,38.471,"B4"
"4158","sd[1]","195","24",292895,37.39,"B4"
"4159","sd[1]","195","24",302292,38.589,"B4"
"4160","sd[1]","195","24",282117,36.014,"B4"
"4161","sd[1]","195","24",288581,36.839,"B4"
"4162","sd[1]","195","24",316561,40.411,"B4"
"4163","sd[1]","195","24",285412,36.434,"B4"
"4164","sd[1]","195","24",282514,36.064,"B4"
"4165","sd[1]","195","24",305751,39.031,"B4"
"4166","sd[1]","195","24",285495,36.445,"B4"
"4167","sd[1]","195","24",293594,37.479,"B4"
"4168","sd[1]","195","24",290261,37.053,"B4"
"4169","sd[1]","195","24",277992,35.487,"B4"
"4170","sd[1]","195","24",293110,37.417,"B4"
"4171","sd[1]","195","24",263035,33.578,"B4"
"4172","sd[1]","195","24",292138,37.293,"B4"
"4173","sd[1]","195","24",253779,32.396,"B4"
"4174","sd[1]","195","24",309759,39.542,"B4"
"4175","sd[1]","195","24",308779,39.417,"B4"
"4176","sd[1]","239","24",258790,33.036,"B4"
"4177","sd[1]","239","24",299009,38.17,"B4"
"4178","sd[1]","239","24",309980,39.571,"B4"
"4179","sd[1]","239","24",330873,42.238,"B4"
"4180","sd[1]","239","24",286410,36.562,"B4"
"4181","sd[1]","239","24",273176,34.872,"B4"
"4182","sd[1]","239","24",270279,34.503,"B4"
"4183","sd[1]","239","24",268500,34.275,"B4"
"4184","sd[1]","239","24",277048,35.367,"B4"
"4185","sd[1]","239","24",279467,35.675,"B4"
"4186","sd[1]","239","24",265831,33.935,"B4"
"4187","sd[1]","239","24",308160,39.338,"B4"
"4188","sd[1]","239","24",326230,41.645,"B4"
"4189","sd[1]","239","24",328291,41.908,"B4"
"4190","sd[1]","239","24",276392,35.283,"B4"
"4191","sd[1]","239","24",270184,34.49,"B4"
"4192","sd[1]","239","24",293898,37.518,"B4"
"4193","sd[1]","239","24",287253,36.669,"B4"
"4194","sd[1]","239","24",293201,37.429,"B4"
"4195","sd[1]","239","24",289478,36.953,"B4"
"4196","sd[1]","239","24",263029,33.577,"B4"
"4197","sd[1]","239","24",253498,32.36,"B4"
"4198","sd[1]","239","24",303676,38.766,"B4"
"4199","sd[1]","319","24",277416,35.414,"B4"
"4200","sd[1]","319","24",232251,29.648,"B4"
"4201","sd[1]","319","24",301771,38.523,"B4"
"4202","sd[1]","319","24",202758,25.883,"B4"
"4203","sd[1]","319","24",214117,27.333,"B4"
"4204","sd[1]","319","24",288537,36.833,"B4"
"4205","sd[1]","319","24",297628,37.994,"B4"
"4206","sd[1]","319","24",298721,38.133,"B4"
"4207","sd[1]","319","24",255937,32.672,"B4"
"4208","sd[1]","319","24",268794,34.313,"B4"
"4209","sd[1]","319","24",311430,39.756,"B4"
"4210","sd[1]","319","24",315789,40.312,"B4"
"4211","sd[1]","319","24",286852,36.618,"B4"
"4212","sd[1]","319","24",285190,36.406,"B4"
"4213","sd[1]","319","24",273779,34.949,"B4"
"4214","sd[1]","319","24",300585,38.371,"B4"
"4215","sd[1]","319","24",179897,22.965,"B4"
"4216","sd[1]","319","24",273043,34.855,"B4"
"4217","sd[1]","348","24",305465,38.994,"B4"
"4218","sd[1]","348","24",289367,36.939,"B4"
"4219","sd[1]","348","24",254903,32.54,"B4"
"4220","sd[1]","348","24",310904,39.689,"B4"
"4221","sd[1]","348","24",272260,34.755,"B4"
"4222","sd[1]","348","24",290438,37.076,"B4"
"4223","sd[1]","348","24",259557,33.134,"B4"
"4224","sd[1]","348","24",272612,34.8,"B4"
"4225","sd[1]","348","24",281096,35.883,"B4"
"4226","sd[1]","348","24",291222,37.176,"B4"
"4227","sd[1]","348","24",304520,38.874,"B4"
"4228","sd[1]","348","24",278728,35.581,"B4"
"4229","sd[1]","348","24",307776,39.289,"B4"
"4230","sd[1]","348","24",276896,35.347,"B4"
"4231","sd[1]","348","24",306840,39.17,"B4"
"4232","sd[1]","348","24",299601,38.246,"B4"
"4233","sd[1]","348","24",265597,33.905,"B4"
"4234","sd[1]","348","24",306888,39.176,"B4"
"4235","sd[1]","348","24",288400,36.816,"B4"
"4236","sd[1]","371","24",277678,35.447,"B4"
"4237","sd[1]","371","24",276437,35.289,"B4"
"4238","sd[1]","371","24",270794,34.568,"B4"
"4239","sd[1]","371","24",250183,31.937,"B4"
"4240","sd[1]","371","24",314676,40.17,"B4"
"4241","sd[1]","371","24",275542,35.174,"B4"
"4242","sd[1]","371","24",296114,37.801,"B4"
"4243","sd[1]","371","24",290925,37.138,"B4"
"4244","sd[1]","371","24",281438,35.927,"B4"
"4245","sd[1]","371","24",272129,34.739,"B4"
"4246","sd[1]","371","24",305591,39.01,"B4"
"4247","sd[1]","371","24",271101,34.607,"B4"
"4248","sd[1]","371","24",279631,35.696,"B4"
"4249","sd[1]","371","24",267103,34.097,"B4"
"4250","sd[1]","371","24",293688,37.491,"B4"
"4251","sd[1]","371","24",273688,34.938,"B4"
"4252","sd[1]","371","24",279104,35.629,"B4"
"4253","sd[1]","371","24",282742,36.093,"B4"
"4254","sd[1]","371","24",294806,37.634,"B4"
"4255","sd[1]","373","24",325732,41.581,"B4"
"4256","sd[1]","373","24",325879,41.6,"B4"
"4257","sd[1]","373","24",334515,42.703,"B4"
"4258","sd[1]","373","24",305288,38.972,"B4"
"4259","sd[1]","373","24",341196,43.555,"B4"
